	ENO	ENO&2pg	ENO&pep
37	6.99268133538e-06	3.77076224228e-06	6.86561542232e-06
38	5.78347368739e-06	2.57337367728e-06	9.21349751189e-06
39	8.67435307691e-06	5.92101398628e-06	7.01052108314e-06
40	5.42271098061e-06	8.57606112057e-07	9.24755217637e-06
41	4.29424856969e-06	2.0238510833e-07	9.72575746104e-06
42	8.26969147653e-06	3.8108146406e-06	8.6770979374e-06
43	5.98219301659e-06	3.9910768101e-07	9.24673521114e-06
44	9.13879142399e-06	4.32460182587e-06	6.73488548924e-06
45	6.70277311644e-06	5.44833104838e-06	4.99812947578e-06
46	7.58393011477e-06	7.95304984024e-06	4.62840630736e-06
47	7.57952572185e-06	2.59453696979e-06	9.02417922267e-06
48	6.82133692112e-06	4.53793541229e-06	8.80220507927e-06
49	7.67060869653e-06	4.25595541319e-06	6.92276032369e-06
50	6.90976856327e-06	3.82614406766e-06	7.98224399752e-06
51	5.05711526072e-06	1.59119285072e-06	9.20057376205e-06
52	7.30884818676e-06	4.56891953057e-06	8.69473600529e-06
53	5.01485563722e-06	8.06109637126e-06	5.97381215396e-06
54	6.71571050485e-06	1.67527090412e-06	9.13630547484e-06
55	5.26599261382e-06	4.1892041105e-06	7.88067454794e-06
56	7.78502793603e-06	1.56652823202e-06	9.25162537874e-06
57	5.78712362565e-06	2.34594948778e-06	9.2484714996e-06
58	8.86520757923e-06	4.33227973442e-06	7.58297728508e-06
59	5.75150693931e-06	4.1371273363e-06	8.23975487164e-06
60	5.76419052801e-06	2.25555402864e-06	9.25697656e-06
61	5.91333401578e-06	6.06783275514e-06	5.60937319246e-06
62	7.3555914892e-06	5.15218939568e-06	5.94363487696e-06
63	7.4238934218e-06	3.66638339408e-06	8.99806860108e-06
64	7.29541618266e-06	3.32987558142e-06	8.61878164437e-06
65	8.58557771457e-06	4.00854321682e-06	9.01131195506e-06
66	8.33471648238e-06	3.7987619457e-06	8.85528433579e-06
67	3.65071289657e-06	8.72371831024e-06	4.13570175724e-06
68	6.38463835738e-06	6.72568255182e-06	6.49999719503e-06
69	7.46269731755e-06	5.32933142437e-06	6.86540686869e-06
70	7.07098017408e-06	1.84078798845e-06	9.01654120574e-06
71	8.53005317297e-06	4.84203315384e-06	8.3360743685e-06
72	7.02482612053e-06	2.99687900825e-06	8.06040204715e-06
73	8.10347221866e-06	1.36399413604e-06	9.2451379748e-06
74	5.89022226757e-06	4.55529433711e-06	8.95733229997e-06
75	8.7576653112e-06	8.39135264967e-06	2.84383397798e-06
76	8.93515736866e-06	5.17710397058e-06	7.491093686e-06
77	6.14099600017e-06	5.69313442615e-06	5.03345998511e-06
78	8.47107823045e-06	5.30932407609e-06	7.84143721313e-06
79	2.0360986754e-06	1.75397601166e-06	9.24686446188e-06
80	7.95241467509e-06	5.14765596686e-06	6.75330987617e-06
81	8.34771013117e-06	7.58531205259e-06	5.16923756949e-06
82	6.30098558253e-06	2.75357000699e-06	9.21342920074e-06
83	4.38911763322e-06	4.60616968143e-06	6.67321108157e-06
84	1.12184038769e-06	1.95115565472e-06	8.96983423544e-06
85	6.01197597736e-06	5.55366819198e-06	7.97425507195e-06
86	5.87806023009e-06	5.90352956163e-06	8.22166494719e-06
87	3.83778748885e-06	7.02069671979e-06	6.53574954403e-06
88	7.10412270834e-06	3.57732448469e-06	9.18215525209e-06
89	8.43701626385e-06	2.56178128863e-06	9.10269798669e-06
90	7.41865478601e-06	4.39320670804e-06	6.40109198577e-06
91	6.35560323037e-06	3.60617930628e-06	9.24639606644e-06
92	1.3014741845e-06	6.30400425799e-06	6.67954887175e-06
93	7.25290397487e-06	5.8815618283e-06	7.65201171497e-06
94	8.77553271185e-06	5.09952313387e-06	6.82487393315e-06
95	7.92297636932e-06	7.17117196787e-06	4.12177691077e-06
96	2.49662315475e-06	3.36956090622e-06	9.24399409258e-06
97	6.45267129927e-06	4.98016544893e-06	7.93635462236e-06
98	5.31521757957e-06	3.86749690365e-06	8.05416325312e-06
99	4.17247679605e-06	9.41123652784e-07	9.98852940152e-06
