	ENO	ENO&2pg	ENO&pep
0	1.92576361136e-07	2.21560442338e-11	1.9107389766e-05
1	2.63149892005e-07	1.94330865012e-11	1.90017481525e-05
2	2.49121678639e-07	1.58156760024e-11	1.90508481082e-05
3	2.6200217143e-07	2.26808157552e-11	1.90021210208e-05
4	3.15456960132e-07	6.7967195981e-11	1.89686914211e-05
5	4.33534724856e-07	3.37911652869e-11	1.88610897702e-05
6	2.08052830578e-07	2.54834310912e-11	1.90919057618e-05
7	1.75077503032e-07	1.82812765106e-11	1.9103645948e-05
8	2.64929069684e-07	3.12250925411e-11	1.90350520006e-05
9	1.88581471493e-07	1.94689230254e-11	1.91101864943e-05
10	1.43440401621e-07	1.66498620422e-11	1.91515749326e-05
11	4.37180156813e-07	1.98000730023e-11	1.88626595051e-05
12	1.76598195342e-07	2.86875125067e-11	1.91233872391e-05
13	1.80857902256e-07	1.64355044917e-11	1.91190381657e-05
14	1.89101221614e-07	1.54828615925e-11	1.90718082135e-05
15	2.00137309541e-07	1.74855767216e-11	1.90998142873e-05
16	2.94711837596e-07	1.614460059e-11	1.90052794223e-05
17	6.27569080123e-07	2.64391329576e-11	1.86724156621e-05
18	1.67233778957e-07	2.45829949391e-11	1.91327555152e-05
19	1.99647624544e-07	1.84556027242e-11	1.90990461995e-05
20	1.78080590132e-07	1.72014172932e-11	1.91217830387e-05
21	3.46798852201e-07	2.37820181415e-11	1.89531701515e-05
22	3.17267007911e-07	6.54386866326e-11	1.89827086924e-05
23	2.79592593243e-07	2.9469633787e-11	1.9020388455e-05
24	2.85206738686e-07	1.53096100625e-11	1.89885523998e-05
25	1.4290707704e-07	1.6694753902e-11	1.91570864686e-05
26	1.93713451139e-07	3.02652741132e-11	1.91034380174e-05
27	1.76646769411e-07	1.77090994834e-11	1.91054999151e-05
28	2.33713535115e-07	1.91529713682e-11	1.90662732752e-05
29	1.89020193829e-07	1.8042161037e-11	1.9110961764e-05
30	2.25743434857e-07	1.66215666025e-11	1.90649786027e-05
31	2.21969967389e-07	2.38140477818e-11	1.90729923219e-05
32	2.12573608748e-07	2.22891433036e-11	1.90873983548e-05
33	2.27795807903e-07	2.04783702772e-11	1.90721509623e-05
34	2.43939517986e-07	1.65921351552e-11	1.90484910163e-05
35	2.05248962458e-07	2.45732877709e-11	1.90947262964e-05
36	1.92520230165e-07	1.44790302007e-11	1.91074648448e-05
37	2.92294896024e-07	1.83686485038e-11	1.90076296791e-05
38	2.04200977298e-07	1.70609164438e-11	1.90892377091e-05
39	1.80423473905e-07	1.75325522201e-11	1.9111152275e-05
40	3.65241481353e-07	3.06247821773e-11	1.8934681703e-05
