	ENO	ENO&2pg	ENO&pep
41	2.39678460621e-07	2.33949989978e-11	1.90511528727e-05
42	1.63483376103e-07	1.70816553655e-11	1.9136497277e-05
43	3.34815313378e-07	1.69549673232e-11	1.89651643981e-05
44	1.90408417387e-07	1.84527063276e-11	1.90931813439e-05
45	1.62023322711e-07	1.78453130921e-11	1.91378343263e-05
46	2.11070252856e-07	2.13477457425e-11	1.90888930204e-05
47	1.88945241297e-07	1.76041144173e-11	1.91090154862e-05
48	2.09440001937e-07	1.91358467894e-11	1.90854224115e-05
49	1.87558061024e-07	2.85448265525e-11	1.91124376881e-05
50	2.92793049874e-07	1.77186291557e-11	1.90070854156e-05
51	2.60828124104e-07	3.1633943429e-11	1.90073119882e-05
52	1.69005324995e-07	1.84056085148e-11	1.91166548809e-05
53	2.38270735861e-07	2.05454877167e-11	1.90331963883e-05
54	2.41411553737e-07	1.75837136744e-11	1.90503421341e-05
55	1.40296806228e-07	1.92703121462e-11	1.91596996296e-05
56	1.923278339e-07	2.047440802e-11	1.90970030323e-05
57	2.92774475496e-07	1.7242470463e-11	1.90072149614e-05
58	1.9003014159e-07	1.7018654358e-11	1.91099038022e-05
59	1.57675816845e-07	1.88312938673e-11	1.91417246668e-05
60	2.35871117157e-07	1.94642655417e-11	1.90641198522e-05
61	2.0877475238e-07	1.93224703161e-11	1.90818594761e-05
62	1.66915986853e-07	1.71276862077e-11	1.91330715212e-05
63	3.19759084881e-07	2.19381753775e-11	1.89802225982e-05
64	1.98725945473e-07	1.6633842348e-11	1.91012431278e-05
65	1.55686084668e-07	1.82838944239e-11	1.9144302646e-05
66	1.55107619615e-07	2.23141571744e-11	1.91219313707e-05
67	2.74713284969e-07	1.73009238315e-11	1.89933103502e-05
68	1.42089886954e-07	1.53303885314e-11	1.91578938835e-05
69	2.23132475228e-07	3.01243518892e-11	1.90768548602e-05
70	2.12697066851e-07	2.21863341157e-11	1.90753746334e-05
71	1.62342572969e-07	1.71845151685e-11	1.91166753542e-05
72	2.18350864454e-07	1.74612325996e-11	1.90816380386e-05
73	2.75374321081e-07	2.69835321264e-11	1.90245335098e-05
74	1.68251793591e-07	1.64228072808e-11	1.90629562232e-05
75	1.83275155423e-07	1.95617913719e-11	1.9115561761e-05
76	1.81543496608e-07	1.92650580177e-11	1.91170413307e-05
77	2.27655213233e-07	2.14691714685e-11	1.90692218965e-05
78	2.87794203695e-07	1.79816155075e-11	1.90121854867e-05
79	6.05948094158e-07	2.476195302e-11	1.86940492134e-05
80	2.23374767598e-07	1.95782066455e-11	1.90766207459e-05
81	3.01833210997e-07	2.15594285479e-11	1.89951304107e-05
82	3.28798082386e-07	3.11130958109e-11	1.89711787174e-05
83	4.53230068423e-07	4.50250318534e-11	1.88467621287e-05
84	2.96582783545e-07	3.23505380744e-11	1.89688804919e-05
85	1.57150813403e-07	1.78677558142e-11	1.9104256911e-05
86	2.54277592908e-07	1.6171005552e-11	1.90131959818e-05
87	2.28583059167e-07	2.93346974593e-11	1.90489107836e-05
88	2.09029633945e-07	2.11036434497e-11	1.90909502171e-05
89	3.38939571947e-07	1.82585311131e-11	1.89610396398e-05
90	2.01365956414e-07	1.65910713437e-11	1.90986142239e-05
91	2.33983821587e-07	2.1409854329e-11	1.90587078399e-05
92	2.18555571281e-07	1.68283053046e-11	1.90814180562e-05
93	2.78743557372e-07	2.29954798994e-11	1.90167442978e-05
94	2.00330489226e-07	1.76773067648e-11	1.9099665583e-05
95	1.9859147712e-07	3.47354402727e-11	1.91013811423e-05
96	2.84519996778e-07	1.62184462014e-11	1.9015464039e-05
97	2.75650141135e-07	1.73968816352e-11	1.89942333984e-05
98	3.29884151502e-07	1.78944153684e-11	1.89700945698e-05
99	1.9306065303e-07	2.17733063545e-11	1.91069239525e-05
