	ENO	ENO&2pg	ENO&pep
0	7.46426189522e-06	3.16537680118e-06	5.6839472581e-06
1	6.90046256095e-06	4.38238159382e-06	4.69105176151e-06
2	1.14610562346e-05	2.78154970309e-06	5.42831376467e-06
3	1.09608404085e-05	3.45825987375e-06	5.64224934651e-06
4	9.3737766373e-06	5.26457588142e-06	3.0835988557e-06
5	1.05471860836e-05	2.96294053075e-06	5.89556553788e-06
6	6.39970984264e-06	3.36671594302e-06	5.60365469641e-06
7	7.18797121177e-06	2.06100069456e-06	5.91304087566e-06
8	1.11605202565e-05	3.15164288338e-06	4.79535481183e-06
9	5.10398093736e-06	1.96462304396e-06	5.91375942582e-06
10	9.30322287447e-06	7.87620168373e-07	6.26232448165e-06
11	9.66787855487e-06	2.12925778233e-06	5.88819723615e-06
12	6.80110382725e-06	5.14802722083e-06	3.96884702618e-06
13	1.22647970561e-05	3.97190844121e-06	5.86188941156e-06
14	6.77577359616e-06	5.74204507731e-06	5.68224967688e-06
15	8.88067567025e-06	1.92460126709e-06	5.88980890875e-06
16	5.89751144474e-06	2.05495430774e-06	5.8394003929e-06
17	6.91007309232e-06	5.00822513305e-06	5.77929240016e-06
18	4.7455146466e-06	3.13562263492e-06	5.87325912969e-06
19	9.31875837533e-06	4.16999867203e-06	6.21905478484e-06
20	4.05606459385e-06	2.7485751072e-06	6.01501919031e-06
21	2.94445365741e-06	2.06709964951e-06	6.85873761367e-06
22	6.91443165436e-06	1.45233608941e-06	6.91625541815e-06
23	7.51431833752e-06	3.41247840857e-06	5.55308728533e-06
24	1.02910321331e-05	4.3921854561e-06	3.20239642011e-06
25	5.5255835021e-06	4.51991904709e-06	5.52249905729e-06
26	6.94829038317e-06	1.18619213922e-06	5.88680049834e-06
27	8.15117440544e-06	1.51134664267e-06	6.14249300195e-06
28	2.44176129976e-06	1.93352975868e-06	5.89756933481e-06
29	2.39298121104e-06	1.80441682698e-06	7.22464986407e-06
30	1.11262305091e-05	2.34845972746e-06	5.72180067263e-06
31	6.99364954903e-06	3.00708749012e-06	5.88658834869e-06
32	1.02518763087e-05	2.07053937975e-06	5.87870053546e-06
33	7.09850255672e-06	3.34853632151e-06	5.96273870433e-06
34	7.59015088014e-06	4.12167677162e-06	4.42325860193e-06
35	9.61967786982e-06	5.11337023309e-06	2.20751957861e-06
36	7.19225309201e-06	3.22922512751e-07	7.86217048365e-06
37	7.90449097335e-06	2.78764904997e-06	5.45876152207e-06
38	6.1913601632e-06	1.727545857e-06	5.95449834059e-06
39	1.06909394569e-05	4.4567494575e-06	5.84298722041e-06
40	5.70265924917e-06	5.58890978966e-07	5.96571935965e-06
41	4.30543186046e-06	1.50421834216e-07	7.03677255681e-06
42	9.97207801134e-06	3.00541198889e-06	5.86001308265e-06
43	6.47731558262e-06	2.84232896853e-07	5.97980486667e-06
44	1.15578114282e-05	3.65452798844e-06	5.44871336987e-06
45	7.47229320522e-06	3.27868346452e-06	3.9662392934e-06
46	8.82685003837e-06	5.14207640349e-06	2.98153964529e-06
47	8.82005794592e-06	1.52435402958e-06	6.05037334221e-06
48	7.64999760277e-06	3.15419464555e-06	5.71564842095e-06
49	8.96686790074e-06	3.84866799237e-06	5.8146413704e-06
50	7.77957482786e-06	3.62351288566e-06	5.69392425121e-06
51	5.23494007982e-06	8.99317510124e-07	6.49231880361e-06
52	8.39059884734e-06	3.81465761893e-06	6.13174193288e-06
53	5.18336704251e-06	5.80423923328e-06	4.47458176228e-06
54	7.4912725605e-06	1.34336054475e-06	6.02869273814e-06
55	5.50491044798e-06	2.62836173439e-06	5.87682866199e-06
56	9.15381807491e-06	1.39238855697e-06	6.05737890768e-06
57	6.18608420127e-06	1.76416843028e-06	5.9463891212e-06
58	1.10480006699e-05	2.7513125206e-06	5.6155610823e-06
59	6.13704627085e-06	2.65964993807e-06	5.70189977192e-06
60	6.15516843941e-06	1.92682954087e-06	5.98573517447e-06
61	6.45372173029e-06	5.2766532606e-06	4.15098208105e-06
62	8.48357049523e-06	3.37844483035e-06	3.93994659918e-06
63	8.61940735515e-06	2.266723706e-06	5.88024579416e-06
64	8.5711160203e-06	2.55038230253e-06	5.87242404555e-06
65	1.05391955945e-05	2.75520519075e-06	5.9456578394e-06
66	1.00854238842e-05	2.84543406825e-06	5.89146604897e-06
67	3.56727147497e-06	5.84596406295e-06	3.51868493855e-06
68	7.01222275214e-06	4.2892249167e-06	4.97221597766e-06
69	8.63299517633e-06	3.60951202753e-06	5.16018390946e-06
70	8.0234069433e-06	1.48447763382e-06	5.86504786351e-06
71	1.04319597219e-05	3.20818573288e-06	5.605013113e-06
72	7.9630012009e-06	2.20453491311e-06	5.87671937602e-06
73	9.68744238832e-06	1.07255603742e-06	5.8845867244e-06
74	6.34790987474e-06	3.40688934348e-06	6.04227615967e-06
75	1.08424413942e-05	5.69887080535e-06	2.35535939436e-06
76	1.11715138204e-05	3.34035410087e-06	5.88016768161e-06
77	6.6730200935e-06	3.71846225618e-06	4.19949434453e-06
78	1.03253600664e-05	3.41686448613e-06	5.79649882741e-06
79	1.87047465374e-06	1.75273582773e-06	5.9162810551e-06
80	9.431478516e-06	3.54103795371e-06	5.86105014691e-06
81	1.01079826344e-05	5.6242870344e-06	4.16987943231e-06
82	6.92951524235e-06	2.20141861631e-06	6.40148272178e-06
83	4.41739686005e-06	3.71998898745e-06	4.95372495697e-06
84	9.97322345384e-07	1.70314147888e-06	5.94189641984e-06
85	6.49501384398e-06	3.64168853979e-06	5.75211985502e-06
