	ENO	ENO&2pg	ENO&pep
86	6.30778613661e-06	3.9353727772e-06	5.82354005532e-06
87	3.7768089164e-06	4.68055317334e-06	5.98916012194e-06
88	8.07403299046e-06	2.64380234945e-06	5.88963614018e-06
89	9.50589274317e-06	1.55265742389e-06	5.85240270174e-06
90	8.56320836438e-06	3.02086299271e-06	5.25928706642e-06
91	6.9707388631e-06	2.61407175388e-06	5.97023385415e-06
92	1.16540295309e-06	4.80804471316e-06	5.96093206098e-06
93	8.30407648301e-06	4.14276773401e-06	5.28622303674e-06
94	1.08752649893e-05	3.01751484591e-06	4.96878456805e-06
95	9.3822903418e-06	5.21741727059e-06	3.29843574115e-06
96	2.33275524965e-06	1.85200400872e-06	5.97245177383e-06
97	7.10931815411e-06	3.89611834987e-06	5.7819085114e-06
98	5.56969419987e-06	2.46076576316e-06	5.89629045799e-06
99	4.16284076659e-06	8.38826625486e-07	7.92619193978e-06
