	ENO	ENO&2pg	ENO&pep
0	1.65827924007e-07	1.41658944421e-11	1.91341579979e-05
1	2.2716223591e-07	1.0612149546e-11	1.90378402842e-05
2	2.14927783821e-07	7.46142100113e-12	1.90850601901e-05
3	2.26138466049e-07	1.16878463765e-11	1.90417574423e-05
4	2.72767923908e-07	3.27149292776e-11	1.90272143395e-05
5	3.76380601569e-07	1.86479632936e-11	1.89188215083e-05
6	1.79247797997e-07	1.62388707109e-11	1.91207358954e-05
7	1.50670791761e-07	1.33368106534e-11	1.91456342934e-05
8	2.28687210521e-07	1.66222576427e-11	1.90713025646e-05
9	1.62365903689e-07	1.16549415449e-11	1.91376276446e-05
10	1.23313019668e-07	8.45238960816e-12	1.91723860962e-05
11	3.79581683868e-07	1.15670945138e-11	1.89203549924e-05
12	1.51987256625e-07	1.52736521608e-11	1.91480062872e-05
13	1.55675606197e-07	8.01325542716e-12	1.91442838567e-05
14	1.62813706867e-07	1.03226363063e-11	1.91032668409e-05
15	1.72382278822e-07	9.48895260657e-12	1.91275988482e-05
16	2.54651575955e-07	9.59529974203e-12	1.90453397754e-05
17	5.48438483142e-07	1.25695355452e-11	1.87515554286e-05
18	1.43882901724e-07	1.08142698555e-11	1.91561109992e-05
19	1.71957671268e-07	7.77895078267e-12	1.91280358793e-05
20	1.53270739016e-07	7.8213460578e-12	1.91466346211e-05
21	3.00198203815e-07	1.27207799492e-11	1.89997894684e-05
22	2.74349812702e-07	3.10114504429e-11	1.90256404752e-05
23	2.41464214798e-07	1.44904259426e-11	1.90585283641e-05
24	2.46371040454e-07	1.00831824848e-11	1.90214747984e-05
25	1.22839055933e-07	1.05556793664e-11	1.91771570222e-05
26	1.66816048333e-07	1.43504110359e-11	1.91303399576e-05
27	1.52029309464e-07	9.79625734295e-12	1.91325039797e-05
28	2.01530314236e-07	9.45704335078e-12	1.90984630809e-05
29	1.62746037403e-07	1.04729268978e-11	1.91372448472e-05
30	1.94605374242e-07	9.70992196553e-12	1.90973366791e-05
31	1.91327688628e-07	1.03635975062e-11	1.91053123196e-05
32	1.83170964797e-07	1.29883512566e-11	1.91168131041e-05
33	1.9638780678e-07	1.14491940053e-11	1.9103587998e-05
34	2.10420068383e-07	1.02795506279e-11	1.90893313485e-05
35	1.7682591675e-07	1.58223476071e-11	1.91157290114e-05
36	1.65780022166e-07	7.6889797773e-12	1.91342133591e-05
37	2.52542557065e-07	1.54324049578e-11	1.90474276478e-05
38	1.75906401602e-07	1.05378241599e-11	1.91184078212e-05
39	1.55299399507e-07	1.03282480669e-11	1.91374117542e-05
40	3.16347856746e-07	1.33994016522e-11	1.89836216419e-05
41	2.06714822833e-07	1.49277558359e-11	1.90853330922e-05
42	1.40638168599e-07	1.04717431694e-11	1.91593489e-05
43	2.89702519601e-07	1.21893377875e-11	1.90102891902e-05
44	1.63948974418e-07	9.20088865929e-12	1.91218155643e-05
45	1.39374024249e-07	1.12408319077e-11	1.91605026036e-05
46	1.81865917948e-07	1.09044805228e-11	1.91181187191e-05
47	1.62680917739e-07	1.04730024455e-11	1.91355514703e-05
48	1.80451556198e-07	1.18100152115e-11	1.91112870063e-05
49	1.61479206898e-07	1.73095216046e-11	1.91385165845e-05
50	2.52979647107e-07	1.11517591527e-11	1.90469105526e-05
51	2.24938927776e-07	1.46485503182e-11	1.9012393061e-05
52	1.45424200144e-07	1.00337185278e-11	1.91381907051e-05
53	2.05491269676e-07	1.49923275338e-11	1.90705622165e-05
54	2.08223178101e-07	1.03098538522e-11	1.9091147475e-05
55	1.20597810829e-07	1.20831271678e-11	1.9179398671e-05
56	1.65620363471e-07	1.07847092103e-11	1.91150656823e-05
57	2.52961009877e-07	9.75638892748e-12	1.90470348446e-05
58	1.6362167787e-07	9.70628946232e-12	1.91363524851e-05
59	1.35571950562e-07	8.36873084591e-12	1.91641924266e-05
60	2.034050211e-07	1.35180523981e-11	1.90945482991e-05
61	1.79874669875e-07	1.21842645622e-11	1.91120054004e-05
62	1.43607658508e-07	8.62219944539e-12	1.9156387475e-05
63	2.76528078197e-07	9.72802496452e-12	1.90234647375e-05
64	1.71163059248e-07	9.18601761567e-12	1.91288203655e-05
65	1.33895728095e-07	1.06246518458e-11	1.91660987683e-05
66	1.33395326468e-07	1.32273899696e-11	1.91308567593e-05
67	2.37211243082e-07	9.02137432356e-12	1.9034895335e-05
68	1.22146492058e-07	7.30870424335e-12	1.91778452179e-05
69	1.92337439878e-07	1.5863698432e-11	1.91076556455e-05
70	1.83277673534e-07	1.96556835527e-11	1.91167014423e-05
71	1.39669572149e-07	1.08648657042e-11	1.91566347885e-05
72	1.88185270167e-07	1.04326781163e-11	1.91118103924e-05
73	2.3778734277e-07	1.22782338065e-11	1.90621765338e-05
74	1.44763468408e-07	1.10371676006e-11	1.91161369045e-05
75	1.57771918229e-07	9.71535961774e-12	1.9141739119e-05
76	1.56269339914e-07	1.06131121387e-11	1.91437254538e-05
77	1.96265708387e-07	1.22784832558e-11	1.91010249345e-05
78	2.48657405644e-07	8.14463629039e-12	1.90513345829e-05
79	5.2915169007e-07	1.52499078299e-11	1.87708466631e-05
80	1.92547666372e-07	1.00610824138e-11	1.91074502606e-05
81	2.6086784723e-07	1.2753554426e-11	1.90364976157e-05
82	2.84441176468e-07	1.70968123186e-11	1.90155491692e-05
83	3.93731778818e-07	2.58357547919e-11	1.89062604792e-05
84	2.56292903971e-07	1.46972181606e-11	1.90119915282e-05
85	1.35161779652e-07	9.12552766398e-12	1.91314423764e-05
86	2.19417414952e-07	8.23848172306e-12	1.90509054668e-05
87	1.97071788983e-07	2.2652742011e-11	1.90833726545e-05
88	1.80099510963e-07	1.31069861703e-11	1.91198925898e-05
89	2.93305600125e-07	1.00501413744e-11	1.90066849942e-05
90	1.73452582345e-07	8.00762402836e-12	1.91265396633e-05
91	2.01764672659e-07	9.41263319344e-12	1.90982269701e-05
92	1.88362988881e-07	1.03002995823e-11	1.91116267108e-05
93	2.40724549152e-07	1.14727596577e-11	1.9056603564e-05
94	1.72549789397e-07	1.06714301111e-11	1.91274486679e-05
95	1.7104721727e-07	2.12608403213e-11	1.91289420061e-05
96	2.45760531597e-07	8.40839668969e-12	1.90542332159e-05
97	2.38046392697e-07	9.9379817752e-12	1.905609054e-05
98	2.8538406781e-07	9.92333329015e-12	1.90145991769e-05
99	1.66247460189e-07	1.10123751332e-11	1.91337443438e-05
