frame	deltaG
1	-23.4207
2	-30.1514
3	-31.8146
4	-18.6736
5	-40.3569
6	-39.8256
7	-39.2608
8	-41.2547
9	-46.1183
10	-43.4471
11	-36.389
12	-46.2862
13	-37.9733
14	-37.7485
15	-37.046
16	-44.9372
17	-34.1722
18	-52.0396
19	-49.7269
20	-50.4228
21	-54.2309
22	-48.0061
23	-45.5924
24	-50.5534
25	-45.6692
26	-29.0649
27	-40.6857
28	-41.4892
29	-38.2794
30	-48.7055
31	-44.8006
32	-42.3894
33	-45.4693
34	-33.0305
35	-41.4337
36	-36.9402
37	-43.1522
38	-37.204
39	-42.734
40	-42.4749
41	-47.4648
42	-48.0935
43	-43.7575
44	-43.6886
45	-35.9104
46	-37.0568
47	-46.3593
48	-39.6197
49	-38.1955
50	-41.0895
51	-36.6928
52	-38.8014
53	-44.261
54	-30.044
55	-29.1111
56	-40.5905
57	-40.9051
58	-35.5258
59	-32.1989
60	-31.3489
61	-37.2024
62	-40.6301
63	-31.5448
64	-38.229
65	-30.0091
66	-31.6505
67	-29.2091
68	-39.0634
69	-34.2641
70	-28.6098
71	-17.9771
72	-14.0143
73	-26.889
74	-26.0763
75	-32.2589
76	-25.324
77	-24.8982
78	-13.1717
79	-17.1111
80	-12.8573
81	-23.7736
82	-22.6548
83	-17.1609
84	-27.9839
85	-11.8162
86	-15.8284
87	-25.4122
88	-28.4955
89	-21.2366
90	-20.9876
91	-30.7555
92	-36.9976
93	-31.3921
94	-28.8548
95	-35.853
96	-29.5468
97	-34.9697
98	-41.0277
99	-45.016
100	-38.8077
101	-36.5448
102	-40.9437
103	-41.6833
104	-49.0449
105	-39.0328
106	-44.046
107	-40.1548
108	-48.0277
109	-42.4571
110	-44.0191
111	-48.0998
112	-50.45
113	-45.2469
114	-40.6568
115	-40.1641
116	-38.11
117	-47.124
118	-46.8051
119	-51.5664
120	-43.8592
121	-47.203
122	-49.53
123	-47.9663
124	-45.4093
125	-51.5873
126	-44.6486
127	-42.7344
128	-49.8858
129	-45.8943
130	-51.6216
131	-48.146
132	-48.8308
133	-43.071
134	-46.9033
135	-48.3744
136	-46.1378
137	-45.3525
138	-44.3582
139	-49.5644
140	-38.249805
141	9.63438945812
