frame	deltaG
1	-32.593
2	-22.8965
3	-24.0891
4	-44.0603
5	-35.3885
6	-30.6023
7	-41.3548
8	-39.5848
9	-40.1739
10	-42.5348
11	-36.7013
12	-29.6982
13	-40.5508
14	-37.3379
15	-33.8969
16	-48.3635
17	-37.2771
18	-37.088
19	-22.5457
20	-23.6707
21	-29.5129
22	-33.185
23	-46.1225
24	-45.5757
25	-44.0871
26	-45.883
27	-52.3951
28	-50.5376
29	-52.6608
30	-48.9058
31	-49.8981
32	-36.9181
33	-45.5135
34	-51.1581
35	-46.1887
36	-43.443
37	-31.0665
38	-42.8174
39	-43.0481
40	-48.5537
41	-30.3502
42	-34.1905
43	-43.812
44	-26.4271
45	-43.5277
46	-36.1551
47	-43.9623
48	-40.3764
49	-47.3797
50	-48.7818
51	-51.8236
52	-49.1389
53	-57.1135
54	-43.3887
55	-41.871
56	-51.6071
57	-39.0519
58	-45.5785
59	-42.891
60	-50.5158
61	-49.2263
62	-45.9719
63	-45.9063
64	-45.2457
65	-61.2903
66	-49.0748
67	-43.2575
68	-43.788
69	-37.2097
70	-47.1328
71	-53.5404
72	-42.0041
73	-46.9355
74	-43.796
75	-50.2944
76	-42.5542
77	-53.908
78	-43.1327
79	-47.8288
80	-52.3854
81	-54.2599
82	-51.0909
83	-44.4475
84	-39.023
85	-23.6585
86	-26.5526
87	-31.5185
88	-37.0952
89	-36.3941
90	-29.0298
91	-26.8538
92	-26.5184
93	-27.6981
94	-23.8135
95	-29.0067
96	-15.0111
97	-24.4452
98	-23.5548
99	-16.2422
100	6.7705
101	-12.6175
102	-25.5478
103	-25.6582
104	-20.172
105	-17.5961
106	-14.3923
107	-10.0785
108	-13.5558
109	-14.6048
110	-9.1561
111	-7.0122
112	-9.5593
113	-7.9788
114	0.0862
115	-1.7539
116	-4.4603
117	-5.4108
118	-7.3325
119	-18.0701
120	-21.6388
121	-15.1604
122	-11.2169
123	-13.1614
124	-26.9024
125	-19.3818
126	-19.0111
127	-10.7884
128	-2.7811
129	-0.7115
130	-0.7638
131	-14.0114
132	-18.4202
133	-2.2692
134	-11.9493
135	-10.0723
136	-8.4807
137	-12.0859
138	-17.587
139	-13.8119
140	-31.9368542857
141	15.880518194
