frame	deltaG
1	21.9402
2	4.9319
3	-3.0929
4	5.723
5	-2.3627
6	12.2795
7	9.3968
8	9.1023
9	6.6783
10	-13.3525
11	-8.9813
12	5.5518
13	0.202
14	6.0222
15	1.0254
16	-3.7241
17	6.2729
18	27.9873
19	-2.2478
20	9.9676
21	10.1223
22	1.6342
23	7.9297
24	8.9001
25	6.0384
26	6.0164
27	-2.2677
28	10.8558
29	3.8229
30	3.5667
31	-3.4669
32	6.0274
33	1.3419
34	1.4264
35	19.4681
36	7.7673
37	0.437
38	9.8659
39	5.9017
40	2.9651
41	4.5407
42	8.808
43	5.18
44	6.8152
45	10.3584
46	4.9763
47	8.1243
48	2.2205
49	4.8752
50	2.9193
51	-7.949
52	1.4214
53	11.8531
54	7.0592
55	-6.6435
56	7.8267
57	10.7488
58	9.7679
59	4.1311
60	-5.3982
61	16.9726
62	12.4458
63	10.7895
64	10.8313
65	11.4784
66	9.8927
67	-1.2616
68	2.6679
69	-4.0646
70	2.1008
71	5.6855
72	3.1176
73	3.9502
74	14.3405
75	2.1776
76	3.8737
77	10.2128
78	11.7151
79	16.9944
80	2.3938
81	2.7698
82	-1.1378
83	8.2602
84	3.9183
85	5.2918
86	11.1465
87	5.1566
88	10.4636
89	11.9733
90	9.7829
91	10.9561
92	-1.4774
93	8.5543
94	12.2649
95	5.5833
96	5.472
97	4.5651
98	1.8733
99	9.8657
100	6.2411
101	1.4601
102	15.7506
103	12.4004
104	8.6951
105	-2.2973
106	8.1511
107	6.1962
108	12.4818
109	16.376
110	-2.2464
111	3.7269
112	7.2322
113	11.2057
114	-2.1837
115	9.5229
116	28.6014
117	7.0129
118	7.2352
119	6.5664
120	20.3073
121	7.4161
122	0.2558
123	14.2373
124	7.2421
125	-3.6463
126	-7.7247
127	-6.4131
128	-2.0442
129	4.0744
130	-4.2778
131	-6.1172
132	-7.3302
133	-9.4668
134	-7.4971
135	-11.5248
136	3.2623
137	8.8536
138	6.6684
139	0.1326
140	5.24023071429
141	7.12773963832
