	e4p	f6p	g3p	s7p
0	4.88750572052e-05	0.00251967949595	0.000270431975943	0.000881598043888
1	4.88572301218e-05	0.00251948319186	0.000269885422296	0.000881833639541
2	4.89419850299e-05	0.00251964596648	0.00026986424687	0.000881489162529
3	4.88567586726e-05	0.00251953474353	0.000270214631746	0.000881671286354
4	4.89184464812e-05	0.00251953473321	0.000270333945613	0.000881552314334
5	4.88777179256e-05	0.00251962510318	0.000270204542625	0.000881725245208
6	4.89182059137e-05	0.00251945390233	0.000270003130892	0.000881692294291
7	4.88219188772e-05	0.00251943057039	0.000270150038798	0.000881699421037
8	4.88752818542e-05	0.00251974129908	0.000270034882418	0.000881669270554
9	4.88695825979e-05	0.00251973223483	0.000270036936386	0.000881830656455
10	4.89030653497e-05	0.00251961843901	0.000270359167111	0.000881590366725
11	4.88426607598e-05	0.00251966395018	0.000270544951561	0.000881827748391
12	4.88531409261e-05	0.00251958906624	0.000270357778264	0.000881767558254
13	4.89676831517e-05	0.00251960436858	0.00026993671344	0.000881436139299
14	4.8726908463e-05	0.00251968464	0.000270451321184	0.000881773163816
15	4.8888904477e-05	0.00251972188373	0.000269766974354	0.000881736303448
16	4.8840034567e-05	0.00251938260512	0.00027030363968	0.00088162076493
17	4.88711400312e-05	0.0025197957321	0.000270214285436	0.000881719835448
18	4.88481152876e-05	0.00251984144272	0.000270088516621	0.000881784513114
19	4.89086214962e-05	0.00251966646433	0.000270158946246	0.000881567782496
20	4.88923292006e-05	0.00251925706081	0.000270384309515	0.000881769497247
21	4.88644895924e-05	0.00251946769902	0.000269803714163	0.000881830805811
22	4.88773177164e-05	0.00251945927472	0.000270280649347	0.000881695948943
23	4.89019389325e-05	0.00251940407488	0.000270166441989	0.000881590326986
24	4.88880536113e-05	0.00251931287077	0.000270439286567	0.000881711974411
25	4.8886060643e-05	0.00251974783874	0.000269907395082	0.000881560337999
26	4.88843144704e-05	0.00251955132301	0.000270236995629	0.000881703596673
27	4.89018360333e-05	0.00251977380479	0.000269858295073	0.000881667234529
28	4.88769126158e-05	0.00251970518119	0.000270279330396	0.000881699148957
29	4.88561138293e-05	0.00251990156657	0.000270491187955	0.000881651806559
30	4.89128838341e-05	0.00251964857833	0.000270215169982	0.00088147300501
31	4.89463649032e-05	0.0025192203425	0.000270438426601	0.000881789864055
32	4.89389156609e-05	0.00251928213947	0.00027020451703	0.000881770948591
33	4.87830209218e-05	0.00251948549969	0.00027020584161	0.000881737914773
34	4.89209082145e-05	0.00251986899669	0.000269748978069	0.000881747320959
35	4.88015101905e-05	0.00251956582749	0.000270451669862	0.000881772599573
36	4.8880155659e-05	0.00251961359556	0.000270576169858	0.000881651118545
37	4.89321444346e-05	0.00251952858216	0.000270116468006	0.000881627311998
38	4.89846725942e-05	0.00251977677265	0.000270408465914	0.000881371990877
39	4.89324442353e-05	0.00251977890434	0.000270036488011	0.000881791152036
40	4.88162465796e-05	0.00251953826717	0.000270343680691	0.0008815809545
41	4.87652221263e-05	0.00251991212461	0.000270051296682	0.000881496943767
42	4.87751173011e-05	0.00251974336709	0.000270017632963	0.000881715658975
43	4.89452605402e-05	0.00251937871307	0.000270578078525	0.000881782156751
44	4.8863209372e-05	0.00251969734374	0.000270283543672	0.000881382387002
45	4.88341760646e-05	0.00251971570744	0.000270015798291	0.000881705631709
46	4.87633506743e-05	0.00251958621774	0.000270658330163	0.000881580330301
47	4.88745448953e-05	0.00251953346119	0.000270425455744	0.000881767052408
48	4.89530335837e-05	0.00251972045666	0.000269930826334	0.000881691901401
49	4.88888308996e-05	0.00251975457335	0.00027003351867	0.000881711504717
50	4.88374705423e-05	0.00251978938284	0.00026995171892	0.000881765488388
51	4.89071800326e-05	0.00251958143504	0.000269971638964	0.000881665158125
52	4.88730683656e-05	0.00251966127971	0.00027014596372	0.000881590990693
53	4.88786735487e-05	0.00251930703798	0.000270220021794	0.000881776294781
54	4.89338044901e-05	0.00251963643429	0.000270216583393	0.000881844884747
55	4.88175475678e-05	0.00251946798169	0.000270230425937	0.000881793476603
56	4.8949875893e-05	0.0025199009244	0.00026989461929	0.000881612324786
57	4.88676709444e-05	0.00251964909713	0.000270417811882	0.000881642386816
58	4.89199419268e-05	0.00251959131993	0.000270342425114	0.000881610718686
59	4.88482081792e-05	0.00251988504055	0.000270268356829	0.000881572014
60	4.89423775231e-05	0.00251957697058	0.000270295291848	0.000881497245022
61	4.89637456909e-05	0.00251950962294	0.000270281607625	0.000881812218176
62	4.87754109081e-05	0.00251952853775	0.000270209507585	0.000881852511439
63	4.89258576504e-05	0.00251962778442	0.000270090594954	0.000881688986968
64	4.88355213338e-05	0.00251988006589	0.000270206277459	0.000881570886776
65	4.8900428075e-05	0.00251962420826	0.000270150371214	0.000881695647292
66	4.8955955252e-05	0.00251974607009	0.000270282343648	0.000881550078434
67	4.88642584103e-05	0.00251975831057	0.000270507683878	0.000881569766385
68	4.89044031737e-05	0.0025196991099	0.000270178909023	0.000881597961643
69	4.88385630668e-05	0.00251982229279	0.000270235789646	0.000881584812975
70	4.88038986154e-05	0.00251967302955	0.000269970570303	0.000881711083095
71	4.88632862062e-05	0.00251963140862	0.000270042902553	0.000881619223512
72	4.89288257874e-05	0.00251960601556	0.000269887639154	0.00088181820294
73	4.89060912944e-05	0.00251908963091	0.000270307842681	0.000881609786928
74	4.8927110966e-05	0.00251955164833	0.000269890585314	0.000881657221555
75	4.89168572351e-05	0.00251978551556	0.000269832978212	0.000881849962045
76	4.89724308387e-05	0.00251951867813	0.000270587060629	0.000881683839408
77	4.87925330824e-05	0.00251936743487	0.000270158629005	0.000881869480342
78	4.88716775862e-05	0.00251958435505	0.000270012044321	0.000881752704875
79	4.89144790372e-05	0.00251955329323	0.000270432891746	0.00088160121157
80	4.88641877453e-05	0.00251975467846	0.000270063886051	0.000881798006002
81	4.88847477326e-05	0.00251932499094	0.000270380505805	0.00088164847011
82	4.89132131229e-05	0.00251959526866	0.000270187900221	0.000881755275407
83	4.89693377778e-05	0.00251917406296	0.000270523487523	0.000881606586403
84	4.89505585496e-05	0.00251943335502	0.000270457476505	0.000881595731654
85	4.88970518397e-05	0.00251974982932	0.000270017250753	0.000881663762544
86	4.88564954915e-05	0.00251955989358	0.000270302357918	0.000881386918252
87	4.88556668995e-05	0.00251962516157	0.000270350818847	0.000881711762511
88	4.89312546589e-05	0.00251961999152	0.000270555134647	0.000881391597554
89	4.89215258937e-05	0.00251981137334	0.000269967037497	0.000881710335302
90	4.88271302184e-05	0.00251988805006	0.000270560938609	0.000881632297482
91	4.88927331659e-05	0.00251965860526	0.000270648244712	0.000881831345548
92	4.887319687e-05	0.00251970935845	0.000270500869873	0.000881549310276
93	4.8919875073e-05	0.00251965211208	0.000270383413639	0.000881794718152
94	4.88526174627e-05	0.00251933490525	0.000270274145934	0.000881814894402
95	4.87819746866e-05	0.00251994903586	0.000270507797047	0.000881823708992
96	4.88209510032e-05	0.00251974429558	0.000270348677516	0.00088168990831
97	4.88139159021e-05	0.00251946295951	0.000270384337628	0.000881657520648
98	4.89200797187e-05	0.00251917565927	0.000270545814027	0.000881480831801
99	4.87755525303e-05	0.00251950508725	0.000270656694824	0.000881759446937
