	e4p	f6p	g3p	s7p
0	9.53550396801e-05	0.00256608249677	0.000223529974026	0.000834612781608
1	9.5247110089e-05	0.00256595473071	0.000223250946006	0.000834757473323
2	9.53131705841e-05	0.00256612683739	0.000223438538475	0.000834691993397
3	9.52451325371e-05	0.00256605810652	0.000223186182802	0.000834592593535
4	9.53105509594e-05	0.00256617324156	0.000223534909386	0.000834734098871
5	9.5252604064e-05	0.00256622739557	0.000223264099211	0.000834611337347
6	9.52531545108e-05	0.00256596067404	0.000223259286204	0.000834655733076
7	9.53232346578e-05	0.00256598895722	0.000223402753383	0.000834567922077
8	9.52977933988e-05	0.00256608979069	0.000223329347575	0.000834573939204
9	9.52566959858e-05	0.00256610011638	0.000223221631027	0.000834649452983
10	9.53167580283e-05	0.00256611483927	0.000223328596717	0.000834686689649
11	9.52818067923e-05	0.00256611951168	0.000223334589726	0.00083480029062
12	9.53540798858e-05	0.0025660792871	0.000223531898598	0.000834604916155
13	9.52993058266e-05	0.00256601952627	0.00022330003831	0.000834685041787
14	9.51811717453e-05	0.002566253883	0.000223099586865	0.00083474942619
15	9.52470012913e-05	0.00256615261256	0.000223156945491	0.000834691972261
16	9.52741976042e-05	0.00256599307594	0.000223417659347	0.000834542359269
17	9.52661255903e-05	0.00256622794848	0.00022308728044	0.000834501434576
18	9.52791531831e-05	0.00256610341344	0.000223308946728	0.000834618606906
19	9.52599875457e-05	0.00256621161298	0.000223266556579	0.000834443759332
20	9.53555715489e-05	0.00256587595654	0.00022330880357	0.00083472156678
21	9.51789802547e-05	0.0025660300063	0.000223019702116	0.000834967732171
22	9.53652363988e-05	0.00256605551404	0.000223406948694	0.000834572445392
23	9.53145621132e-05	0.00256603362037	0.000223340481371	0.000834446388216
24	9.53335454564e-05	0.00256598565092	0.000223316555256	0.000834557584133
25	9.53203801445e-05	0.00256614496784	0.000223452849037	0.0008348555622
26	9.53121998288e-05	0.00256609994925	0.000223406613499	0.000834683477576
27	9.52669949277e-05	0.00256619744369	0.000223189397082	0.000834750448895
28	9.51873470831e-05	0.00256625475944	0.000223226450325	0.000834538365147
29	9.52406852399e-05	0.00256622257287	0.000223305655346	0.000834414866968
30	9.5310859613e-05	0.00256613230451	0.000223373029877	0.00083455373673
