	e4p	f6p	g3p	s7p
0	4.88967403136e-05	0.00251920520383	0.000269975430061	0.00088197000888
1	4.88165148444e-05	0.00251846676747	0.000270779476086	0.000881942852306
2	4.89187497628e-05	0.00251897659759	0.000269624840941	0.000881960031192
3	4.88839498914e-05	0.00251915754669	0.000269824268321	0.000881960999507
4	4.89297486345e-05	0.00251878657761	0.000270134908714	0.000881947080501
5	4.89164694033e-05	0.00251898177985	0.000270198853371	0.000881958995325
6	4.89550953314e-05	0.00251864766512	0.000269886324455	0.000881951553619
7	4.87864125721e-05	0.00251894044036	0.00027002604398	0.000881959836965
8	4.88974321309e-05	0.0025185244841	0.000270607168289	0.000881941762331
9	4.88893393345e-05	0.00251849133746	0.000270482119034	0.000881942981559
10	4.88559007511e-05	0.0025189338719	0.000270122408359	0.00088195606564
11	4.88844249753e-05	0.00251885750141	0.000270560074067	0.000881948643617
12	4.89174301343e-05	0.00251884242554	0.000270219523275	0.000881950854365
13	4.89307581204e-05	0.00251825410992	0.000270508364587	0.000881943697455
14	4.89531394765e-05	0.0025189123553	0.000270256394709	0.000881951655039
15	4.88772811753e-05	0.00251884692507	0.000270142243861	0.000881950612849
16	4.8867273055e-05	0.00251905886135	0.000270069828145	0.000881959021077
17	4.88881825389e-05	0.00251871186231	0.00027038539713	0.000881950398285
18	4.89614235107e-05	0.00251886073665	0.000270486884022	0.000881949870073
19	4.87753051564e-05	0.00251916180964	0.00027014403558	0.000881970411537
20	4.89141216934e-05	0.00251917341705	0.000269625090779	0.000881965356496
21	4.89006661759e-05	0.00251872571491	0.0002703762039	0.000881955045584
22	4.89397459793e-05	0.00251852718177	0.000269994225553	0.000881946017996
23	4.88243581356e-05	0.00251888010907	0.000269832755279	0.000881959129036
24	4.88651403619e-05	0.00251882090382	0.000270386678358	0.000881959660479
25	4.89660432352e-05	0.0025187681533	0.000270236419864	0.000881951734467
26	4.89264803178e-05	0.00251884422129	0.00026972260906	0.000881951588249
27	4.89207902968e-05	0.00251873013063	0.0002700557894	0.000881951870936
28	4.88938529287e-05	0.00251903969016	0.000269914319366	0.000881960031742
29	4.88383402666e-05	0.00251906694918	0.000270634769166	0.000881961840811
30	4.8926928445e-05	0.00251842521579	0.000270028630771	0.00088194908108
31	4.89445955999e-05	0.00251886782541	0.000269857218342	0.000881955016538
32	4.88952540739e-05	0.00251884604022	0.000270412581988	0.000881957996262
33	4.88504493902e-05	0.00251880191131	0.000270507469115	0.000881948413786
34	4.89136931044e-05	0.00251899539245	0.000269930550654	0.000881958274064
35	4.8927059491e-05	0.00251881385176	0.000270201418935	0.000881959757879
36	4.89597453262e-05	0.00251845431531	0.000270501928913	0.000881942720132
37	4.8826363591e-05	0.00251878647832	0.000270498353438	0.000881945949752
38	4.88986222733e-05	0.00251870137217	0.000270157691675	0.000881949813683
39	4.89172060276e-05	0.00251761142259	0.000270760773608	0.000881934625324
40	4.89305432413e-05	0.00251882540212	0.000269392140811	0.000881947841014
41	4.8939180487e-05	0.00251896061178	0.000269987328723	0.000881953991859
