frame	deltaG
1	1.0755
2	-57.8749
3	-59.8199
4	-72.395
5	-61.8234
6	-64.8893
7	-53.2738
8	-59.0523
9	-52.0208
10	-64.3563
11	-72.3405
12	-74.6237
13	-68.2807
14	-76.1239
15	-84.1578
16	-73.3486
17	-54.1581
18	-62.1246
19	-65.7228
20	-59.7715
21	-57.5482
22	-64.487
23	-43.3102
24	-39.2935
25	-37.7839
26	-53.3084
27	-51.3183
28	-65.508
29	-71.9115
30	-68.9047
31	-58.1938
32	-69.702
33	-40.9713
34	-62.8287
35	-69.9701
36	-61.379
37	-57.9888
38	-71.4829
39	-63.5602
40	-83.373
41	-65.5248
42	-74.7511
43	-60.2004
44	-67.8884
45	-65.8181
46	-68.1009
47	-61.1749
48	-51.6143
49	-60.2793
50	-75.4568
51	-71.8875
52	-61.9481
53	-69.7894
54	-69.3174
55	-60.1269
56	-66.8205
57	-63.5609
58	-52.6575
59	-73.138
60	-68.0664
61	-68.7169
62	-58.6334
63	-81.9202
64	-64.7393
65	-66.1753
66	-67.497
67	-70.0667
68	-67.2425
69	-60.9818
70	-56.1764
71	-62.8311
73	12.1089516192
