frame	deltaG
1	-24.0451
2	-24.017
3	-38.5491
4	-35.2177
5	-43.1268
6	-43.3862
7	-43.4844
8	-52.6491
9	-45.3116
10	-55.6096
11	-53.6746
12	-46.672
13	-36.8098
14	-51.6282
15	-29.9093
16	-55.4295
17	-49.8375
18	-46.225
19	-45.0417
20	-43.7055
21	-48.5231
22	-45.7824
23	-33.7205
24	-45.9299
25	-53.2822
26	-61.2723
27	-48.4734
28	-53.2912
29	-53.2958
30	-44.4652
31	-41.6489
32	-52.7789
33	-42.0615
34	-45.8451
35	-42.9207
36	-45.1958
37	-50.7408
38	-39.9852
39	-47.5022
40	-45.1198
41	-49.7916
42	-40.8563
43	-63.8809
44	-60.044
45	-57.5365
46	-51.9704
47	-68.6621
48	-42.4105
49	-44.5075
50	-64.0703
51	-51.4142
52	-55.7353
53	-49.5532
54	-61.4896
55	-61.5752
56	-72.4001
57	-59.4558
58	-62.1455
59	-60.6799
60	-51.8276
61	-63.0206
62	-51.1525
63	-39.7681
64	-50.989
65	-42.8384
66	-49.9849
67	-67.3864
68	-55.2326
69	-52.5354
70	-48.1255
71	-49.3886357143
73	9.57909691895
