frame	deltaG
1	-44.7366
2	-40.3531
3	-40.1093
4	-36.2614
5	-52.2149
6	-60.4148
7	-58.2282
8	-63.1493
9	-55.7013
10	-51.4153
11	-51.8282
12	-34.6464
13	-39.2424
14	-32.8893
15	-34.3141
16	-15.9653
17	-45.5839
18	-34.7627
19	-44.7062
20	-52.6961
21	-47.422
22	-53.0708
23	-48.2244
24	-60.2756
25	-44.5298
26	-40.1555
27	-51.1232
28	-47.4536
29	-45.3724
30	-44.7552
31	-31.3999
32	-45.6658
33	-44.9985
34	-44.6225
35	-50.3686
36	-51.0337
37	-44.4462
38	-57.0636
39	-56.2282
40	-45.9192
41	-40.1425
42	-28.7443
43	-61.1292
44	-67.1473
45	-69.4593
46	-41.0533
47	-59.4246
48	-58.3985
49	-59.415
50	-57.8235
51	-83.1
52	-51.3028
53	-56.2468
54	-49.1809
55	-73.2118
56	-63.6539
57	-56.415
58	-66.5956
59	-47.0224
60	-62.2732
61	-57.7178
62	-67.714
63	-56.7098
64	-61.6094
65	-57.2485
66	-58.6734
67	-64.9278
68	-58.9933
69	-66.8088
70	-64.7145
71	-51.5743528571
73	11.6609254331
