frame	deltaG
1	6.2382
2	0.1299
3	-3.5184
4	-1.3726
5	-10.1955
6	-8.202
7	-0.5277
8	-12.9866
9	10.292
10	3.9687
11	13.951
12	-3.4346
13	-6.3928
14	9.9502
15	-7.3353
16	0.6723
17	-7.4426
18	2.7352
19	-7.5437
20	-1.0179
21	-3.3059
22	1.2062
23	1.8127
24	-3.1057
25	5.0599
26	6.0185
27	4.8239
28	4.6197
29	-3.6645
30	-1.3246
31	-4.0095
32	-9.8429
33	-10.5811
34	-4.5861
35	-16.1249
36	-5.2495
37	-15.1432
38	-21.7925
39	-8.5823
40	-12.972
41	-13.9107
42	-11.881
43	-15.0324
44	-3.614
45	-9.525
46	-16.952
47	1.0165
48	-14.5525
49	-7.4977
50	-19.2583
51	-9.3023
52	-9.2989
53	-6.6255
54	0.0846
55	-5.7829
56	-12.3318
57	-7.1158
58	-14.3646
59	-14.8038
60	1.1341
61	-19.0043
62	-9.783
63	-7.2331
64	-17.571
65	-6.6187
66	-17.2582
67	-3.4905
68	-14.7454
69	-22.1869
70	-16.8165
71	1.024
72	-9.9309
73	-10.1424
74	-5.76
75	-15.9158
76	-16.9957
77	-10.0039
78	-14.0984
79	-9.3153
80	-15.0499
81	-8.1981
82	-13.0001
83	-12.0057
84	-4.2965
85	-17.0403
86	-6.8372
87	-19.0116
88	-19.309
89	-10.0467
90	-0.3488
91	-18.4608
92	-14.8883
93	-7.6126
94	-2.0901
95	2.3701
96	-0.0872
97	-4.7622
98	-6.6458
99	-3.0819
100	-10.571
101	-2.3778
102	-1.193
103	-13.0593
104	-13.6879
105	-13.2514
106	-17.7292
107	-8.6818
108	-8.7684
109	-5.8515
110	-5.9859
111	-11.9167
112	-3.9182
113	-17.689
114	-5.9906
115	-12.0252
116	-13.5222
117	-13.6218
118	-16.8882
119	-1.9826
120	-7.3428
121	-14.0676
122	-23.5
123	-8.8787
124	-18.7917
125	-1.788
126	-12.564
127	5.4691
128	-16.6465
129	-12.5506
130	-8.9473
131	-9.2068
132	-13.6075
133	1.6072
134	-6.7087
135	-7.8207
136	-13.2832
137	-16.3547
138	-16.3481
139	-6.8479
140	-8.15398
141	7.41154497939
