Priority	Fitting Equation	Log10 residual	Log10 residual^2	Euclidean residual	Relative error	True value	Predicted Value
	
1	haldaneRatio_1	1.3759600459017918e-8	1.8932660479180608e-16	2.4142179588793056e-8	3.168265037899351e-6	0.762	0.7619999758578204
1	haldaneRatio_1	1.3759600459017918e-8	1.8932660479180608e-16	2.4142179588793056e-8	3.168265037899351e-6	0.762	0.7619999758578204
1	haldaneRatio_1	1.3759600459017918e-8	1.8932660479180608e-16	2.4142179588793056e-8	3.168265037899351e-6	0.762	0.7619999758578204
1	haldaneRatio_1	1.3759600459017918e-8	1.8932660479180608e-16	2.4142179588793056e-8	3.168265037899351e-6	0.762	0.7619999758578204
1	haldaneRatio_1	1.3759600459017918e-8	1.8932660479180608e-16	2.4142179588793056e-8	3.168265037899351e-6	0.762	0.7619999758578204
1	haldaneRatio_1	1.3759600459017918e-8	1.8932660479180608e-16	2.4142179588793056e-8	3.168265037899351e-6	0.762	0.7619999758578204
1	haldaneRatio_1	1.3759600459017918e-8	1.8932660479180608e-16	2.4142179588793056e-8	3.168265037899351e-6	0.762	0.7619999758578204
1	haldaneRatio_1	1.3759600459017918e-8	1.8932660479180608e-16	2.4142179588793056e-8	3.168265037899351e-6	0.762	0.7619999758578204
1	haldaneRatio_1	1.3759600459017918e-8	1.8932660479180608e-16	2.4142179588793056e-8	3.168265037899351e-6	0.762	0.7619999758578204
1	haldaneRatio_1	1.3759600459017918e-8	1.8932660479180608e-16	2.4142179588793056e-8	3.168265037899351e-6	0.762	0.7619999758578204
1	haldaneRatio_1	1.3759600459017918e-8	1.8932660479180608e-16	2.4142179588793056e-8	3.168265037899351e-6	0.762	0.7619999758578204
1	relRateRev_g3p	0.023395498649972257	0.0005473493570808537	0.005031593773425547	5.534753150768101	0.09090909090909091	0.09594068468251646
1	relRateRev_g3p	0.022183614746427605	0.0004921127632179202	0.007169601032964712	5.240672532038334	0.13680688860321005	0.14397648963617476
1	relRateRev_g3p	0.020500617764000584	0.0004202753287056563	0.00970399296532079	4.833628479026978	0.20076000891310186	0.21046400187842265
1	relRateRev_g3p	0.018300261323289213	0.00033489956450067504	0.012255041260612443	4.303831312073492	0.2847472489508012	0.29700229021141367
1	relRateRev_g3p	0.01563988759665519	0.0002446060840360088	0.01418567888495842	3.6668464780168395	0.3868631798468568	0.4010488587318152
1	relRateRev_g3p	0.012711298155567818	0.00016157710079974183	0.014850694000271225	2.970138800054246	0.49999999999999994	0.5148506940002712
1	relRateRev_g3p	0.009802324944141905	0.0000960855743105466	0.01399627806440984	2.282733250453625	0.6131368201531431	0.6271330982175529
1	relRateRev_g3p	0.0071933468203090045	0.000051744238477249664	0.011945597112887563	1.6701224980071254	0.7152527510491987	0.7271983481620863
1	relRateRev_g3p	0.005059226438682868	0.000025595772157867734	0.00936502803266126	1.1717416717256126	0.7992399910868984	0.8086050191195596
1	relRateRev_g3p	0.0034411782784996223	0.000011841707944417624	0.006866770815429524	0.7955080647386015	0.86319311139679	0.8700598822122195
1	relRateRev_g3p	0.0022836439384449764	5.215029637596483e-6	0.004792848665169491	0.527213353168644	0.9090909090909091	0.9138837577560786
1	relRateFor_e4p	0.02999124113367979	0.0008994745447385267	0.006499790456059293	7.149769501665217	0.09090909090909098	0.09740888136515027
1	relRateFor_e4p	0.02842637131326986	0.0008080585860398916	0.009254134090460608	6.764377280226707	0.13680688860321014	0.14606102269367074
1	relRateFor_e4p	0.026255270929975927	0.000689339251606439	0.012511321049144819	6.231978727675931	0.20076000891310197	0.2132713299622468
1	relRateFor_e4p	0.02342043331129462	0.0005485166964887987	0.015777311208745648	5.540812515969786	0.2847472489508014	0.30052456015954704
1	relRateFor_e4p	0.01999843643727739	0.00039993745993582397	0.018230841523743935	4.712477814756308	0.38686317984685703	0.40509402137060097
1	relRateFor_e4p	0.016238341615176954	0.0002636837384111877	0.01904898480199202	3.8097969603984025	0.5000000000000002	0.5190489848019922
