ref,5.48773529390307E-07,5.48773526654685E-07,5.48773525105391E-07,5.48773525653E-07,5.4877352755052E-07,5.48773525536833E-07,5.48773519977869E-07,5.48773521373909E-07,5.48773528658736E-07,5.4877352522128E-07
1E-12,12.395,12.3929,12.3945,12.3932,12.3935,12.3983,12.3928,12.3929,12.3932,12.4017
1E-11,6.59042,6.5907,6.5903,6.59142,6.59017,6.5906,6.59301,6.59046,6.5905,6.59536
1E-10,2.62335,2.62029,2.61915,2.62528,2.61801,2.61766,2.61761,2.62116,2.62524,2.61757
0.000000001,0.456022,0.459926,0.457026,0.461247,0.455811,0.455794,0.460949,0.457339,0.464509,0.460036
0.00000001,0.000223065,0.000223065,0.000223065,0.000223065,0.000223064,0.000223065,0.000223065,0.000223065,0.000223065,0.000223065
0.0000001,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07
0.000001,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07
0.00001,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07
0.0001,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07
0.001,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07
0.01,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07
0.1,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07
1,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07
10,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07
100,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07,5.48774E-07
1000,0.22869,0.228195,0.228194,0.228199,0.228235,0.228216,0.228195,0.228194,0.228298,0.228195
10000,3.7562,3.75562,3.75456,3.7548,3.75464,3.75442,3.75466,3.75554,3.75441,3.75487
100000,12.0793,12.0785,12.0778,12.0769,12.0774,12.0773,12.0772,12.0772,12.0785,12.0774
1000000,25.5534,25.5527,25.5543,25.553,25.5528,25.5584,25.5534,25.5524,25.553,25.5528
10000000,44.3624,44.3622,44.3625,44.3621,44.3625,44.3624,44.3624,44.3621,44.3622,44.3624
100000000,68.592,68.5895,68.5921,68.5902,68.5898,68.5924,68.5905,68.5894,68.5912,68.5929
1000000000,93.2167,93.2114,93.1893,93.2189,93.2207,93.1958,93.3237,93.2002,93.2105,93.1827
10000000000,119.715,119.722,119.732,119.719,119.713,119.727,119.807,119.734,119.73,119.714
100000000000,153.555,153.558,153.548,153.567,153.546,153.552,153.537,153.556,153.59,153.585
1000000000000,194.703,194.7,194.715,194.703,194.693,194.708,194.7,194.698,194.694,194.696
