Priority	Fitting Equation	Log10 residual	Log10 residual^2	Euclidean residual	Relative error	True value	Predicted Value
	
1	haldaneRatio_1	3.725617925276481e-9	1.388022892514143e-17	3.877505649896307e-9	8.578552322779439e-7	0.452	0.45200000387750566
1	haldaneRatio_1	3.725617925276481e-9	1.388022892514143e-17	3.877505649896307e-9	8.578552322779439e-7	0.452	0.45200000387750566
1	haldaneRatio_1	3.725617925276481e-9	1.388022892514143e-17	3.877505649896307e-9	8.578552322779439e-7	0.452	0.45200000387750566
1	haldaneRatio_1	3.725617925276481e-9	1.388022892514143e-17	3.877505649896307e-9	8.578552322779439e-7	0.452	0.45200000387750566
1	haldaneRatio_1	3.725617925276481e-9	1.388022892514143e-17	3.877505649896307e-9	8.578552322779439e-7	0.452	0.45200000387750566
1	haldaneRatio_1	3.725617925276481e-9	1.388022892514143e-17	3.877505649896307e-9	8.578552322779439e-7	0.452	0.45200000387750566
1	haldaneRatio_1	3.725617925276481e-9	1.388022892514143e-17	3.877505649896307e-9	8.578552322779439e-7	0.452	0.45200000387750566
1	haldaneRatio_1	3.725617925276481e-9	1.388022892514143e-17	3.877505649896307e-9	8.578552322779439e-7	0.452	0.45200000387750566
1	haldaneRatio_1	3.725617925276481e-9	1.388022892514143e-17	3.877505649896307e-9	8.578552322779439e-7	0.452	0.45200000387750566
1	haldaneRatio_1	3.725617925276481e-9	1.388022892514143e-17	3.877505649896307e-9	8.578552322779439e-7	0.452	0.45200000387750566
1	haldaneRatio_1	3.725617925276481e-9	1.388022892514143e-17	3.877505649896307e-9	8.578552322779439e-7	0.452	0.45200000387750566
1	relRateFor_nad	7.254232557540874e-6	5.2623889998886006e-11	1.5184862041522917e-6	0.0016703348245675203	0.09090909090909095	0.0909075724228868
1	relRateFor_nad	5.901287359222351e-6	3.4825192496117516e-11	1.8589489640952195e-6	0.0013588123983192463	0.13680688860321014	0.13680502965424604
1	relRateFor_nad	4.016112166382868e-6	1.6129156932968493e-11	1.8565075540488696e-6	0.0009247397248584754	0.20076000891310194	0.2007581524055479
1	relRateFor_nad	1.5403696914662035e-6	2.3727387863876868e-12	1.009948945807082e-6	0.0003546825999297297	0.28474724895080133	0.28474623900185553
1	relRateFor_nad	1.469782137719644e-6	2.160259532359727e-12	1.3092626716115774e-6	0.00033843041669922165	0.386863179846857	0.3868644891095286
1	relRateFor_nad	4.804829774052166e-6	2.308638915761819e-11	5.531795306601417e-6	0.001106359061320283	0.5000000000000002	0.5000055317953068
1	relRateFor_nad	8.139903021481265e-6	6.625802119911984e-11	0.000011492020356551613	0.001874299500343374	0.6131368201531432	0.6131483121734997
1	relRateFor_nad	0.000011150121946690295	1.2432521942606456e-10	0.000018363709666124883	0.0025674434162171757	0.7152527510491989	0.7152711147588651
1	relRateFor_nad	0.000013625950880252757	1.8566653739106088e-10	0.000025076477271568365	0.003137540357241946	0.7992399910868984	0.7992650675641699
1	relRateFor_nad	0.000015511210838398126	2.405976616732395e-10	0.00003083025460581812	0.0035716520670478523	0.86319311139679	0.8632239416513958
1	relRateFor_nad	0.000016864226959248385	2.8440215093304e-10	0.00003530188322420358	0.0038832071546623936	0.9090909090909093	0.9091262109741335
1	relRateFor_g3p	0.0001434181169210902	2.0568756261191495e-8	0.000030016172487712378	0.03301778973648358	0.090909090909091	0.09087907473660328
1	relRateFor_g3p	0.0001166607095793859	1.3609721159565821e-8	0.000036744296694840584	0.026858513536852983	0.1368068886032102	0.13677014430651535
1	relRateFor_g3p	0.00007937469686958298	6.300342503138187e-9	0.00003668895043212883	0.01827502929032519	0.2007600089131019	0.20072331996266976
1	relRateFor_g3p	0.00003040350852567819	9.243733306709865e-10	0.000019933507663716377	0.00700042150965977	0.2847472489508017	0.284727315443138
1	relRateFor_g3p	0.00002914557661548578	8.494646362491516e-10	0.00002596332505155896	0.006711242217942982	0.3868631798468571	0.38688914317190864
1	relRateFor_g3p	0.00009513104873892786	9.049916434168268e-9	0.00010953566366322942	0.02190713273264587	0.5000000000000003	0.5001095356636636
1	relRateFor_g3p	0.000161126548031576	2.5961764480571768e-8	0.00022752061583097838	0.037107641941019044	0.6131368201531434	0.6133643407689744
1	relRateFor_g3p	0.00022070190276149426	4.870932988254407e-8	0.0003635730291841055	0.050831405912215376	0.7152527510491988	0.7156163240783829
