ref,4.28704E-18,1.60643E-18,4.5041E-18,1.32562E-17,1.56594E-19,3.34706E-18,1.64202E-18,2.75938E-18,6.63561E-19,1.27301E-18
1E-12,5.03372E-13,2.1457E-09,2.27251E-12,8.64163E-11,9.55826E-11,1.04658E-10,3.19859E-11,3.94353E-12,4.95627E-12,6.31256E-11
1E-11,7.7778E-11,2.80805E-05,7.05612E-10,1.92189E-11,1.57723E-11,1.92215E-11,8.93676E-11,1.20132E-07,3.95932E-11,1.98296E-11
1E-10,9.82623E-11,1.60976E-12,1.31278E-07,2.27253E-05,1.76924E-07,8.8491E-11,5.74145E-12,6.01702E-08,2.93741E-11,1.4217E-06
0.000000001,7.82458E-10,3.26925E-05,5.00029E-13,3.62869E-06,6.48516E-12,4.77454E-06,6.93551E-11,4.88836E-12,1.17177E-11,7.67413E-06
0.00000001,4.20487E-11,3.80597E-11,3.32956E-11,2.85585E-11,8.42114E-11,5.50525E-07,6.04814E-13,1.04354E-12,3.4875E-12,1.75854E-11
0.0000001,1.59861E-14,4.12083E-12,6.10458E-13,3.04741E-13,2.26879E-12,7.5564E-12,1.66226E-12,1.7627E-12,2.29692E-12,2.14963E-13
0.000001,1.89567E-12,9.0213E-14,1.14659E-11,6.57342E-13,5.69862E-13,9.33276E-18,3.68824E-19,8.68371E-12,5.39574E-12,1.27534E-12
0.00001,9.45375E-13,4.54536E-13,1.15741E-19,4.14068E-17,1.60632E-12,4.94976E-12,3.30051E-13,2.65679E-13,2.60513E-17,1.1081E-17
0.0001,9.60043E-18,5.63121E-14,1.2543E-13,1.32161E-14,1.22816E-18,2.92629E-20,1.56907E-16,2.30399E-15,1.50961E-14,7.96607E-13
0.001,1.73223E-16,7.63543E-13,3.18738E-19,5.51363E-17,1.4554E-21,8.80271E-19,2.40427E-17,8.38071E-18,8.54456E-14,7.34833E-19
0.01,2.14466E-17,2.13722E-18,1.03066E-17,3.96973E-18,1.57337E-17,2.49741E-17,1.46654E-17,1.40726E-17,6.31871E-18,1.76594E-17
0.1,1.46286E-17,5.33229E-19,1.33586E-18,1.05509E-17,5.86045E-18,9.14686E-18,1.01774E-19,8.61032E-19,6.55155E-18,3.76691E-19
1,1.88503E-17,1.45078E-18,8.23584E-19,4.35392E-18,1.34842E-19,4.58938E-18,1.72613E-17,2.41041E-19,7.4579E-17,8.27486E-18
10,8.10425E-18,8.09389E-19,6.61598E-19,7.09728E-17,2.5299E-18,1.25513E-17,5.03474E-18,5.99337E-17,2.90382E-17,1.55382E-17
100,5.55972E-17,2.26296E-16,8.04185E-16,2.12923E-15,1.10235E-15,3.64708E-15,1.00712E-16,5.37154E-17,2.1759E-17,1.41752E-16
1000,0.311832,0.344379,0.309297,0.338321,0.322115,0.338849,0.350741,0.330868,0.307219,0.355315
10000,5.5509,6.38556,5.73187,5.98702,5.83476,5.42045,6.36515,6.11445,6.81724,5.93647
100000,432.837,502.307,389.617,559.276,544.71,580.549,555.326,503.47,692.465,482.216
1000000,49057.2,46826.9,45681.6,42734.7,49063.5,47495.2,43025.5,38808.6,44783.7,43957.5
10000000,660147,649289,652981,657562,647463,666416,652997,655568,664666,653019
100000000,788151,788079,788062,788059,788044,787981,788056,788072,787978,788015
1000000000,790042,790041,790041,790042,790041,790042,790041,790041,790041,790042
10000000000,790071,790071,790070,790070,790071,790071,790071,790071,790071,790070
100000000000,790073,790072,790071,790071,790073,790072,790075,790071,790071,790073
1000000000000,790072,790072,790072,790072,790072,790069,790072,790074,790071,790072
