frame	deltaG
1	12.3266
2	11.0509
3	-1.0451
4	-0.4545
5	-2.3105
6	-1.8662
7	1.0822
8	14.3524
9	10.8323
10	17.0455
11	4.9824
12	14.5519
13	23.4737
14	23.9529
15	18.5336
16	18.4705
17	13.7728
18	15.5367
19	11.5389
20	10.9193
21	16.46
22	9.2953
23	4.0412
24	10.0737
25	14.4903
26	2.4399
27	12.1906
28	9.1478
29	5.461
30	0.9235
31	17.497
32	6.0095
33	10.2671
34	11.3892
35	11.319
36	1.4997
37	22.717
38	36.432
39	4.7474
40	6.0542
41	18.5414
42	9.517
43	23.0473
44	14.2167
45	8.2696
46	26.3484
47	13.5421
48	25.4508
49	24.0841
50	16.2426
51	24.386
52	6.4426
53	22.8935
54	24.3082
55	14.0418
56	18.4046
57	40.8359
58	30.1629
59	23.3707
60	28.0532
61	41.9064
62	21.1513
63	42.369
64	27.4546
65	21.2054
66	25.2413
67	32.2512
68	25.0776
69	24.3428
70	43.7567
71	28.5725
72	30.6798
73	22.0927
74	37.2966
75	28.6334
76	19.153
77	19.1753
78	30.0999
79	44.3776
80	20.6492
81	29.9186
82	25.623
83	18.2997
84	14.5803
85	10.81
86	34.3969
87	20.7087
88	7.2033
89	14.9421
90	20.337
91	24.8538
92	45.2564
93	35.9433
94	26.0164
95	36.4026
96	38.1639
97	-0.8161
98	0.474
99	10.4822
100	7.4332
101	8.2558
102	9.1783
103	0.2466
104	-10.1566
105	-6.2798
106	-2.5574
107	7.4252
108	8.2057
109	9.9708
110	-3.1181
111	-4.219
112	-4.8858
113	-1.8418
114	-8.4321
115	10.5023
116	-12.3092
117	-4.4104
118	-1.2687
119	12.7825
120	4.1045
121	-7.5923
122	-10.0547
123	1.958
124	-5.8601
125	-5.2355
126	-1.951
127	-3.8463
128	8.2818
129	7.4941
130	-9.0752
131	-0.2592
132	-6.3502
133	-7.5772
134	-17.3692
135	2.9192
136	2.7096
137	-7.414
138	10.5946
139	4.7867
140	13.0449628571
141	13.6949849432
