,patterns,count
0,"(3, 3, 1, 3, 3, 1)",30
1,"(3, -2, 3, 3, 1)",1
2,"(3, 3, -1, 3, 3, 1)",9
3,"(3, 3, -2, 3, 3, 1)",9
4,"(3, 3, -2, 3, 1)",1
5,"(3, 3, 1, 3, 3, 1)",21
6,"(3, 3, -1, 3, 3, 1)",14
7,"(3, 3, -2, 3, 3, 1)",15
8,"(3, 3, 1, 3, 3, 1)",27
9,"(3, 3, -2, 3, 3, 1)",13
10,"(3, 3, -1, 3, 3, 1)",10
11,"(3, 3, 1, 3, 3, 1)",20
12,"(3, 3, -2, 3, 3, 1)",14
13,"(3, 3, -1, 3, 3, 1)",16
14,"(3, 3, -1, 3, 3, 1)",16
15,"(3, 3, 1, 3, 3, 1)",23
16,"(3, 3, -2, 1)",1
17,"(3, 3, -2, 3, 3, 1)",10
18,"(3, 3, 1, 3, 3, 1)",19
19,"(3, -2, 3, 1)",1
20,"(3, 3, -1, 3, 3, 1)",10
21,"(3, 3, -2, 3, 3, 1)",11
22,"(3, 3, -2, 3, 1)",1
23,"(3, 3, 1, 3, 3, 1)",32
24,"(3, 3, -1, 3, 3, 1)",8
25,"(3, 3, -2, 3, 3, 1)",10
26,"(3, 3, 1, 3, 3, 1)",28
27,"(3, 3, -1, 3, 3, 1)",12
28,"(3, 3, -2, 3, 3, 1)",10
29,"(3, 3, 1, 3, 3, 1)",24
30,"(3, 3, -2, 3, 3, 1)",12
31,"(3, 3, -1, 3, 3, 1)",14
32,"(3, 3, 1, 3, 3, 1)",21
33,"(3, 3, -1, 3, 3, 1)",9
34,"(3, 3, -2, 3, 3, 1)",19
35,"(3, 3, -2, 3, 1)",1
36,"(3, 3, 1, 3, 3, 1)",29
37,"(3, 3, -1, 3, 3, 1)",10
38,"(3, 3, -2, 3, 3, 1)",11
39,"(3, 3, 1, 3, 3, 1)",20
40,"(3, 3, -1, 3, 3, 1)",10
41,"(3, 3, -2, 3, 3, 1)",20
42,"(3, 3, 1, 3, 3, 1)",27
43,"(3, 3, -2, 3, 3, 1)",12
44,"(3, 3, -1, 3, 3, 1)",11
45,"(3, 3, 1, 3, 3, 1)",25
46,"(3, 3, -1, 3, 3, 1)",10
47,"(3, 3, -2, 3, 3, 1)",14
48,"(3, 3, -2, 1)",1
49,"(3, 3, 1, 3, 3, 1)",23
50,"(3, 3, 1, 3, 1)",1
51,"(3, 3, -2, 3, 3, 1)",14
52,"(3, 3, -1, 3, 3, 1)",11
53,"(3, -2, 3, 3, 1)",1
54,"(3, 3, -2, 3, 3, 1)",11
55,"(3, 3, 1, 3, 3, 1)",27
56,"(3, -2, 3, 1)",2
57,"(3, 3, -1, 3, 3, 1)",10
58,"(3, 3, 1, 3, 3, 1)",26
59,"(3, 3, -1, 3, 3, 1)",12
60,"(3, 3, -2, 3, 3, 1)",12
61,"(3, 3, 1, 3, 3, 1)",22
62,"(3, 3, -2, 3, 3, 1)",15
63,"(3, 3, -1, 3, 3, 1)",13
64,"(3, 3, 1, 3, 3, 1)",27
65,"(3, 3, -2, 3, 3, 1)",10
66,"(3, 3, -1, 3, 3, 1)",13
67,"(3, 3, -1, 3, 3, 1)",10
68,"(3, 3, 1, 3, 3, 1)",22
69,"(3, 3, -2, 1)",1
70,"(3, 3, -2, 3, 3, 1)",17
71,"(3, 3, 1, 3, 3, 1)",27
72,"(3, 3, -1, 3, 3, 1)",11
73,"(3, 3, -2, 3, 3, 1)",12
74,"(3, 3, 1, 3, 3, 1)",28
75,"(3, 3, -1, 3, 3, 1)",13
76,"(3, 3, -2, 3, 3, 1)",9
77,"(3, 3, 1, 3, 3, 1)",24
78,"(3, 3, -2, 3, 3, 1)",18
79,"(3, 3, -1, 3, 3, 1)",8
80,"(3, 3, 1, 3, 3, 1)",25
81,"(3, 3, -2, 3, 3, 1)",16
82,"(3, 3, -1, 3, 3, 1)",9
83,"(3, 3, 1, 3, 3, 1)",23
84,"(3, 3, -1, 3, 3, 1)",9
85,"(3, 3, -2, 3, 3, 1)",18
86,"(3, 3, 1, 3, 3, 1)",19
87,"(3, 3, -1, 3, 3, 1)",8
88,"(3, 3, -2, 3, 3, 1)",23
89,"(3, 3, 1, 3, 3, 1)",28
90,"(3, 3, -1, 3, 3, 1)",11
91,"(3, 3, -2, 3, 3, 1)",11
92,"(3, 3, 1, 3, 3, 1)",23
93,"(3, 3, -2, 3, 3, 1)",13
94,"(3, 3, -1, 3, 3, 1)",14
95,"(3, 3, 1, 3, 3, 1)",28
96,"(3, 3, -1, 3, 3, 1)",6
97,"(3, 3, -2, 3, 3, 1)",16
98,"(3, 3, 1, 3, 3, 1)",24
99,"(3, -2, 3, 1)",1
100,"(3, 3, -2, 3, 3, 1)",14
101,"(3, 3, -1, 3, 3, 1)",11
102,"(3, 3, 1, 3, 3, 1)",28
103,"(3, 3, 1, 3, 1)",2
104,"(3, 3, -1, 3, 3, 1)",9
105,"(3, 3, -2, 3, 3, 1)",11
106,"(3, 3, 1, 3, 3, 1)",30
