,0
"(2, 1, -2, 2, 3, 2)",1
"(3, 2, -2, 2, 3, 2)",1
"(3, 1, -1, 3, 2, 2)",2
"(3, 2, -1, 3, 3, 3)",1
"(2, 2, -2, 2, 3, 2)",2
"(3, 3, -2, 2, 3, 2)",1
"(2, 1, -1, 3, 3, 2)",4
"(3, 3, -1, 3, 3, 1)",15
"(2, 2, -2, 3, 3, 1)",1
"(3, 2, -1, 3, 3, 2)",8
"(3, 1, -1, 3, 3, 1)",1
"(3, 3, -2, 2, 3, 1)",4
"(2, 1, -1, 3, 3, 1)",10
"(3, 2, -1, 3, 3, 1)",9
"(3, 3, -2, 3, 3, 1)",2
"(2, 2, -2, 2, 3, 1)",3
"(3, 1, -1, 3, 3, 2)",14
"(3, 2, -1, 3, 2, 1)",5
"(2, 2, -1, 3, 3, 1)",3
"(3, 2, -2, 2, 3, 1)",2
"(3, 1, -1, 3, 3, 3)",7
"(3, 2, -1, 3, 2, 2)",1
