,patterns,count
397,"(-1, 3, 3, 2, 3, 3)",2
398,"(3, 3, -1, 2, 3, 1)",4
399,"(3, 3, 1, 3, 3, 1)",4
400,"(2, 3, 2, 2, 2, 2)",1
401,"(1, 3, 3, 2, 3, 2)",1
402,"(1, 3, 1, 2, 3, 1)",2
403,"(1, 3, 3, 3, 3, 1)",2
404,"(-1, 3, 2, 1, 3, 2)",1
405,"(-1, 3, 2, 2, 3, 2)",1
406,"(3, 3, -1, 3, 3, 1)",2
407,"(1, 3, 2, 1, 3, 2)",4
408,"(2, 3, 2, 2, 2, 1)",1
409,"(3, 3, 2, 3, 2, 1)",11
410,"(1, 3, 3, 2, 3, 3)",2
411,"(2, 3, 2, 1, 3, 3)",5
412,"(2, 3, 2, 2, 3, 1)",1
413,"(3, 3, 2, 3, 3, 1)",1
414,"(2, 3, 1, 1, 3, 1)",1
415,"(2, 3, 3, 3, 2, 2)",2
416,"(2, 3, 3, 2, 2, 3)",2
417,"(2, 3, -1, 1, 3, 1)",1
418,"(1, 3, 1, 1, 3, 2)",2
419,"(2, 3, 3, 2, 2, 2)",1
420,"(-1, 3, 3, 1, 3, 3)",1
421,"(1, 3, 1, 2, 3, 1)",3
422,"(1, 3, 2, 2, 3, 1)",4
423,"(2, 3, 2, 1, 3, 2)",1
424,"(-1, 3, 3, 3, 3, 2)",1
425,"(2, 3, 1, 1, 3, 2)",4
426,"(2, 3, 3, 3, 2, 1)",1
427,"(2, 3, 2, 3, 3, 1)",2
428,"(2, 3, -1, 2, 3, 1)",1
429,"(2, 3, 1, 2, 3, 1)",1
430,"(1, 3, 3, 3, 3, 2)",4
431,"(2, 3, 3, 1, 3, 3)",1
432,"(1, 3, 1, 1, 3, 1)",3
433,"(-1, 3, 3, 2, 3, 2)",3
434,"(1, 3, 3, 1, 3, 3)",3
435,"(2, 3, 1, 3, 3, 1)",2
436,"(-1, 3, 2, 2, 3, 1)",1
437,"(-1, 3, 3, 2, 3, 3)",1
438,"(3, 3, -1, 2, 3, 1)",3
439,"(3, 3, 1, 3, 3, 1)",8
440,"(2, 3, 2, 2, 2, 2)",2
441,"(1, 3, 3, 2, 3, 2)",2
442,"(1, 3, 2, 2, 3, 2)",3
443,"(3, 3, 1, 3, 2, 1)",1
444,"(1, 3, 3, 3, 3, 1)",3
445,"(-1, 3, 2, 1, 3, 2)",1
446,"(-1, 3, 2, 2, 3, 2)",4
447,"(3, 3, -1, 3, 3, 1)",8
448,"(1, 3, 2, 1, 3, 2)",2
449,"(1, 3, 2, 3, 3, 1)",1
450,"(2, 3, 2, 2, 2, 1)",2
451,"(3, 3, 2, 3, 2, 1)",2
452,"(1, 3, 3, 2, 3, 3)",2
453,"(2, 3, 2, 1, 3, 3)",5
454,"(-1, 3, 3, 3, 3, 1)",2
455,"(3, 3, 2, 3, 3, 1)",1
456,"(1, 3, 2, 1, 3, 3)",1
457,"(2, 3, 3, 3, 2, 2)",3
458,"(2, 3, -1, 1, 3, 1)",2
459,"(1, 3, 1, 1, 3, 2)",3
460,"(2, 3, 3, 2, 2, 2)",2
461,"(-1, 3, 3, 1, 3, 3)",2
462,"(1, 3, 2, 2, 3, 1)",3
463,"(2, 3, 2, 1, 3, 2)",1
464,"(-1, 3, 3, 3, 3, 2)",3
465,"(2, 3, 1, 1, 3, 2)",4
466,"(2, 3, 3, 3, 2, 1)",1
467,"(2, 3, 2, 3, 3, 1)",4
468,"(1, 3, 3, 2, 2, 2)",1
469,"(2, 3, 3, 2, 2, 3)",2
470,"(2, 3, 3, 3, 3, 1)",2
471,"(1, 3, 3, 2, 3, 2)",2
472,"(2, 3, 1, 2, 3, 1)",5
473,"(1, 3, 3, 3, 3, 2)",1
474,"(3, 3, 1, 2, 3, 1)",5
475,"(2, 3, 3, 1, 3, 3)",9
476,"(1, 3, 1, 1, 3, 1)",2
477,"(-1, 3, 3, 2, 3, 2)",2
478,"(1, 3, 3, 1, 3, 3)",3
479,"(2, 3, -1, 2, 3, 1)",4
480,"(3, 3, 3, 3, 2, 1)",1
481,"(3, 3, -1, 2, 3, 1)",3
482,"(3, 3, 1, 3, 3, 1)",3
483,"(2, 3, 2, 2, 2, 2)",3
484,"(2, 3, 3, 3, 2, 2)",3
485,"(1, 3, 2, 2, 3, 2)",5
486,"(1, 3, 1, 2, 3, 1)",1
487,"(1, 3, 3, 3, 3, 1)",1
488,"(-1, 3, 2, 1, 3, 2)",4
489,"(-1, 3, 2, 2, 3, 2)",2
490,"(3, 3, -1, 3, 3, 1)",5
491,"(1, 3, 2, 1, 3, 2)",1
492,"(2, 3, 2, 2, 2, 1)",1
493,"(3, 3, 2, 3, 2, 1)",1
494,"(2, 3, 2, 1, 3, 3)",1
495,"(-1, 3, 3, 3, 3, 1)",2
496,"(1, 3, 2, 1, 3, 3)",1
497,"(1, 3, 1, 1, 3, 2)",4
498,"(2, 3, 3, 2, 2, 2)",1
499,"(-1, 3, 3, 1, 3, 3)",2
500,"(1, 3, 2, 2, 3, 1)",3
501,"(2, 3, 2, 1, 3, 2)",1
502,"(-1, 3, 3, 3, 3, 2)",1
503,"(2, 3, 1, 1, 3, 2)",4
504,"(2, 3, 3, 3, 2, 1)",3
505,"(2, 3, 2, 3, 3, 1)",4
506,"(1, 3, 3, 2, 2, 2)",1
507,"(2, 3, 3, 2, 2, 3)",1
508,"(1, 3, 3, 3, 2, 2)",1
509,"(1, 3, 3, 2, 3, 2)",1
510,"(2, 3, 1, 2, 3, 1)",5
511,"(1, 3, 3, 3, 3, 2)",2
512,"(3, 3, 1, 2, 3, 1)",2
513,"(2, 3, 3, 1, 3, 3)",7
514,"(1, 3, 1, 1, 3, 1)",3
515,"(-1, 3, 3, 2, 3, 2)",1
516,"(1, 3, 3, 1, 3, 3)",1
517,"(2, 3, 1, 3, 3, 1)",2
518,"(-1, 3, 3, 2, 3, 3)",3
519,"(3, 3, -1, 2, 3, 1)",1
520,"(3, 3, 1, 3, 3, 1)",9
521,"(2, 3, 3, 3, 2, 2)",1
522,"(1, 3, 1, 2, 3, 1)",4
523,"(1, 3, 3, 3, 3, 1)",5
524,"(-1, 3, 2, 2, 3, 2)",2
525,"(3, 3, -1, 3, 3, 1)",5
526,"(1, 3, 2, 1, 3, 2)",2
527,"(1, 3, 2, 3, 3, 1)",2
528,"(3, 3, 2, 3, 2, 1)",5
529,"(3, 3, 2, 2, 2, 1)",1
530,"(1, 3, 3, 2, 3, 3)",2
531,"(2, 3, 2, 1, 3, 3)",5
532,"(-1, 3, 3, 3, 3, 1)",3
533,"(3, 3, 2, 3, 3, 1)",1
534,"(1, 3, -1, 1, 3, 1)",1
535,"(1, 3, 2, 1, 3, 3)",1
536,"(1, 3, 1, 1, 3, 2)",1
537,"(2, 3, 3, 2, 2, 2)",1
538,"(-1, 3, 3, 1, 3, 3)",2
539,"(1, 3, 2, 2, 3, 1)",2
540,"(2, 3, 2, 1, 3, 2)",2
541,"(2, 3, 1, 1, 3, 2)",4
542,"(2, 3, 3, 3, 2, 1)",4
543,"(2, 3, 2, 3, 3, 1)",2
544,"(2, 3, 3, 2, 2, 3)",2
545,"(1, 3, 3, 2, 3, 2)",2
546,"(2, 3, 1, 2, 3, 1)",3
547,"(1, 3, 3, 3, 3, 2)",3
548,"(3, 3, 1, 2, 3, 1)",2
549,"(2, 3, 3, 1, 3, 3)",5
550,"(1, 3, 1, 1, 3, 1)",2
551,"(-1, 3, 3, 2, 3, 2)",3
552,"(1, 3, 3, 1, 3, 3)",4
553,"(2, 3, 1, 3, 3, 1)",1
554,"(3, 3, 3, 3, 2, 1)",3
555,"(-1, 3, 3, 2, 3, 3)",1
556,"(3, 3, -1, 2, 3, 1)",2
557,"(3, 3, 1, 3, 3, 1)",8
558,"(2, 3, -1, 2, 3, 1)",4
559,"(2, 3, 3, 3, 2, 2)",1
560,"(1, 3, 2, 2, 3, 2)",2
561,"(1, 3, -1, 2, 3, 1)",1
562,"(1, 3, 1, 2, 3, 1)",6
563,"(1, 3, 3, 3, 3, 1)",2
564,"(-1, 3, 2, 2, 3, 2)",2
565,"(3, 3, -1, 3, 3, 1)",3
566,"(3, 3, 2, 3, 2, 1)",6
567,"(1, 3, 3, 2, 3, 3)",2
568,"(2, 3, 2, 1, 3, 3)",3
569,"(-1, 3, 3, 3, 3, 1)",3
570,"(3, 3, 2, 3, 3, 1)",1
571,"(1, 3, 2, 1, 3, 3)",3
572,"(2, 3, -1, 1, 3, 1)",1
573,"(1, 3, 1, 1, 3, 2)",2
574,"(2, 3, 3, 2, 2, 2)",1
575,"(-1, 3, 3, 1, 3, 3)",2
576,"(1, 3, 2, 2, 3, 1)",4
577,"(2, 3, 2, 1, 3, 2)",2
578,"(2, 3, 3, 1, 2, 3)",1
