,patterns,count
0,"(3, 3, -1, 3, 3, 1)",92
1,"(3, 3, -1, 3, 3, 1)",87
2,"(3, 3, -1, 3, 3, 1)",93
3,"(3, 3, -1, 3, 3, 1)",89
4,"(3, 3, -1, 3, 3, 1)",88
5,"(3, 3, -1, 3, 3, 1)",88
6,"(3, 3, -1, 3, 3, 1)",91
7,"(3, 3, -1, 3, 3, 1)",89
8,"(3, 3, -1, 3, 3, 1)",94
9,"(3, 3, -1, 3, 3, 1)",93
10,"(3, 3, -1, 3, 3, 1)",91
11,"(3, 3, -1, 3, 3, 1)",88
12,"(3, 3, -1, 3, 3, 1)",88
13,"(3, 3, -1, 3, 3, 1)",78
14,"(3, 3, -1, 3, 3, 1)",89
15,"(3, 3, -1, 3, 3, 1)",85
16,"(3, 3, -1, 3, 3, 1)",92
17,"(3, 3, -1, 3, 3, 1)",87
18,"(3, 3, -1, 3, 3, 1)",92
19,"(3, 3, -1, 3, 3, 1)",88
20,"(3, 3, -1, 3, 3, 1)",91
21,"(3, 3, -1, 3, 3, 1)",93
22,"(3, 3, -1, 3, 3, 1)",86
23,"(3, 3, -1, 3, 3, 1)",92
24,"(3, 3, -1, 3, 3, 1)",91
25,"(3, 3, -1, 3, 3, 1)",91
26,"(3, 3, -1, 3, 3, 1)",89
27,"(3, 3, -1, 3, 3, 1)",93
28,"(3, 3, -1, 3, 3, 1)",87
29,"(3, 3, -1, 3, 3, 1)",90
30,"(3, 3, -1, 3, 3, 1)",92
31,"(3, 3, -1, 3, 3, 1)",90
32,"(3, 3, -1, 3, 3, 1)",94
33,"(3, 3, -1, 3, 3, 1)",93
34,"(3, 3, -1, 3, 3, 1)",91
35,"(3, 3, -1, 3, 3, 1)",94
36,"(3, 3, -1, 3, 3, 1)",91
37,"(3, 3, -1, 3, 3, 1)",93
38,"(3, 3, -1, 3, 3, 1)",87
39,"(3, 3, -1, 3, 3, 1)",91
40,"(3, 3, -1, 3, 3, 1)",91
41,"(3, 3, -1, 3, 3, 1)",89
42,"(3, 3, -1, 3, 3, 1)",94
43,"(3, 3, -1, 3, 3, 1)",92
44,"(3, 3, -1, 3, 3, 1)",88
45,"(3, 3, -1, 3, 3, 1)",90
46,"(3, 3, -1, 3, 3, 1)",87
47,"(3, 3, -1, 3, 3, 1)",91
48,"(3, 3, -1, 3, 3, 1)",90
49,"(3, 3, -1, 3, 3, 1)",96
50,"(3, 3, -1, 3, 3, 1)",91
51,"(3, 3, -1, 3, 3, 1)",91
52,"(3, 3, -1, 3, 3, 1)",84
53,"(3, 3, -1, 3, 3, 1)",95
54,"(3, 3, -1, 3, 3, 1)",88
55,"(3, 3, -1, 3, 3, 1)",93
56,"(3, 3, -1, 3, 3, 1)",98
57,"(3, 3, -1, 3, 3, 1)",95
58,"(3, 3, -1, 3, 3, 1)",84
59,"(3, 3, -1, 3, 3, 1)",93
60,"(3, 3, -1, 3, 3, 1)",91
61,"(3, 3, -1, 3, 3, 1)",90
62,"(3, 3, -1, 3, 3, 1)",89
63,"(3, 3, -1, 3, 3, 1)",94
64,"(3, 3, -1, 3, 3, 1)",90
65,"(3, 3, -1, 3, 3, 1)",88
66,"(3, 3, -1, 3, 3, 1)",89
67,"(3, 3, -1, 3, 3, 1)",87
68,"(3, 3, -1, 3, 3, 1)",91
69,"(3, 3, -1, 3, 3, 1)",92
70,"(3, 3, -1, 3, 3, 1)",91
71,"(3, 3, -1, 3, 3, 1)",92
72,"(3, 3, -1, 3, 3, 1)",87
73,"(3, 3, -1, 3, 3, 1)",87
74,"(3, 3, -1, 3, 3, 1)",88
75,"(3, 3, -1, 3, 3, 1)",87
76,"(3, 3, -1, 3, 3, 1)",92
77,"(3, 3, -1, 3, 3, 1)",92
78,"(3, 3, -1, 3, 3, 1)",84
79,"(3, 3, -1, 3, 3, 1)",96
80,"(3, 3, -1, 3, 3, 1)",88
81,"(3, 3, -1, 3, 3, 1)",90
82,"(3, 3, -1, 3, 3, 1)",86
83,"(3, 3, -1, 3, 3, 1)",88
84,"(3, 3, -1, 3, 3, 1)",91
85,"(3, 3, -1, 3, 3, 1)",89
86,"(3, 3, -1, 3, 3, 1)",87
87,"(3, 3, -1, 3, 3, 1)",86
88,"(3, 3, -1, 3, 3, 1)",87
89,"(3, 3, -1, 3, 3, 1)",88
90,"(3, 3, -1, 3, 3, 1)",91
91,"(3, 3, -1, 3, 3, 1)",95
92,"(3, 3, -1, 3, 3, 1)",93
93,"(3, 3, -1, 3, 3, 1)",91
94,"(3, 3, -1, 3, 3, 1)",92
95,"(3, 3, -1, 3, 3, 1)",94
96,"(3, 3, -1, 3, 3, 1)",87
97,"(3, 3, -1, 3, 3, 1)",93
98,"(3, 3, -1, 3, 3, 1)",86
99,"(3, 3, -1, 3, 3, 1)",89
