	all	dKd	Keq	Km	kcat
0	-0.0	0.348559965949	0.09755353457	0.284041716679	0.34364239438
1	-0.0	0.35768728526	0.111677355306	0.276836874025	0.35797571325
2	-0.0	0.352572584473	0.105119113857	0.277306623377	0.373538182794
3	-0.0	0.349634149755	0.109723551261	0.262016343589	0.354852551614
4	-0.0	0.355389967095	0.110957000133	0.281554285858	0.360265296751
5	-0.0	0.352134904382	0.110133073803	0.274999401606	0.362371140534
6	-0.0	0.363982986918	0.0919644280654	0.288008361448	0.356847064272
7	-0.0	0.342682749337	0.100735959921	0.289147355308	0.352098993579
8	-0.0	0.361716802147	0.109293368584	0.253305719197	0.354711773602
9	-0.0	0.360498273084	0.104877309096	0.270743434439	0.357193050538
10	-0.0	0.353501759181	0.0993364283547	0.290303719452	0.364962968013
11	-0.0	0.364626559067	0.109303703838	0.257245683062	0.365725023046
12	-0.0	0.356761299342	0.106172312706	0.273099954577	0.354414068984
13	-0.0	0.354864685313	0.108474507646	0.272349879779	0.365557545718
14	-0.0	0.35869423173	0.10851917102	0.275889531178	0.366519987136
15	-0.0	0.356091758873	0.103253659546	0.279623335139	0.369878743899
16	-0.0	0.346455688638	0.1051156924	0.263423661193	0.353435488072
17	-0.0	0.357175466711	0.110983891315	0.279544392754	0.357432335857
18	-0.0	0.336188529953	0.104649333451	0.269534459285	0.348663778314
19	-0.0	0.33767728566	0.108900319194	0.289802183801	0.366765494737
20	-0.0	0.350330863028	0.106172312706	0.260838690249	0.367987642308
21	-0.0	0.355036116804	0.103167466217	0.268872379579	0.364670131012
22	-0.0	0.34797658303	0.106413402015	0.270390371199	0.353116030344
23	-0.0	0.364425092207	0.10699269861	0.270113986044	0.36122973159
24	-0.0	0.344178527094	0.10370658044	0.271591378072	0.371539603727
25	-0.0	0.360030071627	0.104107423358	0.272564692212	0.352609423717
26	-0.0	0.358740839236	0.103940263614	0.275425510344	0.364397983581
27	-0.0	0.364750965789	0.109150214168	0.274093282384	0.359785125466
28	-0.0	0.362549367992	0.0952519377846	0.280545228355	0.349586830147
29	-0.0	0.358831063835	0.109745165404	0.277097805457	0.369721166957
30	-0.0	0.356941876388	0.0985872165485	0.283893626144	0.354793594739
31	-0.0	0.354216034658	0.100640679161	0.266977553509	0.366348850987
32	-0.0	0.353892219737	0.103638202255	0.276040134547	0.335739944608
33	-0.0	0.352850159392	0.102545323395	0.272445185414	0.34165149511
34	-0.0	0.356793550652	0.103969179186	0.256318122509	0.362008782851
35	-0.0	0.354565945747	0.11017022078	0.259263471462	0.366765494737
36	-0.0	0.357890721721	0.104424686906	0.286241409386	0.360013065125
37	-0.0	0.358642188632	0.104790872856	0.27200279778	0.37771472178
38	-0.0	0.334694763075	0.0959193207667	0.269219346614	0.357978144855
39	-0.0	0.345490271168	0.101764575127	0.278149869014	0.351123353647
40	-0.0	0.363209512278	0.104948224394	0.278601081586	0.350831336004
41	-0.0	0.345330333308	0.106904890489	0.278944314857	0.365352642718
42	-0.0	0.362387460531	0.101684482357	0.24786675145	0.361021831932
43	-0.0	0.356265159965	0.108992659816	0.281006141708	0.350402981534
44	-0.0	0.363179476909	0.112390024123	0.270834981996	0.348748794486
45	-0.0	0.360319793486	0.0958637222876	0.267378091475	0.345527275472
46	-0.0	0.374675678755	0.107202319001	0.259031641598	0.362435296966
47	-0.0	0.348865239132	0.103117472703	0.270928245067	0.368479594629
48	-0.0	0.355899816044	0.102680470971	0.260417544126	0.371559571316
49	-0.0	0.342277727523	0.104698802839	0.277901620856	0.34862549128
