,patterns,count
91,"(3, 3, -1, 3, 3, 1)",9
92,"(3, 3, -2, 3, 3, 1)",14
93,"(3, 3, 1, 3, 3, 1)",35
94,"(3, 3, -1, 3, 3, 1)",10
95,"(3, 3, -2, 3, 3, 1)",17
96,"(3, 3, 1, 3, 3, 1)",30
97,"(3, 3, -1, 3, 3, 1)",14
98,"(3, 3, -2, 3, 3, 1)",11
99,"(3, 3, 1, 3, 3, 1)",33
100,"(3, 3, -2, 3, 3, 1)",14
101,"(3, 3, -1, 3, 3, 1)",12
102,"(3, 3, 1, 3, 3, 1)",30
103,"(3, 3, -2, 3, 3, 1)",10
104,"(3, 3, -1, 3, 3, 1)",17
105,"(3, 3, 1, 3, 3, 1)",23
106,"(3, 3, -2, 3, 3, 1)",14
107,"(3, 3, -1, 3, 3, 1)",13
108,"(3, 3, 1, 3, 3, 1)",28
109,"(3, 3, -2, 3, 3, 1)",22
110,"(3, 3, -1, 3, 3, 1)",9
111,"(3, 3, 1, 3, 3, 1)",34
112,"(3, 3, -2, 3, 3, 1)",17
113,"(3, 3, -1, 3, 3, 1)",13
114,"(3, 3, 1, 3, 3, 1)",35
115,"(3, 3, -1, 3, 3, 1)",7
116,"(3, 3, -2, 3, 3, 1)",18
117,"(3, 3, 1, 3, 3, 1)",29
118,"(3, 3, -1, 3, 3, 1)",11
119,"(3, 3, -2, 3, 3, 1)",11
120,"(3, 3, 1, 3, 3, 1)",34
121,"(3, 3, -2, 3, 3, 1)",20
122,"(3, 3, -1, 3, 3, 1)",12
123,"(3, 3, 1, 3, 3, 1)",26
124,"(3, 3, -2, 3, 3, 1)",13
125,"(3, 3, -1, 3, 3, 1)",12
126,"(3, 3, 1, 3, 3, 1)",37
127,"(3, 3, -2, 3, 3, 1)",19
128,"(3, 3, -1, 3, 3, 1)",11
129,"(3, 3, 1, 3, 3, 1)",28
130,"(3, 3, -1, 3, 3, 1)",13
131,"(3, 3, -2, 3, 3, 1)",20
132,"(3, 3, 1, 3, 3, 1)",23
133,"(3, 3, -2, 3, 3, 1)",17
134,"(3, 3, -1, 3, 3, 1)",16
135,"(3, 3, 1, 3, 3, 1)",41
136,"(3, 3, -2, 3, 3, 1)",12
137,"(3, 3, -1, 3, 3, 1)",13
138,"(3, 3, 1, 3, 3, 1)",29
139,"(3, 3, -2, 3, 3, 1)",18
140,"(3, 3, -1, 3, 3, 1)",12
141,"(3, 3, 1, 3, 3, 1)",27
142,"(3, 3, -2, 3, 3, 1)",18
143,"(3, 3, -1, 3, 3, 1)",8
144,"(3, 3, 1, 3, 3, 1)",33
145,"(3, 3, -2, 3, 3, 1)",13
146,"(3, 3, -1, 3, 3, 1)",13
147,"(3, 3, 1, 3, 3, 1)",30
148,"(3, 3, -1, 3, 3, 1)",12
149,"(3, 3, -2, 3, 3, 1)",14
150,"(3, 3, 1, 3, 3, 1)",25
151,"(3, 3, -2, 3, 3, 1)",27
152,"(3, 3, -1, 3, 3, 1)",12
153,"(3, 3, 1, 3, 3, 1)",31
154,"(3, 3, -1, 3, 3, 1)",14
155,"(3, 3, -2, 3, 3, 1)",16
156,"(3, 3, 1, 3, 3, 1)",35
157,"(3, 3, -2, 3, 3, 1)",12
158,"(3, 3, -1, 3, 3, 1)",14
159,"(3, 3, 1, 3, 3, 1)",32
160,"(3, 3, -1, 3, 3, 1)",6
161,"(3, 3, -2, 3, 3, 1)",12
162,"(3, 3, 1, 3, 3, 1)",26
163,"(3, 3, -1, 3, 3, 1)",10
164,"(3, 3, -2, 3, 3, 1)",13
165,"(3, 3, 1, 3, 3, 1)",36
166,"(3, 3, -2, 3, 3, 1)",12
167,"(3, 3, -1, 3, 3, 1)",13
168,"(3, 3, 1, 3, 3, 1)",37
169,"(3, 3, -2, 3, 3, 1)",20
170,"(3, 3, -1, 3, 3, 1)",9
171,"(3, 3, 1, 3, 3, 1)",35
172,"(3, 3, -2, 3, 3, 1)",11
173,"(3, 3, -1, 3, 3, 1)",13
174,"(3, 3, 1, 3, 3, 1)",30
175,"(3, 3, -1, 3, 3, 1)",7
176,"(3, 3, -2, 3, 3, 1)",19
177,"(3, 3, 1, 3, 3, 1)",31
178,"(3, 3, -2, 3, 3, 1)",12
179,"(3, 3, -1, 3, 3, 1)",15
180,"(3, 3, 1, 3, 3, 1)",36
181,"(3, 3, -2, 3, 3, 1)",15
182,"(3, 3, -1, 3, 3, 1)",7
183,"(3, 3, 1, 3, 3, 1)",29
184,"(3, 3, -2, 3, 3, 1)",16
185,"(3, 3, -1, 3, 3, 1)",13
186,"(3, 3, 1, 3, 3, 1)",30
187,"(3, 3, -2, 3, 3, 1)",10
188,"(3, 3, -1, 3, 3, 1)",12
189,"(3, 3, 1, 3, 3, 1)",27
190,"(3, 3, -2, 3, 3, 1)",19
191,"(3, 3, -1, 3, 3, 1)",13
192,"(3, 3, 1, 3, 3, 1)",29
193,"(3, 3, -2, 3, 3, 1)",18
194,"(3, 3, -1, 3, 3, 1)",11
195,"(3, 3, 1, 3, 3, 1)",27
196,"(3, 3, -2, 3, 3, 1)",21
197,"(3, 3, -1, 3, 3, 1)",12
198,"(3, 3, 1, 3, 3, 1)",24
199,"(3, 3, -2, 3, 3, 1)",9
200,"(3, 3, -1, 3, 3, 1)",10
201,"(3, 3, 1, 3, 3, 1)",35
202,"(3, 3, -1, 3, 3, 1)",7
203,"(3, 3, -2, 3, 3, 1)",18
204,"(3, 3, 1, 3, 3, 1)",31
205,"(3, 3, -2, 3, 3, 1)",20
206,"(3, 3, -1, 3, 3, 1)",10
207,"(3, 3, 1, 3, 3, 1)",30
208,"(3, 3, -2, 3, 3, 1)",20
209,"(3, 3, -1, 3, 3, 1)",9
210,"(3, 3, 1, 3, 3, 1)",32
211,"(3, 3, -2, 3, 3, 1)",13
212,"(3, 3, -1, 3, 3, 1)",13
213,"(3, 3, 1, 3, 3, 1)",25
214,"(3, 3, -1, 3, 3, 1)",16
215,"(3, 3, -2, 3, 3, 1)",15
216,"(3, 3, 1, 3, 3, 1)",30
217,"(3, 3, -1, 3, 3, 1)",12
218,"(3, 3, -2, 3, 3, 1)",17
219,"(3, 3, 1, 3, 3, 1)",36
220,"(3, 3, -2, 3, 3, 1)",16
221,"(3, 3, -1, 3, 3, 1)",14
222,"(3, 3, 1, 3, 3, 1)",33
223,"(3, 3, -2, 3, 3, 1)",14
224,"(3, 3, -1, 3, 3, 1)",10
225,"(3, 3, 1, 3, 3, 1)",39
226,"(3, 3, -2, 3, 3, 1)",14
227,"(3, 3, -1, 3, 3, 1)",15
228,"(3, 3, 1, 3, 3, 1)",27
229,"(3, 3, -2, 3, 3, 1)",10
230,"(3, 3, -1, 3, 3, 1)",14
231,"(3, 3, 1, 3, 3, 1)",29
232,"(3, 3, -1, 3, 3, 1)",6
233,"(3, 3, -2, 3, 3, 1)",21
234,"(3, 3, 1, 3, 3, 1)",36
235,"(3, 3, -1, 3, 3, 1)",12
236,"(3, 3, -2, 3, 3, 1)",15
237,"(3, 3, 1, 3, 3, 1)",32
238,"(3, 3, -1, 3, 3, 1)",8
239,"(3, 3, -2, 3, 3, 1)",14
240,"(3, 3, 1, 3, 3, 1)",24
241,"(3, 3, -1, 3, 3, 1)",14
242,"(3, 3, -2, 3, 3, 1)",11
243,"(3, 3, 1, 3, 3, 1)",32
244,"(3, 3, -2, 3, 3, 1)",18
245,"(3, 3, -1, 3, 3, 1)",14
246,"(3, 3, 1, 3, 3, 1)",27
247,"(3, 3, -1, 3, 3, 1)",14
248,"(3, 3, -2, 3, 3, 1)",20
249,"(3, 3, 1, 3, 3, 1)",23
250,"(3, 3, -2, 3, 3, 1)",15
251,"(3, 3, -1, 3, 3, 1)",12
252,"(3, 3, 1, 3, 3, 1)",43
253,"(3, 3, -2, 3, 3, 1)",14
254,"(3, 3, -1, 3, 3, 1)",10
255,"(3, 3, 1, 3, 3, 1)",27
256,"(3, 3, -2, 3, 3, 1)",17
257,"(3, 3, -1, 3, 3, 1)",13
258,"(3, 3, 1, 3, 3, 1)",34
259,"(3, 3, -2, 3, 3, 1)",18
260,"(3, 3, -1, 3, 3, 1)",11
261,"(3, 3, 1, 3, 3, 1)",27
262,"(3, 3, -2, 3, 3, 1)",19
263,"(3, 3, -1, 3, 3, 1)",14
264,"(3, 3, 1, 3, 3, 1)",29
265,"(3, 3, -2, 3, 3, 1)",15
266,"(3, 3, -1, 3, 3, 1)",13
267,"(3, 3, 1, 3, 3, 1)",22
268,"(3, 3, -1, 3, 3, 1)",16
269,"(3, 3, -2, 3, 3, 1)",17
270,"(3, 3, 1, 3, 3, 1)",18
271,"(3, 3, -1, 3, 3, 1)",11
272,"(3, 3, -2, 3, 3, 1)",24
273,"(3, 3, 1, 3, 3, 1)",31
274,"(3, 3, -1, 3, 3, 1)",12
275,"(3, 3, -2, 3, 3, 1)",10
276,"(3, 3, 1, 3, 3, 1)",30
277,"(3, 3, -2, 3, 3, 1)",11
278,"(3, 3, -1, 3, 3, 1)",9
279,"(3, 3, 1, 3, 3, 1)",32
280,"(3, 3, -2, 3, 3, 1)",14
281,"(3, 3, -1, 3, 3, 1)",12
282,"(3, 3, 1, 3, 3, 1)",28
283,"(3, 3, -2, 3, 3, 1)",14
284,"(3, 3, -1, 3, 3, 1)",10
285,"(3, 3, 1, 3, 3, 1)",39
286,"(3, 3, -2, 3, 3, 1)",20
287,"(3, 3, -1, 3, 3, 1)",14
288,"(3, 3, 1, 3, 3, 1)",30
289,"(3, 3, -2, 3, 3, 1)",17
290,"(3, 3, -1, 3, 3, 1)",9
291,"(3, 3, 1, 3, 3, 1)",33
292,"(3, 3, -2, 3, 3, 1)",12
293,"(3, 3, -1, 3, 3, 1)",14
294,"(3, 3, 1, 3, 3, 1)",32
295,"(3, 3, -2, 3, 3, 1)",14
296,"(3, 3, -1, 3, 3, 1)",11
297,"(3, 3, 1, 3, 3, 1)",30
298,"(3, 3, -2, 3, 3, 1)",17
299,"(3, 3, -1, 3, 3, 1)",20
