	all	dKd	Keq	Km	kcat
75	-0.0	0.320384970823	0.102426428666	0.260534446075	0.348013033524
76	-0.0	0.328091304144	0.10545707986	0.26522623662	0.301347452021
77	-0.0	0.330082209822	0.100786027388	0.268680796592	0.351264157036
78	-0.0	0.339256136639	0.0959893605263	0.275890744196	0.342127313693
79	-0.0	0.329415531918	0.0933092812961	0.253384569209	0.333370416809
80	-0.0	0.331869679038	0.107998688578	0.2733995136	0.327914794147
81	-0.0	0.3212652422	0.102224652798	0.276414056377	0.339256136639
82	-0.0	0.332573440418	0.111080440402	0.255158971189	0.333657148255
83	-0.0	0.316226649471	0.109862683697	0.253097837763	0.341363481576
84	-0.0	0.323816543533	0.0955513023972	0.267537018017	0.338172428802
85	-0.0	0.327391481966	0.105612055621	0.262504323557	0.338695740983
86	-0.0	0.336384959586	0.107295438642	0.264692767427	0.335824563929
87	-0.0	0.330785971201	0.111758309033	0.263521825403	0.332953386876
88	-0.0	0.308233584704	0.104059854115	0.246651722275	0.357006511143
89	-0.0	0.327771428424	0.112044548866	0.258937346083	0.316930410851
90	-0.0	0.318074189425	0.109886689918	0.279605109151	0.338029063079
91	-0.0	0.340339844477	0.100546225685	0.234693852591	0.357006511143
92	-0.0	0.330406024743	0.098198588999	0.240772137698	0.324376939189
93	-0.0	0.32146867866	0.102614972184	0.265906773751	0.345521802928
94	-0.0	0.342650625874	0.103331584883	0.26270186175	0.32490025137
95	-0.0	0.317133847311	0.107575005858	0.27482608442	0.319477772983
96	-0.0	0.332430074695	0.10333563871	0.247023269298	0.339075687441
97	-0.0	0.320945366479	0.100150223948	0.260594516813	0.339256136639
98	-0.0	0.316286720209	0.102426428666	0.266573451655	0.327248116243
99	-0.0	0.333657148255	0.106626564685	0.244753949053	0.355922803306
