,patterns,count
0,"(1, 3, 2, 2, 3, 1)",1
1,"(2, 3, 2, 1, 3, 2)",1
2,"(-1, 3, 3, 3, 3, 2)",1
3,"(2, 3, 1, 1, 3, 2)",1
4,"(2, 3, 3, 3, 2, 1)",3
5,"(2, 3, 3, 2, 2, 3)",3
6,"(2, 3, 2, 3, 2, 1)",1
7,"(2, 3, 1, 2, 3, 1)",2
8,"(1, 3, 3, 3, 3, 2)",1
9,"(3, 3, 1, 2, 3, 1)",1
10,"(2, 3, 3, 1, 3, 3)",3
11,"(1, 3, 1, 1, 3, 1)",1
12,"(1, 3, 3, 1, 3, 3)",2
13,"(2, 3, 1, 3, 3, 1)",1
14,"(-1, 3, 2, 2, 3, 1)",1
15,"(3, 3, -1, 2, 3, 1)",2
16,"(3, 3, 1, 3, 3, 1)",4
17,"(2, 3, -1, 2, 3, 1)",1
18,"(1, 3, 2, 2, 3, 2)",1
19,"(1, 3, 1, 2, 3, 1)",1
20,"(1, 3, 3, 3, 3, 1)",4
21,"(3, 3, -1, 3, 3, 1)",2
22,"(1, 3, 2, 1, 3, 2)",2
23,"(2, 3, 2, 2, 2, 1)",3
24,"(3, 3, 2, 3, 2, 1)",1
25,"(2, 3, 2, 1, 3, 3)",3
26,"(2, 3, 2, 2, 2, 2)",1
27,"(2, 3, -1, 1, 3, 1)",1
28,"(1, 3, 1, 1, 3, 2)",1
29,"(-1, 3, 3, 1, 3, 3)",1
30,"(2, 3, 2, 1, 3, 2)",2
31,"(2, 3, 1, 1, 3, 2)",3
32,"(2, 3, 3, 3, 2, 1)",1
33,"(2, 3, 2, 3, 3, 1)",1
34,"(2, 3, 2, 3, 2, 1)",1
35,"(-1, 3, 3, 3, 3, 1)",2
36,"(2, 3, 1, 2, 3, 1)",6
37,"(1, 3, 3, 3, 3, 2)",2
38,"(3, 3, 1, 2, 3, 1)",1
39,"(2, 3, 3, 1, 3, 3)",4
40,"(3, 3, -1, 3, 3, 1)",3
41,"(1, 3, 3, 1, 3, 3)",1
42,"(1, 3, 2, 1, 3, 2)",1
43,"(3, 3, 3, 3, 2, 1)",1
44,"(-1, 3, 3, 2, 3, 3)",3
45,"(3, 3, 1, 3, 3, 1)",2
46,"(2, 3, -1, 2, 3, 1)",2
47,"(1, 3, 3, 3, 3, 1)",2
48,"(-1, 3, 2, 2, 3, 2)",1
49,"(-1, 3, 3, 2, 3, 2)",1
50,"(2, 3, 2, 2, 2, 1)",1
51,"(1, 3, 2, 3, 3, 1)",1
52,"(2, 3, 1, 1, 3, 3)",1
53,"(3, 3, 2, 3, 2, 1)",1
54,"(2, 3, 2, 1, 3, 3)",1
55,"(2, 3, 2, 2, 3, 1)",2
56,"(1, 3, 2, 1, 3, 3)",1
57,"(1, 3, 1, 1, 3, 2)",1
58,"(-1, 3, 3, 3, 3, 2)",1
59,"(2, 3, 1, 1, 3, 2)",3
60,"(2, 3, 3, 3, 2, 1)",3
61,"(2, 3, 3, 2, 2, 3)",1
62,"(-1, 3, 3, 3, 3, 1)",1
63,"(2, 3, 1, 2, 3, 1)",1
64,"(2, 3, 3, 1, 3, 3)",2
65,"(1, 3, 1, 1, 3, 1)",3
66,"(3, 3, -1, 3, 3, 1)",3
67,"(1, 3, 3, 1, 3, 3)",3
68,"(2, 3, -1, 2, 3, 1)",2
69,"(3, 3, 3, 3, 2, 1)",1
70,"(-1, 3, 3, 2, 3, 3)",1
71,"(3, 3, -1, 2, 3, 1)",4
72,"(3, 3, 1, 3, 3, 1)",3
73,"(2, 3, 2, 2, 2, 2)",1
74,"(1, 3, 2, 2, 3, 2)",1
75,"(1, 3, 1, 2, 3, 1)",1
76,"(1, 3, 3, 3, 3, 1)",1
77,"(-1, 3, 2, 2, 3, 2)",1
78,"(-1, 3, 3, 2, 3, 2)",1
79,"(1, 3, 2, 3, 3, 1)",1
80,"(2, 3, 2, 2, 2, 1)",1
81,"(3, 3, 2, 3, 2, 1)",1
82,"(1, 3, 3, 2, 3, 3)",2
83,"(2, 3, 2, 1, 3, 3)",1
84,"(2, 3, 2, 2, 3, 1)",1
85,"(1, 3, 2, 1, 3, 3)",1
86,"(1, 3, 1, 1, 3, 2)",2
87,"(2, 3, 3, 2, 2, 2)",2
88,"(-1, 3, 3, 1, 3, 3)",1
89,"(2, 3, 2, 1, 3, 2)",2
90,"(-1, 3, 3, 3, 3, 2)",1
91,"(2, 3, 1, 1, 3, 2)",1
92,"(2, 3, 3, 3, 2, 1)",1
93,"(2, 3, 2, 3, 3, 1)",1
94,"(2, 3, 3, 2, 2, 3)",2
95,"(2, 3, 2, 3, 2, 1)",1
96,"(-1, 3, 3, 3, 3, 1)",1
97,"(2, 3, 1, 2, 3, 1)",1
98,"(1, 3, 3, 3, 3, 2)",1
99,"(3, 3, 1, 2, 3, 1)",2
100,"(2, 3, 3, 1, 3, 3)",3
101,"(1, 3, 1, 1, 3, 1)",2
102,"(-1, 3, 3, 2, 3, 2)",1
103,"(1, 3, 3, 1, 3, 3)",2
104,"(3, 3, 3, 3, 2, 1)",1
105,"(-1, 3, 3, 2, 3, 3)",2
106,"(2, 3, -1, 2, 3, 1)",1
107,"(3, 3, 1, 3, 3, 1)",5
108,"(2, 3, 2, 2, 2, 2)",1
109,"(1, 3, 2, 2, 3, 2)",2
110,"(3, 3, -1, 3, 3, 1)",4
111,"(3, 3, 2, 3, 2, 1)",2
112,"(1, 3, 3, 2, 3, 3)",3
113,"(2, 3, 2, 1, 3, 3)",1
114,"(2, 3, 2, 2, 3, 1)",1
115,"(2, 3, -1, 1, 3, 1)",1
116,"(1, 3, 1, 1, 3, 2)",3
117,"(-1, 3, 3, 1, 3, 3)",2
118,"(1, 3, 2, 2, 3, 1)",1
119,"(2, 3, 1, 1, 3, 2)",2
120,"(2, 3, 3, 3, 2, 1)",1
121,"(2, 3, 2, 3, 3, 1)",2
122,"(2, 3, 3, 2, 2, 3)",1
123,"(2, 3, 3, 3, 3, 1)",1
124,"(2, 3, 1, 2, 3, 1)",3
125,"(2, 3, 3, 1, 3, 3)",3
126,"(1, 3, 1, 1, 3, 1)",1
127,"(1, 3, 3, 1, 3, 3)",1
128,"(3, 3, 3, 3, 2, 1)",1
129,"(-1, 3, 3, 2, 3, 3)",1
130,"(3, 3, 1, 3, 3, 1)",1
131,"(2, 3, -1, 2, 3, 1)",1
132,"(1, 3, 1, 2, 3, 1)",3
133,"(1, 3, 3, 3, 3, 1)",1
134,"(-1, 3, 2, 1, 3, 2)",2
135,"(3, 3, -1, 3, 3, 1)",3
136,"(1, 3, 2, 1, 3, 2)",2
137,"(1, 3, 2, 3, 3, 1)",1
138,"(3, 3, 2, 3, 2, 1)",5
139,"(2, 3, 2, 1, 3, 3)",2
140,"(-1, 3, 3, 3, 3, 1)",1
141,"(2, 3, 1, 1, 3, 1)",1
142,"(2, 3, 3, 3, 2, 2)",1
143,"(2, 3, -1, 1, 3, 1)",1
