,patterns,count
0,"(2, 1, -2, 2, 2, -1)",1
1,"(3, 2, -1, 3, 2, 1)",1
2,"(3, 3, -2, 2, 3, -1)",2
3,"(1, 1, -1, 3, 3, -1)",2
4,"(1, 2, -2, 2, 3, -1)",1
5,"(-2, -1, -1, 3, 3, -2)",5
6,"(1, 1, -1, 3, 2, -1)",1
7,"(3, 1, -1, 3, -1, -2)",2
8,"(1, 1, -2, 2, 3, -1)",2
9,"(3, 2, -2, 2, -1, -2)",1
10,"(3, 2, -1, 3, -1, -2)",5
11,"(3, 2, -1, 3, 1, -1)",1
12,"(3, 3, -2, 2, 3, 1)",1
13,"(3, 2, -2, 2, 1, -2)",1
14,"(2, 1, -1, 3, 1, -2)",1
15,"(2, 1, -2, 2, 1, -2)",1
16,"(-1, -1, -2, 2, 1, -2)",1
17,"(-1, 1, -2, 2, 3, -1)",1
18,"(-1, -1, -2, 3, 1, -2)",1
19,"(3, 2, -1, 3, 3, 1)",2
20,"(1, 2, -1, 3, 3, -1)",1
21,"(3, 3, -1, 3, 3, 1)",2
22,"(1, -1, -2, 2, -1, -2)",2
23,"(-1, 1, -1, 3, 3, -2)",1
24,"(-1, -1, -1, 3, 1, -2)",1
25,"(2, 2, -2, 2, 3, -1)",1
26,"(3, 2, -1, 3, 2, -1)",2
27,"(3, 2, -2, 2, 2, -1)",1
28,"(-2, -1, -2, 2, 3, -2)",6
29,"(2, 1, -1, 3, 2, -1)",1
30,"(2, 1, -2, 2, 2, -1)",1
31,"(1, 1, -2, 2, 3, -1)",1
32,"(1, -1, -2, 2, 1, -2)",1
33,"(3, 3, -2, 2, 3, -1)",1
34,"(1, 1, -1, 3, 3, -1)",1
35,"(2, -1, -2, 2, 1, -2)",1
36,"(-2, -1, -1, 3, 3, -2)",4
37,"(3, 2, -1, 3, 3, 1)",1
38,"(3, 1, -1, 3, -1, -2)",1
39,"(3, 1, -1, 3, 1, -2)",1
40,"(-1, -1, -1, 3, 2, -2)",1
41,"(3, 2, -2, 2, -1, -2)",4
42,"(3, 3, -2, 2, 2, -1)",1
43,"(3, 2, -2, 2, 1, -1)",1
44,"(2, 1, -1, 3, 1, -2)",1
45,"(2, -1, -1, 3, -1, -2)",2
46,"(1, 1, -2, 2, 2, -1)",1
47,"(3, 3, -2, 2, 3, 1)",7
48,"(2, -1, -2, 2, -1, -2)",1
49,"(-1, -1, -2, 2, 1, -2)",1
50,"(-1, 1, -2, 2, 3, -1)",1
51,"(3, 2, -1, 3, 2, 1)",1
52,"(3, 3, -1, 3, 3, 1)",2
53,"(1, -1, -2, 2, -1, -2)",1
54,"(-1, 1, -1, 3, 3, -1)",2
55,"(1, -1, -1, 3, -1, -2)",2
56,"(-2, -1, -2, 2, 2, -2)",2
57,"(2, 2, -2, 2, 3, -1)",2
58,"(-2, -1, -2, 2, 3, -2)",3
59,"(2, 1, -1, 3, 2, -1)",2
60,"(2, 1, -2, 2, 2, -1)",1
61,"(1, 1, -1, 3, 3, -1)",1
62,"(1, 1, -2, 2, 2, -2)",1
63,"(3, 3, -2, 2, 3, -1)",1
64,"(3, 2, -1, 3, 3, 1)",2
65,"(-2, -1, -1, 3, 3, -2)",4
66,"(1, 1, -1, 3, 2, -2)",1
67,"(3, 1, -1, 3, -1, -2)",1
68,"(3, 1, -2, 2, -1, -2)",2
69,"(-1, -1, -1, 3, 2, -2)",1
70,"(3, 2, -2, 2, -1, -2)",1
71,"(3, 2, -1, 3, 1, -1)",3
72,"(2, 2, -1, 3, 3, 1)",1
73,"(2, 1, -1, 3, 1, -1)",1
74,"(2, -1, -1, 3, -1, -2)",1
75,"(3, 3, -2, 2, 1, -2)",1
76,"(1, 1, -2, 2, 2, -1)",2
77,"(3, 3, -2, 2, 3, 1)",3
78,"(2, -1, -2, 2, -1, -2)",1
79,"(-1, -1, -2, 2, 1, -2)",1
80,"(-1, 1, -2, 2, 3, -1)",1
81,"(-1, -1, -1, 3, 1, -2)",1
82,"(2, 2, -1, 3, 3, -1)",1
83,"(-1, 1, -2, 2, 2, -2)",1
84,"(-1, 1, -2, 2, 3, -2)",1
85,"(3, 3, -1, 3, 3, 1)",3
86,"(-1, 1, -1, 3, 3, -2)",1
87,"(-2, -1, -2, 2, 2, -2)",1
88,"(3, 2, -1, 3, 2, -1)",2
89,"(3, 2, -2, 2, 2, -1)",1
90,"(-2, 1, -1, 3, 3, -2)",1
91,"(-2, -1, -2, 2, 3, -2)",4
92,"(1, -1, -1, 3, 1, -2)",2
93,"(2, 1, -1, 3, 2, -1)",2
94,"(-2, -1, -1, 3, 2, -2)",1
95,"(-2, -1, -1, 3, 3, -2)",2
96,"(1, 1, -1, 3, 2, -1)",1
97,"(3, 1, -1, 3, -1, -2)",1
98,"(3, 1, -2, 2, -1, -2)",2
99,"(2, 2, -1, 3, 2, -1)",1
100,"(3, 2, -1, 3, -1, -2)",4
101,"(3, 2, -1, 3, 1, -1)",1
102,"(2, 1, -2, 2, 1, -2)",1
103,"(3, 2, -2, 2, 1, -2)",1
104,"(2, 1, -1, 3, 1, -2)",1
105,"(2, -1, -1, 3, -1, -2)",1
106,"(3, 3, -2, 2, 1, -2)",1
107,"(-1, -1, -1, 3, 2, -2)",1
108,"(3, 3, -2, 2, 3, 1)",6
109,"(-1, -1, -2, 2, 1, -2)",1
110,"(1, 1, -1, 3, 2, -2)",2
111,"(-1, 1, -2, 2, 3, -1)",1
112,"(3, 3, -1, 3, 3, 1)",1
113,"(2, 2, -2, 2, 3, 1)",1
114,"(-1, 1, -1, 3, 3, -2)",1
115,"(1, 1, -1, 3, 1, -2)",1
116,"(1, -1, -1, 3, -1, -2)",2
117,"(-2, -1, -2, 2, 2, -2)",3
118,"(3, 2, -1, 3, 2, -1)",1
119,"(1, 2, -1, 3, 3, -1)",2
120,"(-2, -1, -2, 2, 3, -2)",5
121,"(1, -1, -1, 3, 1, -2)",1
122,"(2, 1, -1, 3, 2, -1)",1
123,"(2, 1, -2, 2, 2, -1)",1
124,"(2, -1, 3, 1, -1)",1
125,"(3, 3, -2, 2, 2, -1)",1
126,"(2, 1, -1, 3, 1, -1)",1
127,"(3, 3, -2, 2, 3, -1)",2
128,"(1, 1, -1, 3, 3, -1)",2
129,"(-2, -1, -1, 3, 3, -2)",6
130,"(1, 1, -1, 3, 2, -2)",1
131,"(3, 1, -1, 3, -1, -2)",1
132,"(2, -1, -1, 3, 1, -2)",1
133,"(3, 1, -2, 2, -1, -2)",1
134,"(-1, -1, -1, 3, 2, -2)",3
135,"(3, 2, -2, 2, -1, -2)",1
136,"(3, 2, -1, 3, -1, -2)",2
137,"(2, 2, -1, 3, 3, 1)",1
138,"(3, 2, -2, 2, 1, -2)",1
139,"(2, 1, -1, 3, 1, -2)",2
140,"(-2, -1, -1, 3, 2, -2)",1
141,"(3, 3, -2, 2, 3, 1)",2
142,"(2, -1, -2, 2, -1, -2)",1
143,"(-1, 1, -2, 2, 3, -2)",1
144,"(-1, -1, -1, 3, 1, -2)",1
145,"(-1, 1, -1, 3, 3, -2)",1
146,"(-1, 1, -2, 2, 2, -2)",1
147,"(-1, 1, -2, 2, 3, -1)",1
148,"(2, 2, -2, 2, 3, 1)",1
149,"(1, -1, -2, 2, -1, -2)",1
150,"(-2, 1, -1, 3, 3, -2)",1
151,"(-1, -1, -2, 2, 2, -2)",1
152,"(3, 2, -1, 3, 2, -1)",2
153,"(-2, -1, -2, 2, 3, -2)",5
154,"(2, 1, -1, 3, 2, -1)",2
155,"(-2, -1, -1, 3, 2, -2)",2
156,"(1, -1, -2, 2, 1, -2)",1
157,"(1, 1, -2, 2, 2, -2)",1
158,"(3, 3, -2, 2, 3, -1)",4
159,"(3, 1, -1, 3, 2, -1)",1
160,"(-2, -1, -1, 3, 3, -2)",5
161,"(2, 1, -2, 2, -1, -2)",1
162,"(3, 1, -1, 3, -1, -2)",1
