,patterns,count
0,"(3, 3, -1, 3, 3, 1)",50
1,"(3, 3, -1, 3, 3, 1)",50
2,"(3, -1, 3, 3, 1)",1
3,"(3, 3, -1, 3, 3, 1)",49
4,"(3, 3, -1, 3, 3, 1)",50
5,"(3, 3, -1, 3, 3, 1)",50
6,"(3, 3, -1, 3, 3, 1)",50
7,"(3, 3, -1, 3, 3, 1)",50
8,"(3, 3, -1, 3, 3, 1)",50
9,"(3, 3, -1, 3, 3, 1)",50
10,"(3, 3, -1, 3, 3, 1)",50
11,"(3, 3, -1, 3, 3, 1)",50
12,"(3, 3, -1, 3, 3, 1)",50
13,"(3, 3, -1, 3, 3, 1)",50
14,"(3, 3, -1, 3, 3, 1)",50
15,"(3, 3, -1, 3, 3, 1)",50
16,"(3, 3, -1, 3, 3, 1)",50
17,"(3, 3, -1, 3, 3, 1)",50
18,"(3, 3, -1, 3, 3, 1)",50
19,"(3, 3, -1, 3, 3, 1)",50
20,"(3, 3, -1, 3, 3, 1)",50
21,"(3, 3, -1, 3, 3, 1)",50
22,"(3, 3, -1, 3, 3, 1)",50
23,"(3, 3, -1, 3, 3, 1)",50
24,"(3, 3, -1, 3, 3, 1)",50
25,"(3, -1, 3, 3, 1)",1
26,"(3, 3, -1, 3, 3, 1)",49
27,"(3, 3, -1, 3, 3, 1)",50
28,"(3, 3, -1, 3, 3, 1)",50
29,"(3, 3, -1, 3, 3, 1)",50
30,"(3, 3, -1, 3, 3, 1)",50
31,"(3, 3, -1, 3, 3, 1)",50
32,"(3, 3, -1, 3, 3, 1)",50
33,"(3, 3, -1, 3, 3, 1)",50
34,"(3, 3, -1, 3, 3, 1)",50
35,"(3, 3, -1, 3, 3, 1)",50
36,"(3, 3, -1, 3, 3, 1)",50
37,"(3, 3, -1, 3, 3, 1)",50
38,"(3, 3, -1, 3, 3, 1)",50
39,"(3, 3, -1, 3, 3, 1)",50
40,"(3, 3, -1, 3, 3, 1)",50
41,"(3, 3, -1, 3, 3, 1)",50
42,"(3, 3, -1, 3, 3, 1)",50
43,"(3, 3, -1, 3, 3, 1)",50
44,"(3, 3, -1, 3, 3, 1)",50
45,"(3, 3, -1, 3, 3, 1)",50
46,"(3, 3, -1, 3, 3, 1)",50
47,"(3, 3, -1, 3, 3, 1)",50
48,"(3, 3, -1, 3, 3, 1)",50
49,"(3, 3, -1, 3, 3, 1)",50
50,"(3, 3, -1, 3, 3, 1)",50
51,"(3, 3, -1, 3, 3, 1)",50
52,"(3, 3, -1, 3, 3, 1)",50
53,"(3, 3, -1, 3, 3, 1)",50
54,"(3, 3, -1, 3, 3, 1)",50
55,"(3, 3, -1, 3, 3, 1)",50
56,"(3, 3, -1, 3, 3, 1)",50
57,"(3, 3, -1, 3, 3, 1)",50
58,"(3, 3, -1, 3, 3, 1)",50
59,"(3, 3, -1, 3, 3, 1)",50
60,"(3, 3, -1, 3, 3, 1)",50
61,"(3, 3, -1, 3, 3, 1)",50
62,"(3, 3, -1, 3, 3, 1)",50
63,"(3, 3, -1, 3, 3, 1)",50
64,"(3, 3, -1, 3, 3, 1)",50
65,"(3, 3, -1, 3, 3, 1)",50
66,"(3, 3, -1, 3, 3, 1)",50
67,"(3, 3, -1, 3, 3, 1)",50
68,"(3, 3, -1, 3, 3, 1)",50
69,"(3, 3, -1, 3, 3, 1)",50
70,"(3, 3, -1, 3, 3, 1)",50
71,"(3, -1, 3, 3, 1)",1
72,"(3, 3, -1, 3, 3, 1)",49
73,"(3, 3, -1, 3, 3, 1)",50
74,"(3, 3, -1, 3, 3, 1)",50
75,"(3, 3, -1, 3, 3, 1)",50
76,"(3, 3, -1, 3, 3, 1)",50
77,"(3, 3, -1, 3, 3, 1)",50
78,"(3, 3, -1, 3, 3, 1)",50
79,"(3, 3, -1, 3, 3, 1)",50
80,"(3, 3, -1, 3, 3, 1)",50
81,"(3, 3, -1, 3, 3, 1)",50
82,"(3, 3, -1, 3, 3, 1)",50
83,"(3, 3, -1, 3, 3, 1)",50
84,"(3, 3, -1, 3, 3, 1)",50
85,"(3, 3, -1, 3, 3, 1)",50
86,"(3, 3, -1, 3, 3, 1)",50
87,"(3, 3, -1, 3, 1)",1
88,"(3, 3, -1, 3, 3, 1)",49
89,"(3, 3, -1, 3, 3, 1)",50
90,"(3, 3, -1, 3, 3, 1)",50
91,"(3, 3, -1, 3, 3, 1)",50
92,"(3, 3, -1, 3, 3, 1)",50
93,"(3, 3, -1, 3, 3, 1)",50
94,"(3, 3, -1, 3, 3, 1)",50
95,"(3, 3, -1, 3, 3, 1)",50
96,"(3, 3, -1, 3, 3, 1)",50
97,"(3, 3, -1, 3, 3, 1)",50
98,"(3, 3, -1, 3, 3, 1)",50
99,"(3, 3, -1, 3, 3, 1)",50
100,"(3, 3, -1, 3, 3, 1)",50
101,"(3, 3, -1, 3, 3, 1)",50
102,"(3, 3, -1, 3, 3, 1)",50
103,"(3, 3, -1, 3, 3, 1)",50
