,patterns,count
0,"(3, 2, -1, 3, 3, 2)",2
1,"(3, 1, -1, 3, 3, 2)",4
2,"(3, 2, -2, 2, 3, 2)",3
3,"(3, 2, -1, 3, 2, 1)",6
4,"(3, 1, -1, 3, 3, 1)",1
5,"(3, 3, -2, 2, 3, 1)",4
6,"(2, 1, -1, 3, 3, 1)",8
7,"(3, 2, -2, 2, 3, 1)",2
8,"(2, 1, -1, 3, 3, 2)",3
9,"(3, 2, -1, 3, 3, 1)",4
10,"(3, 2, -2, 3, 3, 1)",1
11,"(3, 1, -1, 3, 3, 3)",2
12,"(2, 2, -2, 3, 3, 1)",1
13,"(2, 2, -1, 3, 3, 1)",2
14,"(3, 3, -1, 3, 3, 1)",6
15,"(2, 2, -2, 2, 3, 1)",1
16,"(3, 2, -1, 3, 3, 2)",2
17,"(3, 1, -1, 3, 3, 2)",5
18,"(3, 2, -2, 2, 3, 2)",1
19,"(3, 2, -1, 3, 2, 1)",2
20,"(3, 1, -1, 3, 3, 1)",1
21,"(3, 3, -2, 2, 3, 1)",4
22,"(2, 1, -2, 3, 3, 1)",1
23,"(3, 2, -2, 2, 3, 1)",3
24,"(2, 1, -1, 3, 3, 1)",4
25,"(3, 3, -2, 2, 3, 2)",1
26,"(2, 1, -1, 3, 3, 2)",3
27,"(3, 3, -2, 3, 3, 1)",1
28,"(3, 1, -2, 2, 3, 2)",1
29,"(3, 2, -1, 3, 3, 1)",5
30,"(3, 1, -1, 3, 3, 3)",3
31,"(2, 2, -1, 3, 3, 1)",1
32,"(3, 2, -1, 3, 2, 2)",2
33,"(3, 3, -1, 3, 3, 1)",10
34,"(3, 2, -1, 3, 3, 2)",3
35,"(3, 1, -1, 3, 3, 2)",7
36,"(3, 2, -2, 2, 3, 2)",3
37,"(3, 1, -1, 3, 2, 2)",1
38,"(3, 1, -1, 3, 3, 1)",1
39,"(3, 3, -2, 2, 3, 1)",3
40,"(2, 1, -1, 3, 3, 1)",4
41,"(3, 2, -2, 2, 3, 1)",1
42,"(3, 3, -2, 2, 3, 2)",1
43,"(2, 1, -1, 3, 3, 2)",4
44,"(3, 3, -2, 3, 3, 1)",1
45,"(3, 2, -1, 3, 3, 1)",2
46,"(3, 1, -1, 3, 3, 3)",5
47,"(2, 2, -1, 3, 3, 1)",9
48,"(3, 3, -1, 3, 3, 1)",5
49,"(3, 2, -1, 3, 3, 2)",3
50,"(3, 1, -1, 3, 3, 2)",9
51,"(3, 3, -2, 2, 3, 1)",3
52,"(3, 2, -1, 3, 3, 3)",1
53,"(2, 2, -2, 3, 3, 1)",1
54,"(2, 1, -1, 3, 3, 1)",6
55,"(3, 2, -2, 2, 3, 1)",1
56,"(2, 1, -1, 3, 3, 2)",1
57,"(3, 3, -1, 3, 3, 1)",5
58,"(3, 2, -2, 3, 3, 1)",1
59,"(3, 2, -1, 3, 3, 1)",13
60,"(3, 1, -1, 3, 3, 3)",3
61,"(2, 2, -1, 3, 3, 1)",2
62,"(3, 3, -2, 3, 3, 1)",1
63,"(3, 2, -1, 3, 3, 2)",1
64,"(3, 1, -1, 3, 3, 2)",7
65,"(3, 1, -1, 3, 2, 2)",1
66,"(3, 2, -1, 3, 2, 1)",3
67,"(3, 2, -1, 3, 3, 3)",3
68,"(3, 1, -1, 3, 3, 1)",2
69,"(3, 3, -2, 2, 3, 1)",1
70,"(2, 1, -2, 2, 3, 2)",1
71,"(2, 1, -1, 3, 3, 1)",3
72,"(3, 2, -2, 2, 3, 1)",2
73,"(3, 1, -1, 3, 2, 1)",1
74,"(3, 3, -2, 2, 3, 2)",1
75,"(2, 1, -1, 3, 3, 2)",1
76,"(3, 3, -1, 3, 3, 1)",5
77,"(2, 2, -2, 3, 3, 1)",1
78,"(3, 2, -1, 3, 3, 1)",9
79,"(3, 1, -1, 3, 3, 3)",1
80,"(2, 2, -1, 3, 3, 1)",3
81,"(3, 2, -1, 3, 2, 2)",1
82,"(3, 3, -2, 3, 3, 1)",2
83,"(2, 2, -2, 2, 3, 1)",1
84,"(3, 2, -1, 3, 3, 2)",1
85,"(3, 1, -1, 3, 3, 2)",4
86,"(3, 2, -2, 2, 3, 2)",1
87,"(3, 2, -1, 3, 2, 1)",5
88,"(3, 1, -1, 3, 3, 1)",2
89,"(3, 3, -2, 2, 3, 1)",4
90,"(2, 1, -1, 3, 3, 1)",5
91,"(3, 2, -2, 2, 3, 1)",3
92,"(2, 1, -1, 3, 3, 2)",1
93,"(3, 3, -1, 3, 3, 1)",8
94,"(2, 1, -2, 2, 3, 2)",1
95,"(3, 2, -1, 3, 3, 1)",4
96,"(3, 1, -1, 3, 3, 3)",3
97,"(2, 2, -1, 3, 3, 1)",4
98,"(3, 3, -2, 3, 3, 1)",4
99,"(3, 2, -1, 3, 3, 2)",3
100,"(3, 1, -1, 3, 3, 2)",5
101,"(2, 1, -2, 2, 3, 1)",1
102,"(3, 2, -2, 2, 3, 2)",1
103,"(3, 2, -1, 3, 2, 1)",5
104,"(3, 2, -1, 3, 3, 3)",1
105,"(3, 1, -1, 3, 3, 1)",2
106,"(3, 3, -2, 2, 3, 1)",3
107,"(2, 1, -1, 3, 3, 1)",4
108,"(3, 2, -2, 2, 3, 1)",3
109,"(2, 1, -1, 3, 3, 2)",3
110,"(3, 3, -2, 3, 3, 1)",1
111,"(3, 2, -2, 3, 3, 2)",1
112,"(2, 2, -2, 3, 3, 1)",1
113,"(3, 2, -1, 3, 3, 1)",5
114,"(3, 1, -1, 3, 3, 3)",3
115,"(2, 2, -1, 3, 3, 1)",1
116,"(3, 3, -1, 3, 3, 1)",5
117,"(2, 2, -2, 2, 3, 1)",2
118,"(3, 2, -1, 3, 3, 2)",2
119,"(3, 1, -1, 3, 3, 2)",4
120,"(3, 2, -2, 3, 3, 1)",1
121,"(3, 2, -2, 2, 3, 2)",1
122,"(3, 2, -1, 3, 2, 1)",1
123,"(3, 2, -1, 3, 3, 3)",2
124,"(3, 3, -2, 2, 3, 1)",3
125,"(2, 1, -1, 3, 3, 1)",5
126,"(3, 2, -2, 2, 3, 1)",3
127,"(3, 1, -1, 3, 2, 1)",1
128,"(2, 1, -1, 3, 3, 2)",2
129,"(3, 3, -2, 3, 3, 1)",2
130,"(2, 1, -2, 2, 3, 2)",1
131,"(3, 2, -1, 3, 3, 1)",6
132,"(3, 1, -1, 3, 3, 3)",1
133,"(2, 2, -2, 3, 3, 1)",2
134,"(2, 2, -1, 3, 3, 1)",2
135,"(3, 2, -1, 3, 2, 2)",1
136,"(3, 3, -1, 3, 3, 1)",5
137,"(2, 2, -2, 2, 3, 1)",5
138,"(3, 2, -1, 3, 3, 2)",3
139,"(3, 1, -1, 3, 3, 2)",9
140,"(3, 2, -2, 2, 3, 2)",1
141,"(3, 2, -2, 3, 3, 2)",1
142,"(3, 3, -2, 2, 3, 1)",3
143,"(2, 1, -1, 3, 3, 1)",8
144,"(3, 2, -2, 2, 3, 1)",2
145,"(3, 2, -1, 3, 2, 1)",1
146,"(2, 1, -1, 3, 3, 2)",1
147,"(3, 3, -2, 3, 3, 1)",2
148,"(3, 2, -1, 3, 3, 1)",7
149,"(3, 1, -1, 3, 3, 3)",2
150,"(2, 2, -1, 3, 3, 1)",4
151,"(3, 3, -1, 3, 3, 1)",5
152,"(2, 2, -2, 2, 3, 1)",1
153,"(3, 2, -1, 3, 3, 2)",4
154,"(3, 2, -2, 3, 3, 2)",1
155,"(3, 1, -1, 3, 2, 2)",2
156,"(3, 1, -1, 3, 3, 2)",2
157,"(3, 3, -2, 2, 3, 1)",4
158,"(2, 1, -1, 3, 3, 1)",8
159,"(3, 2, -2, 2, 3, 1)",5
160,"(3, 2, -1, 3, 2, 1)",1
161,"(2, 1, -1, 3, 3, 2)",1
162,"(3, 3, -1, 3, 3, 1)",7
163,"(3, 2, -1, 3, 3, 1)",7
164,"(3, 1, -1, 3, 3, 3)",4
165,"(2, 2, -1, 3, 3, 1)",2
166,"(3, 2, -1, 3, 2, 2)",1
167,"(3, 3, -2, 3, 3, 1)",1
168,"(3, 2, -1, 3, 3, 2)",3
169,"(3, 1, -1, 3, 3, 2)",6
170,"(3, 1, -1, 3, 2, 2)",1
171,"(3, 2, -1, 3, 2, 1)",4
172,"(3, 2, -1, 3, 3, 3)",1
173,"(3, 1, -1, 3, 3, 1)",3
174,"(3, 3, -2, 2, 3, 1)",2
175,"(2, 1, -1, 3, 3, 1)",7
176,"(3, 2, -2, 2, 3, 1)",1
177,"(3, 2, -2, 2, 3, 2)",2
178,"(2, 1, -1, 3, 3, 2)",3
179,"(3, 3, -2, 3, 3, 1)",2
180,"(3, 2, -1, 3, 3, 1)",5
181,"(3, 1, -1, 3, 3, 3)",4
182,"(2, 2, -1, 3, 3, 1)",1
183,"(3, 3, -1, 3, 3, 1)",4
184,"(2, 2, -2, 2, 3, 1)",1
185,"(3, 2, -1, 3, 3, 2)",2
186,"(3, 1, -1, 3, 3, 2)",9
187,"(3, 2, -2, 2, 3, 2)",1
188,"(3, 2, -1, 3, 2, 1)",3
189,"(3, 2, -1, 3, 3, 3)",1
190,"(3, 3, -2, 2, 3, 1)",2
191,"(2, 1, -1, 3, 3, 1)",7
192,"(3, 2, -2, 2, 3, 1)",2
193,"(2, 1, -1, 3, 3, 2)",4
194,"(3, 2, -1, 3, 3, 1)",8
195,"(3, 1, -1, 3, 3, 3)",2
196,"(2, 2, -2, 3, 3, 1)",2
197,"(3, 3, -1, 3, 3, 1)",5
198,"(2, 2, -2, 2, 3, 1)",2
199,"(3, 2, -1, 3, 3, 2)",4
200,"(3, 1, -1, 3, 3, 2)",6
201,"(3, 2, -2, 2, 3, 2)",2
202,"(3, 2, -1, 3, 2, 1)",1
203,"(3, 1, -1, 3, 3, 1)",3
204,"(3, 3, -2, 2, 3, 1)",4
205,"(2, 2, -2, 2, 3, 2)",1
206,"(2, 1, -1, 3, 3, 1)",4
207,"(3, 2, -2, 2, 3, 1)",1
208,"(3, 3, -2, 2, 3, 2)",1
209,"(2, 1, -1, 3, 3, 2)",5
210,"(3, 3, -2, 3, 3, 1)",1
211,"(3, 2, -2, 3, 3, 1)",1
212,"(3, 2, -1, 3, 3, 1)",7
213,"(3, 1, -1, 3, 3, 3)",1
214,"(2, 2, -1, 3, 3, 1)",3
215,"(3, 3, -1, 3, 3, 1)",5
216,"(3, 2, -1, 3, 3, 2)",4
217,"(3, 1, -1, 3, 3, 2)",7
218,"(2, 1, -2, 2, 3, 1)",1
219,"(3, 1, -1, 3, 2, 2)",1
220,"(3, 2, -1, 3, 2, 1)",2
221,"(3, 3, -2, 2, 3, 1)",2
222,"(2, 1, -1, 3, 3, 1)",6
223,"(3, 2, -2, 2, 3, 1)",3
224,"(3, 2, -2, 2, 3, 2)",1
225,"(3, 2, -2, 3, 3, 1)",1
226,"(3, 2, -1, 3, 3, 1)",8
227,"(3, 1, -1, 3, 3, 3)",4
228,"(2, 2, -1, 3, 3, 1)",4
229,"(3, 3, -1, 3, 3, 1)",5
230,"(2, 2, -2, 2, 3, 1)",1
231,"(3, 2, -2, 3, 3, 2)",1
232,"(3, 2, -1, 3, 3, 2)",2
233,"(3, 2, -2, 2, 3, 2)",1
234,"(3, 1, -1, 3, 2, 2)",1
235,"(3, 1, -1, 3, 3, 2)",5
236,"(3, 1, -1, 3, 3, 1)",1
237,"(3, 3, -2, 2, 3, 1)",4
238,"(2, 1, -1, 3, 3, 1)",9
239,"(3, 3, -2, 2, 3, 2)",1
240,"(3, 2, -1, 3, 2, 1)",3
241,"(2, 1, -1, 3, 3, 2)",1
242,"(3, 3, -2, 3, 3, 1)",1
243,"(2, 2, -2, 3, 3, 1)",1
244,"(3, 2, -1, 3, 3, 1)",10
245,"(3, 1, -1, 3, 3, 3)",2
246,"(2, 2, -1, 3, 3, 1)",1
247,"(3, 3, -1, 3, 3, 1)",5
248,"(2, 2, -2, 2, 3, 1)",1
249,"(3, 2, -2, 3, 3, 2)",1
250,"(3, 1, -1, 3, 3, 2)",4
251,"(2, 1, -2, 2, 3, 1)",1
252,"(3, 2, -2, 2, 3, 2)",2
253,"(3, 2, -1, 3, 2, 1)",2
254,"(3, 2, -1, 3, 3, 3)",1
255,"(3, 1, -1, 3, 3, 1)",1
256,"(3, 3, -2, 2, 3, 1)",5
257,"(2, 1, -1, 3, 3, 1)",5
258,"(3, 2, -2, 2, 3, 1)",5
259,"(2, 1, -1, 3, 3, 2)",5
260,"(3, 2, -1, 3, 3, 2)",1
261,"(3, 2, -2, 3, 3, 1)",1
262,"(3, 2, -1, 3, 3, 1)",6
263,"(3, 1, -1, 3, 3, 3)",3
264,"(2, 2, -1, 3, 3, 1)",2
265,"(3, 1, -1, 3, 2, 1)",2
266,"(3, 3, -1, 3, 3, 1)",3
267,"(3, 2, -1, 3, 3, 2)",5
268,"(3, 1, -1, 3, 3, 2)",10
269,"(3, -1, 3, 3, 1)",1
270,"(3, 1, -1, 3, 2, 2)",1
271,"(3, 1, -1, 3, 3, 1)",1
272,"(3, 3, -2, 2, 3, 1)",1
273,"(2, 1, -1, 3, 3, 1)",3
274,"(3, 2, -2, 2, 3, 1)",3
275,"(3, 2, -1, 3, 2, 1)",1
276,"(3, 2, -2, 2, 3, 2)",1
277,"(2, 1, -1, 3, 3, 2)",4
278,"(2, 1, -2, 2, 3, 2)",1
279,"(3, 2, -1, 3, 3, 1)",7
280,"(3, 1, -1, 3, 3, 3)",2
281,"(2, 2, -1, 3, 3, 1)",1
282,"(3, 3, -1, 3, 3, 1)",6
283,"(2, 2, -2, 2, 3, 1)",2
284,"(3, 2, -1, 3, 3, 2)",4
285,"(3, 1, -1, 3, 3, 2)",6
286,"(3, 1, -1, 3, 2, 2)",1
287,"(3, 2, -1, 3, 3, 3)",1
288,"(3, 3, -2, 2, 3, 1)",1
289,"(2, 2, -2, 2, 3, 2)",1
290,"(2, 1, -1, 3, 3, 1)",5
291,"(3, 2, -2, 2, 3, 1)",1
292,"(3, 3, -2, 2, 3, 2)",1
293,"(3, 2, -1, 3, 2, 1)",4
294,"(2, 1, -1, 3, 3, 2)",2
295,"(3, 3, -2, 3, 3, 1)",1
296,"(2, 1, -2, 2, 3, 2)",1
297,"(3, 2, -1, 3, 3, 1)",4
298,"(3, 1, -1, 3, 3, 3)",3
299,"(2, 2, -2, 3, 3, 1)",1
300,"(2, 2, -1, 3, 3, 1)",2
301,"(3, 3, -1, 3, 3, 1)",9
302,"(2, 2, -2, 2, 3, 1)",2
303,"(3, 2, -1, 3, 3, 2)",5
304,"(3, 1, -1, 3, 3, 2)",6
305,"(3, 1, -1, 3, 2, 2)",1
306,"(3, 2, -1, 3, 3, 3)",1
307,"(3, 3, -2, 2, 3, 1)",3
308,"(2, 2, -2, 2, 3, 2)",1
309,"(2, 1, -1, 3, 3, 1)",3
310,"(3, 2, -2, 2, 3, 1)",1
311,"(2, 1, -2, 3, 3, 1)",1
312,"(3, 2, -1, 3, 2, 1)",1
313,"(2, 1, -1, 3, 3, 2)",3
314,"(3, 3, -2, 3, 3, 1)",1
315,"(3, 2, -1, 3, 3, 1)",12
316,"(3, 1, -1, 3, 3, 3)",2
317,"(2, 2, -1, 3, 3, 1)",2
318,"(3, 3, -1, 3, 3, 1)",4
319,"(2, 2, -2, 2, 3, 1)",3
320,"(3, 2, -1, 3, 3, 2)",1
321,"(3, 1, -1, 3, 3, 2)",3
322,"(3, 3, -2, 2, 3, 1)",3
323,"(3, 2, -2, 2, 3, 2)",4
324,"(3, 1, -1, 3, 2, 2)",1
325,"(3, 1, -1, 3, 3, 1)",2
326,"(2, 2, -1, 3, 3, 1)",2
