Priority	Fitting Equation	Log10 residual	Log10 residual^2	Euclidean residual	Relative error	True value	Predicted Value
	
1	relRateFor_2pg	3.8533394475237515e-7	1.484822489784265e-13	8.066041734533513e-8	0.00008872645907986865	0.09090909090909091	0.09090917156950826
1	relRateFor_2pg	3.6587935914322856e-7	1.3386770544705963e-13	1.1525552340296841e-7	0.00008424687132330853	0.13680688860321005	0.13680700385873346
1	relRateFor_2pg	3.387717103509047e-7	1.1476627173407728e-13	1.566030445876443e-7	0.00007800509943961463	0.20076000891310186	0.20076016551614645
1	relRateFor_2pg	3.0317225196974107e-7	9.191341436440417e-14	1.987764026711858e-7	0.00006980801514452224	0.2847472489508013	0.28474744772720395
1	relRateFor_2pg	2.598886350013707e-7	6.75421026028757e-14	2.3150506861524534e-7	0.000059841587588379095	0.3868631798468568	0.3868634113519254
1	relRateFor_2pg	2.1193362725879794e-7	4.4915862363071105e-14	2.439976649615261e-7	0.00004879953299230522	0.5	0.500000243997665
1	relRateFor_2pg	1.639786248175401e-7	2.688898939705158e-14	2.3150501737845275e-7	0.00003775748083774022	0.6131368201531432	0.6131370516581606
1	relRateFor_2pg	1.2069502189349102e-7	1.4567288309870275e-14	1.9877631896036974e-7	0.000027791059687472194	0.7152527510491988	0.7152529498255178
1	relRateFor_2pg	8.509558149794039e-8	7.241257990472614e-15	1.5660295327180052e-7	0.000019593983661757696	0.7992399910868982	0.7992401476898515
1	relRateFor_2pg	5.798795009448465e-8	3.3626023561604426e-15	1.1525544185708725e-7	0.000013352219837642678	0.8631931113967899	0.8631932266522317
1	relRateFor_2pg	3.853337910558752e-8	1.4848213052949288e-15	8.06603529523997e-8	8.872638824763968e-6	0.9090909090909091	0.909090989751262
1	absRateFor	2.8081643677069223e-9	7.885787116058819e-18	2.133792065706075e-6	6.466036562745682e-7	330	330.00000213379207
1	absRateFor	2.8081643677069223e-9	7.885787116058819e-18	2.133792065706075e-6	6.466036562745682e-7	330	330.00000213379207
1	absRateFor	2.8081643677069223e-9	7.885787116058819e-18	2.133792065706075e-6	6.466036562745682e-7	330	330.00000213379207
1	absRateFor	2.8081643677069223e-9	7.885787116058819e-18	2.133792065706075e-6	6.466036562745682e-7	330	330.00000213379207
1	absRateFor	2.8081643677069223e-9	7.885787116058819e-18	2.133792065706075e-6	6.466036562745682e-7	330	330.00000213379207
1	absRateFor	2.8081643677069223e-9	7.885787116058819e-18	2.133792065706075e-6	6.466036562745682e-7	330	330.00000213379207
1	absRateFor	2.8081643677069223e-9	7.885787116058819e-18	2.133792065706075e-6	6.466036562745682e-7	330	330.00000213379207
1	absRateFor	2.8081643677069223e-9	7.885787116058819e-18	2.133792065706075e-6	6.466036562745682e-7	330	330.00000213379207
1	absRateFor	2.8081643677069223e-9	7.885787116058819e-18	2.133792065706075e-6	6.466036562745682e-7	330	330.00000213379207
1	absRateFor	2.8081643677069223e-9	7.885787116058819e-18	2.133792065706075e-6	6.466036562745682e-7	330	330.00000213379207
1	absRateFor	2.8081643677069223e-9	7.885787116058819e-18	2.133792065706075e-6	6.466036562745682e-7	330	330.00000213379207
1.	customRatio_1	0.17909962826370673	0.03207667684419794	8.932465677571937e-7	51.04266101469679	1.75e-6	2.6432465677571937e-6
1.	customRatio_1	0.17909962826370673	0.03207667684419794	8.932465677571937e-7	51.04266101469679	1.75e-6	2.6432465677571937e-6
1.	customRatio_1	0.17909962826370673	0.03207667684419794	8.932465677571937e-7	51.04266101469679	1.75e-6	2.6432465677571937e-6
1.	customRatio_1	0.17909962826370673	0.03207667684419794	8.932465677571937e-7	51.04266101469679	1.75e-6	2.6432465677571937e-6
1.	customRatio_1	0.17909962826370673	0.03207667684419794	8.932465677571937e-7	51.04266101469679	1.75e-6	2.6432465677571937e-6
1.	customRatio_1	0.17909962826370673	0.03207667684419794	8.932465677571937e-7	51.04266101469679	1.75e-6	2.6432465677571937e-6
1.	customRatio_1	0.17909962826370673	0.03207667684419794	8.932465677571937e-7	51.04266101469679	1.75e-6	2.6432465677571937e-6
1.	customRatio_1	0.17909962826370673	0.03207667684419794	8.932465677571937e-7	51.04266101469679	1.75e-6	2.6432465677571937e-6
1.	customRatio_1	0.17909962826370673	0.03207667684419794	8.932465677571937e-7	51.04266101469679	1.75e-6	2.6432465677571937e-6
1.	customRatio_1	0.17909962826370673	0.03207667684419794	8.932465677571937e-7	51.04266101469679	1.75e-6	2.6432465677571937e-6
1.	customRatio_1	0.17909962826370673	0.03207667684419794	8.932465677571937e-7	51.04266101469679	1.75e-6	2.6432465677571937e-6
