	ENO	ENO&2pg	ENO&pep
65	1.81446792543e-06	3.82768894342e-06	9.25368008064e-06
66	2.54902218008e-06	5.95553012872e-07	9.40076074753e-06
67	6.26051329804e-06	1.40039869739e-06	8.95068535367e-06
68	3.80198595985e-06	4.47807758721e-06	8.57812052241e-06
69	1.05484508973e-06	5.14308126632e-06	8.91274830745e-06
70	1.96245764262e-06	1.54778514134e-06	9.47175668734e-06
71	2.51139261107e-06	1.71637380366e-06	1.00856525531e-05
72	2.24101992385e-06	3.91118688906e-06	8.82891981232e-06
73	2.98251200095e-06	5.70764698406e-06	8.7025196471e-06
74	1.81890834537e-06	4.43127185169e-06	7.980431589e-06
75	3.67064657336e-06	4.46087325441e-06	8.02464112028e-06
76	1.57788796766e-06	3.25349203657e-06	9.25154291665e-06
77	2.27620929137e-06	4.22581501596e-06	7.27108171418e-06
78	1.77016602604e-06	4.83220546061e-07	9.94386778787e-06
79	2.97880173397e-06	7.39717835929e-06	8.15020193576e-06
80	4.99044080984e-06	5.72464913203e-06	6.69854179042e-06
81	9.26695298621e-07	4.43817018647e-07	1.07028032009e-05
82	3.54205069293e-06	1.79811288376e-06	1.00014169773e-05
83	2.31172929186e-06	4.49599320489e-06	8.8189162437e-06
84	1.98912664315e-06	6.74777247901e-06	7.86361359678e-06
85	1.91147045826e-06	2.71241714586e-06	9.34218106746e-06
86	4.14338831739e-06	4.16813062569e-06	8.87321011163e-06
87	1.12901191756e-06	4.38428766317e-06	9.05523209701e-06
88	4.1101927883e-06	5.71660229886e-06	8.88686369259e-06
89	2.37391594817e-06	2.67272996165e-06	9.18325480904e-06
90	9.77633161472e-07	2.55334564957e-06	9.24393997027e-06
91	1.7547197409e-06	1.84185670495e-06	9.2200379915e-06
92	5.98716593789e-07	2.90135925277e-06	1.04335823563e-05
93	4.40187553568e-06	3.19717954027e-06	9.27989086832e-06
94	2.2293165074e-06	5.35555804295e-06	6.80540265111e-06
95	1.25630339644e-06	5.19565060775e-06	8.42462444494e-06
96	1.38966750268e-06	9.14722303243e-06	5.54749626725e-06
97	2.22173132698e-06	3.35596651061e-06	9.22551650867e-06
98	3.13026532238e-06	4.20479255808e-06	7.3350219273e-06
99	5.99802529727e-06	5.49914649789e-06	5.90275549733e-06
