	ENO	ENO&2pg	ENO&pep
0	3.45221196378e-08	2.65495778159e-14	1.92654778606e-05
1	3.45245787727e-08	2.63457407848e-14	1.92654753931e-05
2	3.45249271393e-08	2.62443562779e-14	1.92654750447e-05
3	3.45257543922e-08	2.6030974534e-14	1.92654742258e-05
4	3.45210120069e-08	2.612791244e-14	1.92654789618e-05
5	3.45228195571e-08	2.65454431239e-14	1.92654771565e-05
6	3.45215752706e-08	2.66515119672e-14	1.92654784049e-05
7	3.45993956957e-08	2.67305359461e-14	1.92654005762e-05
8	3.45742075259e-08	2.5287742682e-14	1.92654257684e-05
9	3.45214856671e-08	2.73902816037e-14	1.92654784946e-05
10	3.45217990107e-08	2.65945520774e-14	1.92654781728e-05
11	3.45210392338e-08	2.75093245966e-14	1.9265478941e-05
12	3.4537630121e-08	2.63605552592e-14	1.926546235e-05
13	3.45210121397e-08	2.52280480361e-14	1.92654789633e-05
14	3.45212201982e-08	2.64307004284e-14	1.92654787541e-05
15	3.45212967871e-08	2.68404707688e-14	1.92654786834e-05
16	3.4520842496e-08	2.57943310047e-14	1.92654791294e-05
17	3.45216387078e-08	2.53634885809e-14	1.92654783415e-05
18	3.45223947929e-08	2.6861004096e-14	1.92654775854e-05
19	3.45213617954e-08	2.64747701613e-14	1.92654786167e-05
20	3.45213799417e-08	2.61653169523e-14	1.92654785993e-05
21	3.45215159889e-08	2.39668780963e-14	1.92654784642e-05
22	3.45212942793e-08	2.69327968069e-14	1.92654786818e-05
23	3.45213599524e-08	2.74146520918e-14	1.92654786203e-05
24	3.45214219633e-08	2.70282304145e-14	1.92654785583e-05
25	3.45367169952e-08	2.53168433628e-14	1.92654632549e-05
26	3.45285244511e-08	2.58961372599e-14	1.92654714474e-05
27	3.45227908188e-08	2.67600513659e-14	1.9265477181e-05
28	3.45210012576e-08	2.60674338443e-14	1.92654789706e-05
29	3.462881481e-08	2.66830034276e-14	1.92653711571e-05
30	3.45230715343e-08	2.66902948194e-14	1.92654769004e-05
31	3.4522227213e-08	2.62284148354e-14	1.9265477753e-05
32	3.4520937817e-08	2.68955471681e-14	1.92654790341e-05
33	3.45211871154e-08	2.65063858742e-14	1.92654787848e-05
34	3.45221714279e-08	2.64305073787e-14	1.92654778088e-05
35	3.45514422952e-08	2.41611711097e-14	1.92654485337e-05
36	3.45748706058e-08	2.55023368063e-14	1.92654251096e-05
37	3.45253180326e-08	2.66888714026e-14	1.92654746538e-05
38	3.4521278428e-08	2.68347935262e-14	1.92654786934e-05
39	3.45211648101e-08	2.61652533796e-14	1.92654788154e-05
40	3.45209861275e-08	2.72467423538e-14	1.92654789857e-05
41	3.45209669476e-08	2.69296520174e-14	1.92654790131e-05
42	3.4692296016e-08	2.63202811258e-14	1.92653076759e-05
43	3.45209712641e-08	2.71403065759e-14	1.92654790037e-05
44	3.45212220883e-08	2.71849244547e-14	1.92654787498e-05
45	3.45208892057e-08	2.42995342984e-14	1.92654790851e-05
46	3.45598055319e-08	2.65579554713e-14	1.92654401663e-05
47	3.45218274452e-08	2.69088531373e-14	1.92654781484e-05
48	3.45326038852e-08	2.64194132719e-14	1.92654673763e-05
49	3.45209390555e-08	2.66677640807e-14	1.92654790328e-05
50	3.45209081956e-08	2.54653568343e-14	1.92654790639e-05
51	3.45304076684e-08	2.61513846003e-14	1.92654695642e-05
52	3.45235033851e-08	2.57039795022e-14	1.92654764685e-05
53	3.46111470379e-08	2.55669081578e-14	1.92653888248e-05
54	3.49709745634e-08	2.63122050319e-14	1.92650289977e-05
55	3.45208625611e-08	2.57554406636e-14	1.92654791093e-05
56	3.45211452358e-08	2.48305558621e-14	1.92654788298e-05
57	3.45302619029e-08	2.68695531743e-14	1.926546971e-05
58	3.47047682204e-08	2.60011075486e-14	1.92652952041e-05
59	3.45401325442e-08	2.60529971189e-14	1.92654598477e-05
60	3.45210617039e-08	2.59300441327e-14	1.92654789103e-05
61	3.45289636255e-08	2.67528008859e-14	1.92654710086e-05
62	3.45250895556e-08	2.71475775192e-14	1.92654748823e-05
63	3.45213324281e-08	2.60314381818e-14	1.92654786478e-05
64	3.45950668084e-08	2.64886932816e-14	1.92654049051e-05
65	3.45363296585e-08	2.69236207182e-14	1.92654636469e-05
66	3.4521278138e-08	2.73043427715e-14	1.92654787021e-05
67	3.45217990955e-08	2.53057004641e-14	1.92654781728e-05
68	3.45212852585e-08	2.65389948254e-14	1.92654786908e-05
69	3.45517795933e-08	2.66113827613e-14	1.92654481924e-05
70	3.45213432818e-08	2.49336994158e-14	1.92654786286e-05
71	3.45225001383e-08	2.6098027355e-14	1.92654774759e-05
72	3.45210693568e-08	2.68824358538e-14	1.92654789025e-05
73	3.45209029649e-08	2.68832656748e-14	1.92654790712e-05
74	3.45211815652e-08	2.70663184979e-14	1.92654787907e-05
75	3.45228103801e-08	2.65301682548e-14	1.92654771615e-05
76	3.45211176891e-08	2.67200160116e-14	1.92654788583e-05
77	3.45209463344e-08	2.66901840459e-14	1.92654790298e-05
78	3.45209057437e-08	2.59778382178e-14	1.92654790724e-05
79	3.45933756837e-08	2.71528247542e-14	1.92654066004e-05
80	3.45209662748e-08	2.59237387284e-14	1.92654790139e-05
81	3.45211607965e-08	2.6645886441e-14	1.92654788191e-05
82	3.45216424028e-08	2.56273632304e-14	1.92654783336e-05
83	3.45210988983e-08	2.65780411349e-14	1.92654788787e-05
84	3.45229596916e-08	2.6630219584e-14	1.92654770205e-05
85	3.45218671432e-08	2.59330630852e-14	1.92654781047e-05
86	3.45220511528e-08	2.61552588257e-14	1.92654779207e-05
87	3.45211557405e-08	2.63717978844e-14	1.9265478817e-05
88	3.45361908363e-08	2.70070038351e-14	1.92654637894e-05
89	3.45210829827e-08	2.59815352594e-14	1.92654788972e-05
90	3.45221352328e-08	2.61584001798e-14	1.92654778366e-05
91	3.45345842616e-08	2.62863411929e-14	1.92654653876e-05
92	3.45212198401e-08	2.69266678191e-14	1.92654787549e-05
93	3.45240452257e-08	2.6977921998e-14	1.9265475935e-05
94	3.45278828565e-08	2.54789091369e-14	1.92654720974e-05
95	3.45237430257e-08	2.56945779577e-14	1.9265476229e-05
96	3.45212286618e-08	2.61735861218e-14	1.92654787432e-05
97	3.45251085392e-08	2.70850536329e-14	1.92654748638e-05
98	3.45217199749e-08	2.62542457968e-14	1.9265478256e-05
99	3.45302614104e-08	2.64984236545e-14	1.92654697146e-05
