	ENO	ENO&2pg	ENO&pep
0	3.35598494999e-06	4.04029990433e-06	5.76300615679e-06
1	2.41169786821e-06	2.90818879911e-06	5.86437039301e-06
2	8.10848622507e-07	2.1478984358e-06	8.20726720324e-06
3	1.77214482068e-06	4.40359462521e-06	5.92740034509e-06
4	4.46840000927e-06	4.07304210808e-06	6.09270503107e-06
5	2.40133967743e-06	7.10262751594e-07	7.10246784246e-06
6	1.43712817964e-06	1.56963990827e-06	7.26250410226e-06
7	6.83221105159e-06	3.55307225275e-06	5.8726235255e-06
8	1.36681429811e-06	4.68277205966e-06	6.11240192877e-06
9	3.39750640643e-06	5.80141038899e-07	7.10517997611e-06
10	4.74856141609e-06	3.31936894418e-06	5.84829265089e-06
11	3.6445863334e-07	5.36080373103e-06	6.49957752162e-06
12	1.01472898878e-06	5.15112977472e-06	5.8622975006e-06
13	1.46327545668e-06	2.11539540336e-06	9.00973518177e-06
14	2.84513651304e-06	2.95947165615e-06	5.8756738942e-06
15	1.97657227236e-06	5.04684206615e-06	5.85237089804e-06
16	2.62537952264e-06	2.92891307758e-06	6.4118682164e-06
17	3.66163780961e-06	4.68916129884e-07	6.13721298131e-06
18	7.05178967809e-06	1.44512068028e-06	6.16743552936e-06
19	2.05322961819e-06	8.49128195128e-07	6.12267523467e-06
20	5.42311209971e-06	4.636206737e-06	4.79830786208e-06
21	2.10747138831e-06	1.99583967724e-06	5.07726078362e-06
22	3.30610230488e-07	2.04019716442e-06	8.6529962693e-06
23	1.76309348683e-06	1.73001786789e-06	8.85203415687e-06
24	3.89789644526e-06	2.24736273004e-06	6.0639260386e-06
25	4.98395147768e-06	1.75987683617e-06	7.08516577743e-06
26	6.28129488635e-07	4.93912332312e-07	1.19088575855e-05
27	3.80159411227e-06	4.41230811113e-06	3.69779957615e-06
28	9.72774677692e-07	1.4991459505e-06	7.5473042212e-06
29	8.37843870288e-06	5.58667442847e-06	3.9948493447e-06
30	2.60354150938e-06	3.78763313616e-06	7.2836956467e-06
31	2.00741225226e-06	1.1492546873e-06	8.25350084442e-06
32	1.14820149262e-06	2.42257304738e-06	8.44143895538e-06
33	3.73620948313e-06	3.62074229348e-06	5.65102763481e-06
34	2.66909789864e-06	2.57489385817e-06	6.22320753656e-06
35	2.44564649336e-06	4.10050075404e-07	9.20522130229e-06
36	2.64110644539e-06	3.02467267125e-06	5.88566029505e-06
37	1.73923227144e-06	2.00168868397e-06	6.24633724026e-06
38	1.75718303621e-06	2.4778575739e-06	7.50338154265e-06
39	1.43415168588e-06	6.07358163331e-07	9.10650185883e-06
40	1.51177179959e-06	5.17375457741e-06	6.79499142002e-06
41	1.65982065668e-06	3.18208669686e-06	5.76675623059e-06
42	1.97937694784e-06	3.8111353073e-06	4.64717389215e-06
43	5.76494356158e-06	3.48977841049e-06	5.82015362163e-06
44	5.94716399056e-06	2.09740128e-06	7.5528869614e-06
45	1.72685568225e-06	9.56420956531e-07	5.88945823631e-06
46	1.91422837316e-06	2.03908672046e-06	5.93903580364e-06
47	3.95664005813e-06	2.35936789014e-06	6.89818256554e-06
48	7.33394330093e-06	3.1894748709e-06	5.92125096191e-06
49	2.42000765478e-06	2.92697594811e-06	7.29512406227e-06
50	2.74563717024e-06	2.04013439406e-06	6.6616945226e-06
51	2.57790006341e-06	2.84663905175e-06	7.50531486158e-06
52	3.28236689411e-06	1.80213228809e-06	7.63782138881e-06
53	5.03987555118e-06	1.96222110693e-06	5.93304824084e-06
54	1.99698685368e-06	7.60370731709e-07	9.70821070818e-06
55	2.04678090271e-06	3.66449988548e-06	6.02451721061e-06
56	7.3176070264e-07	1.81136094621e-06	1.00458511061e-05
57	1.8479121927e-06	2.298444907e-06	5.42400496328e-06
58	1.96676260053e-06	2.31583810839e-06	5.89192481765e-06
59	2.91336504736e-07	2.14177943603e-06	5.96547180778e-06
60	4.4148782235e-06	9.55839429709e-07	6.37136533957e-06
61	7.8997617937e-07	2.63141004004e-06	5.88952356061e-06
62	4.86418428188e-06	5.71723369443e-06	5.86065576606e-06
63	9.54965109528e-07	1.55992350413e-06	7.22110208025e-06
64	1.47072693492e-06	2.30983430928e-06	6.27543816567e-06
65	1.65333634911e-06	2.75929144664e-06	7.56891038645e-06
66	2.38635992569e-06	3.46547465869e-07	7.69247042009e-06
67	6.83743584745e-06	7.07256107983e-07	5.92805800065e-06
68	3.73616073725e-06	3.40147982732e-06	6.1872923792e-06
69	9.36019413777e-07	3.27897717049e-06	7.70582910409e-06
70	1.79782506388e-06	1.22848569387e-06	7.87249602825e-06
71	2.35030545159e-06	1.2777770221e-06	8.85077592167e-06
72	2.07625914529e-06	2.60307501076e-06	6.36385995805e-06
73	2.84162747677e-06	3.54829687983e-06	6.67188944883e-06
74	1.65921406906e-06	3.55603740977e-06	6.20210270659e-06
75	3.58889088415e-06	2.89797905547e-06	5.90400132485e-06
76	1.42557342137e-06	2.6735326508e-06	7.25837276512e-06
77	2.10986496379e-06	2.82082253069e-06	5.90755811613e-06
78	1.61038741896e-06	2.55501303175e-07	7.58209193291e-06
