	ENO	ENO&2pg	ENO&pep
79	2.83721168178e-06	4.77856752815e-06	6.01943203644e-06
80	5.16663914948e-06	4.75764199577e-06	5.89078243557e-06
81	8.19040895683e-07	4.45791858404e-07	1.07547860408e-05
82	3.44498158964e-06	1.53495741735e-06	8.65351811322e-06
83	2.14590853651e-06	3.795128803e-06	6.40208704541e-06
84	1.82401286378e-06	4.37166520676e-06	6.02108890333e-06
85	1.74817140638e-06	1.92858509445e-06	7.93187381853e-06
86	4.12825942244e-06	2.64906294196e-06	5.94060585997e-06
87	1.00431292728e-06	2.26152117846e-06	6.05421993949e-06
88	4.09424668499e-06	3.28837662208e-06	6.39594709941e-06
89	2.21027186757e-06	1.5799911037e-06	6.00445634908e-06
90	8.66126362421e-07	1.72462438806e-06	6.98898722348e-06
91	1.59604358894e-06	1.7077442227e-06	5.89689524675e-06
92	5.22735157711e-07	2.06470011598e-06	9.96827394351e-06
93	4.43246531475e-06	2.66284242039e-06	8.28846549499e-06
94	2.06725486612e-06	3.04327269276e-06	4.94678081174e-06
95	1.12568555469e-06	3.90217597733e-06	5.88218117795e-06
96	1.24774794657e-06	5.84013328463e-06	4.5879590371e-06
97	2.05529952091e-06	2.42207561395e-06	6.30676015775e-06
98	3.00252044431e-06	2.96954354868e-06	5.87654339183e-06
99	6.48457837977e-06	3.58185865033e-06	4.97179360292e-06
