frame	deltaG
1	-23.6068
2	-19.7569
3	-22.7657
4	-24.3673
5	-2.8057
6	-0.5133
7	-23.6256
8	-26.4567
9	-31.8094
10	-33.8192
11	-27.7254
12	-40.0487
13	-43.394
14	-34.5313
15	-34.7121
16	-34.2298
17	-34.2806
18	-43.6972
19	-37.7153
20	-37.874
21	-40.4638
22	-30.7183
23	-49.8668
24	-31.5526
25	-38.9958
26	-31.5214
27	-15.8285
28	-38.9276
29	-31.6978
30	-38.1652
31	-44.1
32	14.8003
33	8.0601
34	-0.8649
35	6.9805
36	-0.6867
37	-10.0301
38	-28.974
39	-1.4652
40	-32.6946
41	-18.6586
42	-31.0036
43	-35.2608
44	15.8185
45	-19.4418
46	-33.1971
47	-40.8644
48	-41.7245
49	-19.3319
50	-52.3149
51	-31.8015
52	-41.0121
53	-25.1401
54	-1.8336
55	-3.8957
56	-20.4813
57	-19.5872
58	-33.1242
59	-49.4002
60	-24.6159
61	-34.2836
62	-42.7755
63	-27.9387
64	-33.7078
65	-35.6176
66	-26.7382
67	-35.9059
68	-30.3014
69	-37.3796
70	-29.1242
71	-22.756
72	-24.3148
73	-28.4995
74	-30.694
75	-33.8176
76	-40.6328
77	-25.9165
78	-38.0098
79	-35.7744
80	-23.2647
81	-25.4005
82	-26.1812
83	-27.0336
84	-24.4235
85	-10.1344
86	-26.5751
87	-18.9763
88	-4.8466
89	-41.8793
90	-14.7379
91	-6.0309
92	-17.8655
93	1.5773
94	-40.1145
95	-36.6553
96	-8.7238
97	-23.6806
98	-20.2101
99	-39.9754
100	-34.4542
101	-43.7006
102	-27.4917
103	-12.7864
104	10.2104
105	-21.7548
106	-24.7006
107	-29.5247
108	-28.2711
109	-39.2231
110	-26.3656
111	-36.9877
112	-30.516
113	-35.9437
114	-32.5181
115	-24.6533
116	-41.0592
117	-39.8492
118	-38.6841
119	-36.8515
120	-34.3071
121	-33.428
122	-29.9474
123	-22.1483
124	-22.2984
125	-25.1166
126	-23.7299
127	-8.3323
128	-36.6486
129	-21.6291
130	-46.7238
131	-20.8332
132	-37.5438
133	-38.9967
134	-21.1418
135	-35.5394
136	-18.618
137	-34.6821
138	-42.8775
139	-23.3493
140	-36.1333
141	-27.1413421429
143	13.4854246007
