	v_tala21	v_tala22	v_tala23	v_tala24	v_tala25	v_tala26
50	-1.75344907051e-13	-1.37799195882e-13	-3.16553153048e-17	-1.13129395175e-13	9.35598712219e-16	1.47451495458e-15
51	-1.87411907824e-13	1.20102495657e-15	1.26301421578e-15	-1.20377449328e-13	0.0	-9.13680819913e-14
52	-7.57145404316e-14	-1.26382391152e-13	-1.44841376984e-13	-1.14713794019e-13	-1.3373823533e-13	-5.78023482485e-14
53	-5.34852462883e-13	-4.89093574668e-13	-3.2676081147e-13	-4.76400508127e-13	-3.29300453415e-13	-4.75867080658e-13
54	-1.83451669654e-13	-3.16635606623e-13	-1.8267887745e-13	-7.40162868062e-14	-2.75155332546e-13	-1.77115266897e-14
55	-3.20299342604e-13	-3.1234484942e-13	-1.76319963946e-13	-3.12638803734e-13	-2.05869609554e-13	-3.19425041972e-13
56	-2.85944878886e-13	-3.70236122576e-13	-3.69686953847e-13	-2.85939241035e-13	-1.59508447032e-13	-1.18784627588e-13
57	-1.22450779307e-13	-1.92933065086e-13	-1.60157216672e-13	-1.17548914938e-13	-1.45255071263e-13	-1.19014688512e-13
58	-6.52700116177e-13	-5.88307180749e-13	-5.88099013932e-13	-5.00455633965e-13	-5.88182057042e-13	-3.46510343476e-13
59	-4.64229213881e-14	-4.12308330381e-14	-6.74607871193e-15	-6.32827124036e-15	-3.47424725707e-14	-6.19643225619e-15
60	-9.78686939433e-14	-1.04249942012e-13	-5.68171811682e-14	-5.71285369271e-14	-6.62327451998e-14	-6.61198526486e-14
61	-4.48110840968e-13	-5.63302185387e-13	-4.52744653291e-13	-4.02344824124e-13	-5.53668222381e-13	-4.0261559684e-13
62	-3.95595015079e-14	-9.15106681296e-14	-1.44734078238e-14	-1.46228515407e-14	-2.13162820728e-14	-1.32394095687e-14
63	-2.71704045981e-14	-3.3559841104e-13	-2.54625930529e-14	-8.77482765269e-15	-1.06467762259e-13	-3.92827453509e-15
64	-1.84811259178e-13	-2.4433016374e-13	-1.84474600851e-13	-5.54677831444e-14	-2.27373675443e-13	-1.44502465549e-14
65	-4.27435864481e-15	-1.8448038778e-14	1.42655256097e-15	-3.5728256291e-15	5.29883483012e-15	-3.13507900196e-15
66	-1.73945723819e-13	-1.00513456065e-13	-2.06317710312e-14	-1.73946686048e-13	-5.68434188608e-14	-5.75363866794e-14
67	-3.65827268652e-13	-3.45430823702e-13	-2.5445093691e-13	-4.19612532655e-13	-2.54186970951e-13	-3.66046806039e-13
68	-2.89157586764e-13	-1.48028941535e-13	-3.07269671946e-14	-2.12219178591e-13	-3.88338720989e-14	-1.47892115221e-13
69	-1.96064986349e-14	-2.71560456956e-14	2.94472359366e-14	-6.38513764431e-15	1.68594894718e-14	-2.01867602495e-15
70	-2.39930362904e-13	-1.69313185434e-13	-1.45451664222e-13	-1.25855001334e-13	-1.06790835872e-13	-6.50823795897e-14
71	-5.77598542996e-14	-9.86594703503e-14	9.89957898642e-16	-4.93483292424e-14	-1.09461051334e-14	7.47669206278e-16
72	-4.68514116392e-13	-4.56856774633e-13	-4.44900098207e-13	-2.12054603477e-13	-3.82724017409e-13	-1.21073723963e-13
73	-2.4491756076e-13	-2.5723261005e-13	-2.35576190039e-13	-2.35994817438e-13	-2.36935145982e-13	-1.87135029694e-13
74	-5.5577515585e-13	-9.37812327795e-13	-7.5980621263e-13	-1.79555351978e-13	-7.03294088684e-13	-8.76312911124e-14
75	-2.33684389385e-13	-4.34937086618e-13	-3.12731689367e-13	-1.22295362314e-13	-3.11788897651e-13	-9.68109632445e-14
76	-1.80253801794e-13	-3.51644305037e-13	-2.73812697234e-13	-1.79292995381e-13	-3.24589557706e-13	-1.55805923718e-13
77	-7.94322554509e-13	-4.41447747768e-13	-3.64884778479e-13	-3.87539033796e-13	-5.45840228485e-13	-3.68215874458e-13
78	-5.95616715942e-13	-5.1550490222e-13	-3.62641991089e-13	-5.91957038942e-13	-5.00667283782e-13	-4.99051212681e-13
79	-2.38300041321e-13	-2.34380291325e-13	-1.87976966892e-13	-2.30765303784e-13	-1.94881315404e-13	-1.89646909288e-13
80	-5.09678020275e-15	-2.08730466722e-14	1.87532416896e-15	-3.33066907388e-16	-9.23912368053e-15	-9.50585096748e-15
81	-1.37199279715e-14	-1.25288668329e-13	-7.56482753501e-14	-8.30652007681e-15	-7.56485260718e-14	-1.41830991396e-14
82	-5.19384933147e-13	-3.15677331145e-13	-3.23290934225e-13	-4.17824764587e-13	-4.04083640463e-13	-3.93350415038e-13
83	-1.5160962763e-13	-3.600271665e-13	-3.52877449483e-13	-1.57917495541e-13	-3.52876338176e-13	-1.08684274688e-13
84	-1.78808292635e-13	-1.94048539715e-13	-1.98630340826e-13	-1.73121716615e-13	-3.23217333838e-13	-1.24869854582e-13
85	-3.32957687571e-13	-2.34161458669e-13	-1.17842747279e-13	-1.69679483138e-13	-1.71773534931e-13	-1.69919633919e-13
86	-5.46613535685e-14	-5.49255194278e-14	1.01455302493e-14	-1.0497245434e-14	-1.33686193626e-15	-1.04916075827e-14
87	-5.21063396694e-13	-5.39612225617e-13	-3.85612498015e-13	-5.05220770276e-13	-4.49555743651e-13	-4.47529383343e-13
88	-5.38735722699e-14	-1.64312736594e-14	-1.07075061166e-14	-5.18925180604e-14	-6.15324035214e-15	-6.5853572595e-14
89	-1.4391149405e-13	-9.54009820361e-14	-2.01383336818e-14	-1.38750447763e-13	-2.81424325033e-15	-1.24385155225e-13
90	-1.50680229199e-13	-2.63785087523e-13	-1.18851485592e-13	-5.5627811385e-14	-2.17062409645e-13	-8.28868224056e-14
91	-1.2363916992e-13	-1.26360754542e-13	-5.01978423021e-14	-1.00928488657e-13	-1.05229981155e-13	-7.10705366086e-14
92	-4.14749658906e-13	-4.03825146337e-13	-1.03806042538e-13	-4.14648716296e-13	-3.10579890256e-13	-1.65866398307e-13
93	-5.44643201524e-13	-3.75400502784e-13	-3.02772208211e-13	-3.97538772734e-13	-2.07660408305e-13	-3.97494537285e-13
94	-1.57192401457e-13	-1.4859404126e-14	-3.79713621657e-14	-1.17484967338e-13	-1.48030933757e-14	-3.86002942934e-14
95	-9.63673585375e-14	-1.03536957111e-13	-1.50228950373e-14	-1.60092208587e-14	-6.5565222251e-14	-1.40893156517e-14
96	-2.02948768901e-13	3.77031305482e-17	8.47982979408e-15	-2.00320988096e-13	5.15624191564e-15	-1.93189160416e-13
97	-6.11410136522e-13	-3.18290410846e-13	-2.68974055404e-13	-6.09467337709e-13	-3.57024881935e-13	-6.09721847393e-13
98	-1.15066376566e-13	-3.3045788328e-13	-3.29832515467e-13	-1.15046312049e-13	-3.6326150421e-13	-7.39190406476e-14
99	-1.81696854556e-13	-1.69306802193e-13	-1.48904482223e-13	-1.84411256339e-13	-1.60170325354e-13	-2.10318185936e-13
