	v_tala21	v_tala22	v_tala23	v_tala24	v_tala25	v_tala26
0	-4.05778749902e-13	-2.12187011668e-13	-7.61704745502e-14	-1.83741910575e-13	-9.94759830064e-14	-1.55793584142e-13
1	-3.58730785962e-13	-3.64975465215e-13	-4.01571791363e-13	-2.38253861085e-13	-3.57122473683e-13	-2.17423301585e-13
2	-1.26584296701e-14	-1.64238739796e-14	-1.5633365235e-14	5.42794975633e-15	-1.63856795699e-14	3.91962327938e-14
3	-1.11159797255e-12	-7.25955279506e-13	-4.68263096484e-13	-5.39256227834e-13	-3.2980129722e-13	-7.24229287245e-13
4	-2.0569808877e-13	-8.16013923099e-14	-2.6689262779e-15	-5.68434188608e-14	-8.82627304577e-15	-5.30270272137e-14
5	-3.71661035281e-13	-1.82718193332e-13	-2.58806864828e-13	-2.60491281323e-13	-2.03347660433e-13	-9.24850473982e-14
6	-4.6758725906e-15	-2.09676853245e-13	-4.83575852972e-15	9.41458824961e-15	-1.00965663239e-13	9.40087309213e-15
7	-3.81510463141e-13	-3.24813120194e-13	-3.228617799e-13	-3.61728008658e-13	-3.6978613124e-13	-3.1638943852e-13
8	-2.34446722425e-13	-1.34656175099e-13	-1.25439308056e-13	-2.52510391204e-13	-1.2848938222e-13	-2.32649240584e-13
9	-2.21231117871e-13	-3.12143438538e-13	-2.65656888035e-13	-2.00838423583e-14	-1.34264086936e-13	-1.11027181372e-14
10	-4.93375197468e-13	-2.59368915234e-13	-2.70230547466e-13	-2.70930955622e-13	-2.59854637807e-13	-2.70318489815e-13
11	-4.48280301768e-13	-2.84175921727e-13	-3.61217999956e-13	-1.99840144433e-13	-3.03869254791e-13	-2.50029055619e-13
12	-3.82515718454e-13	-1.60556009948e-13	-1.17859752313e-13	-2.43697301379e-13	-1.20371172814e-13	-1.79782834534e-13
13	-4.05376538001e-13	-3.3152126877e-13	-3.09929294414e-13	-1.65300444773e-13	-3.82432507632e-13	-8.09885063744e-14
14	-2.22084798332e-13	-3.12803927725e-13	-3.52774294423e-13	-7.83898431735e-14	-3.53660009671e-13	-1.52083207139e-14
15	-2.94249786212e-13	-1.50964446022e-13	-1.27855340789e-13	-2.94240868649e-13	-1.28116064307e-13	-2.02213449436e-13
16	-3.36083273028e-13	-1.84701849626e-13	9.83463527629e-15	-2.23601952926e-13	-1.10949796442e-14	-2.16219403493e-13
17	-6.74188766067e-13	-5.48468226131e-13	-5.50142617144e-13	-6.77214632028e-13	-5.35553108208e-13	-5.34790622702e-13
18	-6.18201379031e-13	-5.94302385082e-13	-2.74460484315e-13	-4.92063177314e-13	-2.53569734654e-13	-2.21987369215e-13
19	-2.06582174327e-13	-2.84342617811e-13	-2.24161912854e-13	-1.47812341658e-13	-2.5504036681e-13	-1.42521472326e-13
20	-3.98569638936e-13	-9.13713549267e-14	-1.21869738422e-13	-1.48490161139e-14	-1.07070277124e-13	-1.22200433637e-13
21	-5.7195243821e-13	-5.20103295013e-13	-4.81243861154e-13	-5.59385728656e-13	-4.70014652199e-13	-5.30583281304e-13
22	-1.45217171621e-13	-5.41997002834e-14	1.881083993e-15	-1.44955241929e-13	-1.87740448188e-15	-1.2115200336e-13
23	-4.3227757257e-13	-5.03731374646e-13	-4.97894926311e-13	-2.55877811344e-13	-3.99009926662e-13	-2.34754246207e-13
24	-2.01144656486e-13	-2.04130373087e-13	-1.9635530181e-13	-2.00608132265e-13	-2.0122573448e-13	-2.0273366319e-13
25	-5.80054775913e-13	-5.78849007572e-13	-5.79809404021e-13	-4.36529522111e-13	-5.80156785785e-13	-4.34828144628e-13
26	-3.20368731543e-13	-3.24080992348e-13	-3.60987185172e-13	-1.31950006477e-13	-1.47752212483e-13	-4.69719342632e-14
27	-1.04506714968e-13	-2.91815311878e-13	-2.99895155774e-13	-6.05826153133e-14	-2.99891618564e-13	-3.2481341835e-14
28	-1.49090917563e-13	-4.50982838313e-14	-2.64992224669e-14	-1.49147994031e-13	-5.50375717223e-14	-1.48882981139e-13
29	-6.99870120625e-15	-1.66459524658e-13	-7.56660867589e-14	-4.15352431268e-15	-1.13698113424e-13	-6.8452188362e-15
30	-2.1949170522e-13	-3.15135030159e-13	-3.85515946423e-13	-2.1906036555e-13	-1.39444594652e-13	-3.07804725718e-13
31	-4.95733391403e-13	-5.6597607189e-13	-5.13306966919e-13	-3.97784886627e-13	-4.95788279138e-13	-3.97578088615e-13
32	-1.04098753407e-12	-5.30944374837e-13	-7.03900401644e-13	-7.79166505892e-13	-5.37385755469e-13	-5.33026097219e-13
33	-5.65413282871e-13	-3.6160183463e-13	-2.44881777006e-13	-4.68920800627e-13	-2.34245336954e-13	-3.34396979508e-13
34	1.36609473733e-15	-1.36706509828e-14	1.81305911582e-14	-7.6397221882e-15	1.30678752324e-14	1.8116035744e-14
35	-5.19773900841e-13	-4.73457027977e-13	-3.36405804539e-13	-4.56638646709e-13	-3.4588423705e-13	-4.12466298638e-13
36	-6.35866691603e-13	-3.6109022673e-13	-2.74778448625e-13	-6.33239988224e-13	-2.78741710703e-13	-5.3412745689e-13
37	-4.18109991074e-13	-1.1857181903e-13	-1.05233415027e-13	-1.44913595013e-13	-1.05228326053e-13	-1.24377775874e-13
38	-7.4216048346e-13	-5.85718539642e-13	-5.85743259451e-13	-7.41486733125e-13	-5.85584152783e-13	-5.98880862436e-13
39	-5.40353284578e-14	-7.1378538117e-14	-1.20950487446e-13	1.34649778306e-15	-7.45135290275e-14	-1.12204082831e-15
40	-5.21862202974e-13	-5.07927033766e-13	-5.18297996752e-13	-4.09259296374e-13	-4.63395523397e-13	-3.83790221825e-13
41	-2.05174229386e-13	-2.04546882904e-13	-2.52586495421e-13	-2.53366714409e-13	-1.4335655872e-13	-1.1011791522e-13
42	-1.26434146898e-12	-1.03768308236e-12	-4.77369015763e-13	-9.67843223642e-13	-6.52700983539e-13	-5.29749204572e-13
43	-1.01440083005e-13	-6.37844811691e-14	-3.06353385585e-14	-5.68291649904e-14	-4.79502640935e-14	-4.65563189129e-14
44	-9.1704421834e-14	-1.66059657344e-13	-8.59029373242e-14	-8.59451398938e-14	-8.62603716754e-14	-9.54540266274e-14
45	-1.06137321154e-13	-2.39683273229e-13	-1.75337852961e-14	-1.05851898156e-13	-5.14362586811e-14	-2.64552919502e-14
46	-2.8173089675e-13	-2.9604270424e-13	-2.9466992133e-13	-2.57150203908e-13	-2.80735026561e-13	-2.56141218262e-13
47	-2.9531932455e-13	-1.59680726758e-13	-1.59041183001e-13	-3.41060513165e-13	-8.34153845173e-14	-3.26290576047e-13
48	-2.18646203709e-13	-1.31279488419e-13	2.82697754366e-14	-5.29610467352e-14	2.47119355144e-14	-2.06342443674e-14
49	-3.57133979779e-13	-4.01454097829e-13	-4.01523208942e-13	-3.78971160009e-13	-4.0152147083e-13	-3.78892186045e-13
