	GAPD	GAPD&nad	GAPD&nad&g3p	GAPD&nad&g3p&pi	GAPD&nadh	GAPD&nadh&13dpg
0	1.74404650009e-08	5.93427676482e-05	1.65502808239e-09	3.98245063031e-07	1.14600143278e-06	6.96341028869e-06
1	1.59164480446e-08	5.85344402536e-05	1.36436062685e-09	1.30131345066e-06	7.52067862543e-07	5.54497922257e-06
2	1.23273737401e-08	5.98194833532e-05	1.00265286052e-09	1.37212335559e-06	4.80019000582e-07	5.35202214467e-06
3	1.50666867891e-08	5.78507408851e-05	1.58035231424e-09	5.66829780274e-07	5.56870589134e-07	6.35754320775e-06
4	1.69737358714e-08	5.66435087375e-05	1.7440694346e-09	7.70144311058e-07	5.57663206698e-07	6.26112507528e-06
5	1.61702842054e-08	5.96314713975e-05	1.34099035151e-09	5.92346690334e-07	7.48477574838e-07	5.46578858189e-06
6	1.56289317265e-08	5.82191530427e-05	8.55075523898e-10	1.12791299662e-06	1.04032624788e-06	5.4021833619e-06
7	1.81461740093e-08	5.90316072277e-05	1.56496436287e-09	1.00269566394e-06	6.7808483808e-07	6.54334435331e-06
8	1.99825433718e-08	5.63484890552e-05	1.59696671144e-09	3.11158370977e-07	1.02393554389e-06	6.90434510043e-06
9	2.45484590347e-08	5.68715701547e-05	1.20863166279e-09	8.6646971851e-07	7.50429005547e-07	7.21447786418e-06
10	1.88079083218e-08	6.02611935592e-05	1.14347921127e-09	6.25564672931e-07	7.67660157149e-07	3.92556679259e-06
11	1.94122545187e-08	5.77589492848e-05	1.46019352193e-09	1.09980713192e-06	8.21874019918e-07	8.03026162082e-06
12	1.79318228827e-08	6.03090165993e-05	7.16165583238e-10	1.23672127283e-06	5.9138917858e-07	2.97878429096e-06
13	2.82286244362e-08	5.73266725712e-05	1.23849866457e-09	5.92384222112e-07	5.69115191804e-07	6.8949854895e-06
14	1.92808107163e-08	5.76441777099e-05	1.89971883437e-09	7.75723936635e-07	6.09546437372e-07	7.30158911061e-06
15	1.84170776577e-08	5.73953705418e-05	1.25176484538e-09	6.41386127206e-08	9.54435456784e-07	4.88769757955e-06
16	1.79866153727e-08	5.46802251477e-05	1.29042616708e-09	9.70365825075e-07	6.3838787867e-07	5.30444859067e-06
17	1.99380933258e-08	5.52179121753e-05	1.79517542243e-09	1.30096365185e-06	8.26718655634e-07	7.57189924308e-06
18	1.72726860581e-08	5.93606284559e-05	1.38094718237e-09	6.01468580206e-07	7.24284683629e-07	4.26991736405e-06
19	1.60641430757e-08	5.72931574538e-05	1.87301487746e-09	1.29237235012e-06	8.71245273889e-07	4.57794144912e-06
20	1.47699874795e-08	5.89479908724e-05	1.14499003827e-09	3.79907038134e-07	1.29342911284e-06	3.77632420409e-06
21	1.65461227867e-08	5.92815144376e-05	1.31003466978e-09	3.32956873721e-07	9.13857061529e-07	5.89954698406e-06
22	1.91735434064e-08	5.65473269183e-05	1.7913593947e-09	4.72568934564e-07	1.27834684126e-06	5.21694984764e-06
23	1.40743808377e-08	5.9012719794e-05	1.14448301932e-09	1.11957099133e-06	7.78894768075e-07	4.69698190354e-06
24	2.38948841703e-08	6.02631553138e-05	1.00864203448e-09	4.73112747947e-07	5.5185895057e-07	5.68923661776e-06
25	1.17018922437e-08	5.82934606467e-05	1.45216108479e-09	1.23044788393e-06	8.3694579694e-07	5.88323280604e-06
26	2.38702348646e-08	5.58568339416e-05	1.36498467401e-09	1.5881111923e-06	1.09767583259e-06	7.36136060782e-06
27	1.50852270309e-08	5.97221450765e-05	2.19798086151e-09	7.12744803369e-07	4.0119507091e-07	6.68434025762e-06
28	2.35483418207e-08	5.80024507099e-05	9.91189706857e-10	1.05968535923e-06	9.95453158386e-07	5.85811897309e-06
29	1.35628096394e-08	5.75460034929e-05	1.91710630378e-09	1.66602641558e-07	1.31183841567e-06	6.21258345138e-06
30	1.65675733292e-08	5.84552595296e-05	1.58802499103e-09	1.01134704305e-06	8.76265790334e-07	4.99212265645e-06
31	1.37135634668e-08	5.84790375132e-05	1.40370138896e-09	5.5195611307e-07	8.44230108245e-07	5.03179163687e-06
32	1.80355848316e-08	5.82413298226e-05	1.29278998606e-09	7.01039803611e-07	5.67377313522e-07	5.26923910355e-06
33	2.23323331138e-08	5.69825177585e-05	1.33960907049e-09	1.86273759738e-06	1.51972375433e-06	4.18434822467e-06
34	1.77176204982e-08	5.90650155834e-05	1.38917832283e-09	5.32397568182e-07	8.4399123697e-07	6.82848236957e-06
35	2.17629599998e-08	5.953148012e-05	1.42949300344e-09	1.97697708407e-07	5.68994492173e-07	7.52466912015e-06
36	1.46220259896e-08	5.99805119873e-05	1.11662325248e-09	5.71667896971e-07	8.20217636443e-07	4.36548742139e-06
37	2.54370333642e-08	5.79252777709e-05	9.29619986578e-10	1.05678565634e-06	8.41255963731e-07	6.45045934125e-06
38	1.65801303193e-08	5.70355371957e-05	1.25566375624e-09	1.72790036461e-06	6.13093268368e-07	7.35169991679e-06
39	1.39281460117e-08	5.87081127744e-05	2.38640097935e-09	5.21139210583e-07	7.43895001164e-07	7.4623494674e-06
40	1.88139646481e-08	5.91670276462e-05	1.77749862461e-09	1.43003099329e-07	6.6106245484e-07	6.91757960762e-06
41	2.13640962228e-08	5.90364649091e-05	1.4524055554e-09	9.98756705261e-07	5.81935462654e-07	5.96164683425e-06
42	1.50504397771e-08	6.01207725919e-05	9.03292798183e-10	6.54976356405e-07	7.20226116779e-07	4.20792525412e-06
43	2.32016924023e-08	5.69351169866e-05	1.68160293666e-09	5.72514172257e-07	1.17941063204e-06	7.35397208176e-06
44	1.37316143183e-08	6.02438626403e-05	1.67660504246e-09	8.42898353626e-08	4.21566880896e-07	4.9434809809e-06
45	2.25201620249e-08	5.70321755327e-05	1.34272905745e-09	4.85638583858e-07	1.06722237657e-06	6.60554439456e-06
46	2.34737910618e-08	5.60477012599e-05	9.78118613312e-10	8.46080153407e-07	9.98277499126e-07	5.04495305345e-06
47	2.23511754745e-08	5.86265585601e-05	1.07253813805e-09	7.49693156688e-07	6.60576209654e-07	4.38984242486e-06
48	1.56700407739e-08	5.52359122767e-05	1.79656453832e-09	9.78965527606e-07	9.4384893748e-07	7.88665433889e-06
49	1.73579500665e-08	6.0289904036e-05	1.07591026914e-09	3.07466730318e-07	6.83435964078e-07	5.89093034406e-06
50	2.03484198667e-08	5.66320309277e-05	1.35440500561e-09	1.86654582215e-07	1.55951979323e-06	7.50352347599e-06
51	1.33586809321e-08	5.77220141081e-05	1.68032806471e-09	4.89077190871e-07	5.00636979716e-07	7.86762806953e-06
52	1.60130971892e-08	5.83739897713e-05	1.00780013106e-09	2.14330561343e-06	7.89748107764e-07	4.41873356455e-06
53	1.40412350503e-08	5.77677358365e-05	1.68726427272e-09	2.31696864037e-07	8.31841908029e-07	6.57422313231e-06
54	2.18647715069e-08	5.94228279327e-05	1.22343687064e-09	5.25956106219e-07	6.5254217378e-07	4.74218795001e-06
55	1.40406285942e-08	5.97199188925e-05	1.22228821479e-09	5.15820925422e-07	6.30801212941e-07	4.64493247684e-06
56	1.48115663476e-08	5.93095882128e-05	1.43038636133e-09	1.87070906812e-06	7.64888652965e-07	4.46251788374e-06
57	1.81967218999e-08	5.82706715443e-05	2.01575015984e-09	3.39452322902e-07	5.74485014853e-07	7.77472158054e-06
58	1.28442015216e-08	5.64904296207e-05	1.23168119837e-09	1.62088387735e-06	7.55173176472e-07	6.59310459162e-06
59	2.15273222849e-08	5.97219869986e-05	1.05281787559e-09	5.52937723619e-07	5.86749523294e-07	5.46755101029e-06
60	2.26075366682e-08	5.9825546278e-05	1.25383191446e-09	4.46453656685e-07	6.20170271536e-07	5.62422995913e-06
61	2.11811433902e-08	5.90166900975e-05	8.17927612504e-10	8.43325264452e-07	5.12960876136e-07	5.49341540284e-06
