	GAPD	GAPD&nad	GAPD&nad&g3p	GAPD&nad&g3p&pi	GAPD&nadh	GAPD&nadh&13dpg
23	6.78815591242e-08	5.59308568349e-05	1.88723697082e-08	1.25211752863e-06	4.73571081758e-06	2.22925116719e-07
24	4.62362206856e-08	5.62184320688e-05	3.922081767e-08	7.9673029469e-07	4.86816340768e-06	3.80512037468e-07
25	5.98642111523e-08	5.55010315878e-05	2.27108569389e-08	3.47175088591e-07	5.43745262747e-06	1.12511757936e-06
26	5.49229393241e-08	5.46578598582e-05	1.92118952404e-08	6.23857244292e-07	5.31502575114e-06	6.91046693715e-08
27	3.94356057006e-08	5.89475659516e-05	1.38923028444e-08	4.09375294901e-07	3.81686849792e-06	5.58584988623e-07
28	5.71929055763e-08	5.56988592324e-05	1.89721591564e-08	9.78901874173e-07	5.03007028671e-06	3.08172931328e-07
29	6.94537035566e-08	5.40926449601e-05	2.04397780837e-08	1.06454331633e-06	5.0132680715e-06	7.53622863699e-08
30	5.33949129106e-08	5.77772516818e-05	1.49709952845e-08	3.6715657782e-07	3.07611888817e-06	5.86233065767e-07
31	5.9687805748e-08	5.62565762954e-05	2.23706222723e-08	6.71959133859e-07	4.48030784139e-06	1.60584399701e-06
32	6.65620431271e-08	5.5407907942e-05	2.02672066863e-08	2.19452291878e-06	4.61609551664e-06	8.62901640073e-07
33	5.34056878758e-08	5.23004384051e-05	1.53440970648e-08	3.55091419963e-07	5.34258756662e-06	3.44396851012e-07
34	5.53053002216e-08	5.55622324317e-05	3.3631513132e-08	1.92774723351e-06	4.88447226906e-06	5.57805375682e-08
35	5.90305646002e-08	5.50322319699e-05	2.01593799813e-08	4.20249384399e-07	4.15620703508e-06	2.71605161504e-07
36	4.80583783218e-08	5.66252768478e-05	1.58349942451e-08	2.5352216053e-06	2.65511880045e-06	2.32690795741e-06
37	8.87835546446e-08	5.41973619534e-05	1.64019575375e-08	5.44392575118e-07	6.44258252073e-06	2.44212247041e-07
38	4.79984293341e-08	5.55445237491e-05	2.30995805562e-08	2.12584329573e-06	3.60313800067e-06	6.49511727111e-07
39	6.58354333024e-08	5.50826559667e-05	1.90621461002e-08	2.06858080295e-06	4.25174036177e-06	1.35480874303e-07
40	5.94632659904e-08	5.75287570191e-05	1.54392709579e-08	2.55922058441e-07	4.48211295269e-06	1.34229414397e-07
41	5.30495208231e-08	5.49291950479e-05	3.39127267777e-08	3.05751849692e-07	5.56314949092e-06	7.14783151821e-07
42	5.59974446597e-08	5.29800484133e-05	2.10684713229e-08	1.22638635089e-06	4.90302767533e-06	3.54017777974e-07
43	7.17891343201e-08	5.62419660951e-05	1.86206536041e-08	3.08583014599e-07	4.8079151109e-06	4.79067877873e-07
44	6.65713462075e-08	5.25031734496e-05	2.27622963745e-08	5.33393324179e-07	5.65930197186e-06	1.52266774723e-07
45	5.00102008167e-08	5.56034285843e-05	2.51832494513e-08	5.9815297597e-07	4.98257154847e-06	1.28896599028e-07
46	6.76408423139e-08	5.43893665731e-05	1.9458943275e-08	3.06063089522e-06	4.43343621045e-06	4.47836077947e-07
47	6.50410686657e-08	5.36460438321e-05	2.97846752401e-08	1.48232781239e-06	4.44304650873e-06	3.77534378494e-07
48	6.00033121147e-08	5.52090029488e-05	2.96777052413e-08	7.24383008705e-07	4.87351568716e-06	5.91947103157e-07
49	7.27900484853e-08	5.53025499583e-05	1.84905292688e-08	1.97893216717e-06	4.29668725902e-06	1.66624711347e-07
50	6.19887115076e-08	5.43047626501e-05	1.58373146111e-08	9.33128818348e-07	4.73618917049e-06	1.67608560705e-07
51	4.6506904048e-08	5.51691855286e-05	4.13238069276e-08	7.36525280334e-07	5.36885369923e-06	2.13094979672e-06
52	7.10125402958e-08	5.57547465341e-05	1.55276404417e-08	6.75141422664e-07	3.86074790508e-06	1.77098776372e-06
53	4.96125557715e-08	5.47769214303e-05	1.63562124567e-08	9.44474163213e-07	4.43222795545e-06	2.14124493229e-07
54	6.53135527835e-08	5.4808254454e-05	2.71543349436e-08	1.92775880148e-06	3.20397459637e-06	7.50779088816e-08
55	6.21349491728e-08	5.68328529648e-05	1.92562317176e-08	2.82602100761e-06	2.27993698298e-06	1.58872727273e-07
56	6.04138526532e-08	5.45967143563e-05	1.85129527873e-08	6.9092596715e-07	3.48514623974e-06	2.47536196734e-07
57	5.65136340618e-08	5.30117468313e-05	1.54399934143e-08	9.190175895e-07	4.20735687804e-06	3.44938462651e-07
58	7.22984690587e-08	5.24893781579e-05	4.36671783291e-08	8.37540861799e-07	5.33189021816e-06	4.19478629699e-07
59	6.60490712401e-08	5.57273587087e-05	1.9729567742e-08	4.02007537181e-07	3.28457941207e-06	4.12845732209e-07
60	5.009211336e-08	5.3569642621e-05	1.93673079115e-08	1.40845266105e-06	4.13978191951e-06	1.99995211475e-06
61	4.72099624648e-08	5.32553534872e-05	2.2778469971e-08	6.96399176599e-07	3.59020178541e-06	4.48156361979e-07
62	6.41733983392e-08	5.45911272668e-05	1.37735093786e-08	6.51245415861e-07	5.82010271797e-06	1.35719560913e-07
63	6.1586485134e-08	5.51724059388e-05	1.90928378054e-08	2.03954115285e-06	5.48299826415e-06	5.38378697764e-07
64	6.51105533927e-08	5.70408607083e-05	1.45711032455e-08	2.86523207657e-06	4.15721979613e-06	1.29369102359e-06
65	5.86600218331e-08	5.54743342328e-05	2.01224480869e-08	6.67987239804e-07	4.37569895226e-06	9.16668897049e-08
66	7.39353369473e-08	5.7203588108e-05	1.59334756076e-08	4.99069744873e-07	4.06384009096e-06	6.61893242154e-07
67	5.55861379015e-08	5.82574957335e-05	2.51640273257e-08	4.24477539353e-07	4.50157184672e-06	3.11281829178e-07
68	4.49898296324e-08	5.3857999733e-05	2.45581050122e-08	4.23300400143e-07	4.08901418484e-06	1.55375445744e-07
69	4.43403887081e-08	5.21048751248e-05	2.87199941779e-08	1.76210973716e-06	5.50678640024e-06	8.86038992507e-07
70	5.77737199804e-08	5.33891582538e-05	5.28847144115e-08	3.28426273248e-06	3.68797299004e-06	6.04153084443e-07
71	5.61810930783e-08	5.53356427361e-05	1.49228613377e-08	1.965885596e-07	4.90606792831e-06	1.16386104645e-07
72	7.20438990704e-08	5.59333935041e-05	2.09377851034e-08	1.30497589192e-06	5.3811824125e-06	5.07040280218e-08
73	5.67320234216e-08	5.29195549933e-05	2.31309301945e-08	1.12962833576e-06	5.24104033521e-06	1.24070428274e-07
74	9.39409279094e-08	5.24081296449e-05	2.26465580775e-08	1.16963613298e-06	5.97706476436e-06	2.98617923568e-07
75	6.38601050205e-08	5.61090892571e-05	1.65695873521e-08	4.697573593e-07	5.09738640252e-06	2.96909559139e-07
76	5.17548826045e-08	5.59643305475e-05	2.32574638014e-08	1.98681256544e-07	4.73514845776e-06	7.4324603056e-08
77	5.37709623706e-08	5.67309794505e-05	1.51606503761e-08	1.92289281791e-06	3.87525684379e-06	4.0583376443e-07
78	5.65929393339e-08	5.35232361388e-05	1.85815101728e-08	6.33987259913e-07	5.23067876224e-06	8.07156874489e-08
79	5.54589755485e-08	5.60182377289e-05	2.65430831805e-08	6.48573683438e-07	4.26578367692e-06	2.53043114691e-06
80	5.01284292633e-08	5.3167895028e-05	3.01233553082e-08	5.22236005537e-07	5.64717029342e-06	1.55087588866e-07
81	5.44152088432e-08	5.51604151505e-05	2.29544593039e-08	4.73587846714e-07	7.09500530099e-06	4.25379362415e-07
82	6.33023076441e-08	5.34009307075e-05	2.56621495524e-08	9.72643213246e-07	5.52340548794e-06	5.77817072371e-07
83	5.39279575849e-08	5.37492805288e-05	2.73650592851e-08	9.0179113169e-07	6.3333786041e-06	9.10155927207e-08
84	6.3587750664e-08	5.39861538829e-05	1.6025315162e-08	1.29434168525e-06	4.00642935636e-06	6.92028070234e-07
85	8.02907687959e-08	5.66323613005e-05	2.3643391179e-08	4.49316990967e-07	5.86355935029e-06	1.2370674293e-07
86	5.8969273195e-08	5.51602577688e-05	1.94870479772e-08	2.4975338731e-07	6.12997764026e-06	7.13117911908e-07
87	5.67760837143e-08	5.57398731135e-05	1.80097669001e-08	6.0475547216e-07	4.8605585721e-06	9.48885423995e-07
88	4.74672567934e-08	5.45314306426e-05	4.92517079437e-08	1.17173692079e-06	4.65015265554e-06	1.17748689563e-07
89	5.03554172913e-08	5.68952855098e-05	5.3398703524e-08	9.90327771583e-07	4.67670659224e-06	4.10811475244e-07
90	6.55032252421e-08	5.59381952718e-05	1.28209099176e-08	7.50522792911e-07	2.82812549142e-06	4.45564336967e-07
91	5.47440326146e-08	5.51793786176e-05	2.25566805069e-08	1.28599052961e-06	3.03025602967e-06	2.36034249574e-06
92	4.71334415694e-08	5.33403229755e-05	3.05502707676e-08	4.52454596494e-07	4.79147670457e-06	1.22188836596e-07
93	5.04351776542e-08	5.69444273326e-05	1.59229498839e-08	3.20227900909e-06	3.66587626179e-06	1.23516384692e-07
94	6.10400316354e-08	5.47595974797e-05	2.18949766711e-08	1.58254987794e-06	3.16096976508e-06	8.02462656354e-07
95	5.16153646214e-08	5.52593602713e-05	1.9439431961e-08	7.23687073471e-07	4.11986537797e-06	1.22572828624e-08
96	4.38643519477e-08	5.40092135459e-05	2.00041816644e-08	4.63094843159e-07	3.33192055284e-06	2.26789897366e-07
97	5.87828383763e-08	5.69114861303e-05	2.05963290753e-08	1.432036021e-06	4.46224715084e-06	1.51426587307e-07
98	5.00672857511e-08	5.5262409435e-05	2.21016307639e-08	9.13516333873e-08	4.35943408523e-06	1.96611793305e-07
99	8.02291660872e-08	5.62520960941e-05	1.61023897964e-08	1.3595708111e-06	3.87822334151e-06	1.06882118209e-07
