	GAPD	GAPD&nad	GAPD&nad&g3p	GAPD&nad&g3p&pi	GAPD&nadh	GAPD&nadh&13dpg
0	2.34845016118e-08	5.83892261945e-05	1.54175435543e-08	2.82167305258e-06	1.71726682643e-06	2.96582285971e-07
1	2.9397975427e-08	5.83265082806e-05	1.7978232141e-08	9.97149143108e-07	2.00843211848e-06	9.60914319529e-07
2	2.34410261839e-08	5.63765756675e-05	1.4471952168e-08	1.05574078562e-06	2.99500811974e-06	5.25390573543e-07
3	3.54255836532e-08	5.79036875065e-05	1.63985179662e-08	1.57988162768e-07	2.9064630268e-06	9.79481995732e-08
4	2.1523893502e-08	6.08115119925e-05	1.48906611164e-08	7.64502597622e-07	1.23662266232e-06	6.55873192572e-07
5	1.85004501262e-08	5.78424011503e-05	3.83474105264e-08	8.36414118522e-07	2.41746305159e-06	2.06757495535e-07
6	4.06699176762e-08	5.69832170649e-05	1.9680039554e-08	5.6074367314e-07	2.57561914405e-06	9.29341888825e-07
7	2.59911291058e-08	5.85420380068e-05	1.40946440524e-08	3.77307745454e-07	2.6838463096e-06	1.09061565834e-06
8	2.24197094626e-08	5.89651175335e-05	1.31354294926e-08	2.82853569513e-07	1.54681356803e-06	1.0502274329e-06
9	2.26008008034e-08	5.89670106135e-05	1.93408445746e-08	1.6563236232e-06	1.86497279534e-06	9.33953816198e-07
10	3.80890615489e-08	5.93943998048e-05	1.00041407885e-08	2.24474714077e-07	2.03214169934e-06	1.95347870927e-08
11	2.2150754028e-08	5.69710548371e-05	2.18878500868e-08	5.01692718442e-07	2.25321008379e-06	1.39748421381e-07
12	2.09722137383e-08	5.65971426365e-05	1.36942207601e-08	3.36463547656e-06	1.8328778912e-06	9.73832314737e-07
13	1.53168522933e-08	5.65266333456e-05	2.67313038816e-08	1.7257761307e-06	2.13854357626e-06	1.16095382634e-07
14	3.0465543714e-08	5.74946318517e-05	1.10813186552e-08	1.46741281302e-06	2.15030870438e-06	1.50002589986e-06
15	1.89133395473e-08	5.67483811164e-05	1.07106876479e-08	3.82050882568e-06	1.20554803173e-06	3.45296668089e-07
16	1.88850862668e-08	5.69411197348e-05	6.58757222496e-08	1.9200702681e-06	2.61308553563e-06	8.07753573354e-07
17	2.19612132813e-08	5.70721777878e-05	2.148164133e-08	2.00895952924e-06	2.18215385944e-06	3.85222465262e-07
18	1.72132668587e-08	5.70421188789e-05	1.41478034351e-08	9.30604427363e-07	2.29893794164e-06	6.63568811606e-07
19	3.51295380478e-08	5.99764858507e-05	1.49054755834e-08	4.39726332986e-07	2.401420011e-06	1.09102335363e-07
20	3.68732256089e-08	6.01219208191e-05	1.42249850723e-08	3.16363269933e-07	1.51518815035e-06	1.54341252494e-06
21	2.00784667217e-08	5.56284222398e-05	1.43428164783e-08	2.13499264173e-07	2.25203923989e-06	1.14500377262e-07
22	1.79628759332e-08	5.50807825978e-05	2.33011372918e-08	1.04669038866e-06	1.58743666224e-06	1.26254143861e-07
23	2.67456581052e-08	5.90207461864e-05	1.64891009991e-08	1.13406352388e-06	1.80419697382e-06	2.44087937231e-07
24	1.79276957955e-08	5.96960345039e-05	3.41527617094e-08	7.66664775262e-07	1.98800109641e-06	3.53682024283e-07
25	2.3281228333e-08	5.80518336597e-05	1.97565647006e-08	4.6303694169e-07	2.44697465342e-06	1.19211502398e-06
26	2.07147852022e-08	5.82156108788e-05	1.47656353229e-08	5.94587152567e-07	2.33296408416e-06	9.04123022646e-08
27	1.52614841467e-08	6.08108920645e-05	1.21242115557e-08	3.53187553088e-07	1.45526934565e-06	6.74081843766e-07
28	2.06139697192e-08	5.79433659664e-05	1.65312103477e-08	8.75592569579e-07	1.85968028581e-06	2.89184706419e-07
29	3.16786859664e-08	5.64426559514e-05	1.72241978458e-08	9.78540362416e-07	1.90286171577e-06	9.57129049897e-08
30	2.28387567382e-08	6.00549180165e-05	1.24723314119e-08	3.76614635278e-07	1.39013054054e-06	7.51869094423e-07
31	2.26642066724e-08	5.94780135536e-05	1.86012076689e-08	6.3945515833e-07	1.92837675991e-06	1.8061633332e-06
32	2.6385365088e-08	5.74126925932e-05	1.76096405183e-08	1.94946424409e-06	2.27652313209e-06	1.11895425658e-06
33	1.85391288791e-08	5.61870888026e-05	1.39895138246e-08	4.17060598855e-07	2.24165156077e-06	3.28919919265e-07
34	2.0423127299e-08	5.8547043823e-05	3.14031175481e-08	2.06098234343e-06	2.12887427372e-06	5.31073429066e-08
35	2.15027778688e-08	5.79014190247e-05	1.6675583887e-08	4.34843377332e-07	1.87427518249e-06	3.42515342835e-07
36	1.60267906594e-08	5.77575019592e-05	1.37592160651e-08	2.3664413363e-06	8.59851972171e-07	2.70550532252e-06
37	3.77844628871e-08	5.72382444963e-05	1.4425712298e-08	5.86352921415e-07	2.97123308791e-06	2.30102039319e-07
38	2.03460445509e-08	6.0213717726e-05	2.02936398048e-08	1.93050090526e-06	1.38328195293e-06	6.55832424933e-07
39	2.88104102059e-08	5.71911483373e-05	1.66829622668e-08	1.92008343406e-06	1.55893427354e-06	1.3347097897e-07
40	2.95700556233e-08	5.92918081195e-05	1.37515679218e-08	2.77988310385e-07	1.74504442801e-06	1.44051021641e-07
41	1.7459322559e-08	5.76327788675e-05	2.84508491942e-08	3.36576136925e-07	2.05026984993e-06	8.89834683939e-07
