	GAPD	GAPD&nad	GAPD&nad&g3p	GAPD&nad&g3p&pi	GAPD&nadh	GAPD&nadh&13dpg
42	2.15408428474e-08	5.70448083472e-05	1.97519300716e-08	1.35762045664e-06	1.90557579432e-06	3.79453005426e-07
43	2.97763202299e-08	5.88420762415e-05	1.58551421355e-08	3.05565545155e-07	2.13104906245e-06	5.54780621838e-07
44	2.66223593163e-08	5.75941929877e-05	1.93408702668e-08	5.23490332788e-07	2.4103059062e-06	1.74091723093e-07
45	1.8976534544e-08	5.83798699804e-05	2.21084350213e-08	5.59553105301e-07	1.87891721069e-06	2.1901220065e-07
46	3.20842779693e-08	5.79521249111e-05	1.68973943178e-08	3.81201645925e-06	1.42212504012e-06	4.28673975373e-07
47	2.50454301323e-08	5.68713562591e-05	2.77023314505e-08	1.8591235352e-06	1.77917796021e-06	4.27695896388e-07
48	3.02564160733e-08	5.75690361092e-05	2.66183364359e-08	7.02418970594e-07	1.81560405827e-06	8.25439225342e-07
49	2.96803116283e-08	5.75622836146e-05	1.6268545719e-08	2.4519225082e-06	1.82121467272e-06	1.50432271468e-07
50	2.45084865469e-08	5.73051506293e-05	1.40613399944e-08	7.24951589229e-07	1.94313325242e-06	2.53614701868e-07
51	1.57117778092e-08	5.79389135629e-05	3.52135529732e-08	7.13534036644e-07	2.2605869268e-06	2.4288931541e-06
52	2.68566583665e-08	5.79309241803e-05	1.33923557714e-08	6.25170741116e-07	1.54998766863e-06	1.78237907896e-06
53	1.7479638589e-08	5.84095413821e-05	1.29188541143e-08	9.0299263386e-07	1.76613149466e-06	2.65591578678e-07
54	2.1699324417e-08	5.77223944698e-05	2.44774739439e-08	1.75737144746e-06	1.34670903184e-06	8.38243549269e-08
55	2.55751889369e-08	5.9680923424e-05	1.51915631946e-08	2.78420084139e-06	9.4526868201e-07	2.33999308802e-07
56	2.18441187649e-08	5.84140992247e-05	1.54606941312e-08	6.40421280761e-07	1.44479604409e-06	2.99489451969e-07
57	2.34528557007e-08	5.53166146382e-05	1.22427557929e-08	1.23191245308e-06	1.40127022075e-06	4.04995346577e-07
58	2.62817854598e-08	5.73959921743e-05	3.96697231799e-08	9.99498753847e-07	2.53567931099e-06	7.99049591133e-07
59	3.05877480362e-08	5.89841375606e-05	1.70481709813e-08	4.00789392583e-07	1.18668063767e-06	6.00329715574e-07
60	1.80297566794e-08	5.72771844768e-05	1.82953090238e-08	1.49661357646e-06	1.74599114788e-06	2.40549886881e-06
61	1.74935769463e-08	5.33189145472e-05	1.92780063742e-08	6.39819838861e-07	1.4166902042e-06	7.23137626794e-07
62	2.52314561768e-08	5.7920833735e-05	1.15913840528e-08	7.00842284336e-07	2.3088613765e-06	1.51821059192e-07
63	2.70251482176e-08	5.815739421e-05	1.46358717154e-08	2.012820998e-06	2.11886702835e-06	5.50230169929e-07
64	2.5453108554e-08	5.95797856058e-05	1.26044239293e-08	2.67185670666e-06	1.6600966567e-06	1.25573100864e-06
65	2.42363405294e-08	5.9077268837e-05	1.8419503861e-08	7.2684173546e-07	1.67869285338e-06	1.73126861116e-07
66	3.85880452014e-08	5.89093052642e-05	1.38716259196e-08	4.32677125659e-07	2.00721026049e-06	6.90793565542e-07
67	2.04855619339e-08	6.07856725954e-05	2.16216563123e-08	3.67437267795e-07	1.82453124911e-06	3.09600739462e-07
68	1.78858414385e-08	5.61594157306e-05	2.14381110422e-08	4.00615408423e-07	1.45837876521e-06	1.58980991455e-07
69	1.50767593871e-08	5.40823415209e-05	2.89531850306e-08	1.71817048863e-06	1.86928707941e-06	1.19727485573e-06
70	2.17051585531e-08	5.63962540287e-05	4.65980227001e-08	3.20789813642e-06	1.25772711927e-06	7.89812313396e-07
71	2.34406596276e-08	5.78246188722e-05	1.35694366586e-08	2.60164688771e-07	2.02129870669e-06	1.16313811654e-07
72	3.04867964914e-08	5.78893095296e-05	1.79628885253e-08	2.02643854851e-06	2.22421933436e-06	5.89370111196e-08
73	2.38676943819e-08	5.60785927765e-05	2.12054345035e-08	1.22416222321e-06	2.14815087547e-06	1.59062782223e-07
74	4.62620363534e-08	5.42855478773e-05	1.7425297557e-08	1.13146527353e-06	2.56641787362e-06	3.48337040212e-07
75	2.7554999494e-08	5.79599118324e-05	1.42238747246e-08	7.904354997e-07	2.14269878616e-06	3.14331316163e-07
76	1.70615819288e-08	5.92787093943e-05	2.06814529664e-08	2.24260349581e-07	1.71085344896e-06	8.53407674655e-08
77	2.42684256219e-08	5.89134408223e-05	1.32986961914e-08	2.07807739323e-06	1.4101696096e-06	5.10648315419e-07
78	2.156979537e-08	5.77897419977e-05	1.65076679723e-08	6.76994471645e-07	2.15430044711e-06	7.74972998501e-08
79	2.20097664998e-08	5.83568944217e-05	2.43091286275e-08	6.768263501e-07	1.60751630791e-06	2.63401391726e-06
80	1.92948136204e-08	5.51750427421e-05	2.65467853192e-08	5.18350976493e-07	2.29828877702e-06	1.72450783626e-07
81	1.89373139727e-08	5.90464884775e-05	2.0211331358e-08	4.34849972143e-07	2.78979091346e-06	5.81599539758e-07
82	2.17873904441e-08	5.69906659587e-05	2.3594138485e-08	8.83305670177e-07	2.03371478572e-06	4.9204697651e-07
83	2.16948139635e-08	5.64430229418e-05	2.70375037246e-08	1.00137382016e-06	2.525424555e-06	1.13283165363e-07
84	2.62539037946e-08	5.67103069596e-05	1.36116774659e-08	2.20815641664e-06	1.49608192031e-06	7.15333092692e-07
85	3.78003040265e-08	5.88607998931e-05	2.04167452141e-08	4.13705321329e-07	2.41912557284e-06	1.50072619887e-07
86	2.4489721047e-08	5.84387276709e-05	1.7087157573e-08	2.66236021795e-07	2.37314961673e-06	1.18797492931e-06
87	2.27690073889e-08	5.79040863065e-05	1.56397728851e-08	6.21237129024e-07	1.7783737915e-06	1.16580169207e-06
88	1.60879678667e-08	5.67326805573e-05	4.99819125435e-08	1.32963891805e-06	1.89939839466e-06	1.78633456621e-07
89	2.12777551777e-08	5.94155915231e-05	4.73673505173e-08	8.99599297482e-07	1.88874912478e-06	3.70200266585e-07
90	2.7806220332e-08	5.83790859435e-05	1.10172884599e-08	7.07676600009e-07	1.06104804063e-06	5.85898405341e-07
91	2.05684381645e-08	5.83479443648e-05	1.86286981964e-08	1.34274123401e-06	1.16116896037e-06	2.64643255994e-06
92	1.94715488793e-08	5.6301217164e-05	2.78084707982e-08	4.54868204257e-07	1.93455585951e-06	1.22835811494e-07
93	2.18165232498e-08	5.97439840252e-05	1.40483137871e-08	2.81639209598e-06	1.9135159316e-06	1.33211008621e-07
94	2.14391845017e-08	5.74112050469e-05	1.80425995381e-08	1.69517929584e-06	1.20609034065e-06	7.80206495958e-07
95	2.07484686835e-08	5.95300051205e-05	1.76387946523e-08	1.04513216098e-06	1.59280388525e-06	2.16301364911e-08
96	1.95692891524e-08	5.74930958931e-05	1.75118039708e-08	4.49047811131e-07	1.38043637717e-06	2.18351532311e-07
97	2.34130208144e-08	5.99561353397e-05	1.80139911877e-08	1.47987095024e-06	2.03319972938e-06	2.3882597946e-07
98	1.84965015161e-08	5.83969436903e-05	1.96302928691e-08	1.22020627019e-07	1.57054375955e-06	1.81994802412e-07
99	4.7109470939e-08	5.82439073535e-05	1.40503265155e-08	1.43391866521e-06	1.72827303139e-06	9.33637345718e-08
