ssd,Km_nad,Km_g3p,Km_pi,kcat_f,Keq,dKd
0,0.000045,0.00089,0.00053,268,0.452,0.5
1.760681294216247e-6,0.00004499900580098443,0.0008896639397112269,0.0005298301711951251,268.0000036917703,0.451999974891063,0.010000000284737659
1.7660328253915832e-6,0.000044999004661414904,0.0008896419821343085,0.0005298432934358721,267.9999965991299,0.45199996568858913,0.010000000609816666
1.7680374781639765e-6,0.00004499900473668912,0.0008896361336220502,0.0005298467968671002,267.99999284749276,0.45200000283257213,0.009999999804119074
1.7723720272070306e-6,0.000044999004999228794,0.000889622475391172,0.0005298549384598268,267.99999064642617,0.45200001317261057,0.009999999546805239
1.7756614352934797e-6,0.00004499900440041374,0.0008896103123158076,0.0005298620355650835,268.0000056095071,0.45200000697899606,0.009999999821250329
1.776342012751771e-6,0.000044999004430072846,0.0008896081888624748,0.0005298633526932183,268.000005880553,0.4520000222356229,0.009999999496102311
1.7763840198866347e-6,0.0000449990043458924,0.0008896191942455337,0.0005298567052613573,268.00001865078536,0.451999993478147,0.010000000159454053
1.776393189322179e-6,0.00004499900437171385,0.0008896103868786212,0.0005298619650143199,268.0000099136665,0.45200000102579785,0.009999999913583947
1.777075433357386e-6,0.00004499900588808556,0.0008896096478982823,0.0005298623615871851,268.00001164480346,0.451999987514542,0.010000000296918315
1.7773341123516745e-6,0.000044999004399042614,0.000889609954957457,0.0005298622525193541,268.00001316632904,0.4520000249405795,0.009999999392002423
1.7773831781819095e-6,0.000044999004392379256,0.0008896084386835029,0.0005298631591352413,268.00001155002417,0.4520000072568827,0.009999999775359833
1.7774389322475343e-6,0.0000449990059672736,0.0008896102480216514,0.0005298621034791173,268.00001390783495,0.4520000017470528,0.009999999922402898
1.7774943932680809e-6,0.0000449990043323354,0.0008896172846463192,0.0005298578261261004,268.00001985286104,0.451999998333333,0.00999999997536236
1.7775532820294472e-6,0.00004499900437974732,0.0008896044605384585,0.0005298655208106225,268.00000541928983,0.452000007867812,0.009999999792790362
1.7775702339171402e-6,0.00004499900439788005,0.0008896037896039598,0.000529865946413454,268.0000035290384,0.45200001701200426,0.009999999605728348
1.777589739979598e-6,0.000044999004397812715,0.0008896091760374665,0.0005298627222332964,268.0000131951286,0.45200000849019334,0.009999999717219573
1.777634558678714e-6,0.00004499900440821184,0.0008896102145015865,0.0005298620821248308,268.00001439209075,0.45199998376465433,0.010000000335762949
1.7780023276075655e-6,0.00004499900587682335,0.0008896167192599908,0.0005298581576273966,268.00002059376163,0.45199999293174115,0.010000000119043626
1.7784514755289285e-6,0.00004499900437400912,0.0008896084879627269,0.0005298631110129882,268.0000151863551,0.4520000008957062,0.009999999936724976
1.7791387067708064e-6,0.0000449990058838991,0.0008896027033299282,0.0005298665129042775,268.00001078761255,0.45199999860289103,0.009999999988003522
1.779490986612139e-6,0.00004499900433184034,0.0008896104316844204,0.0005298619011925004,268.0000194556499,0.45199999385490397,0.010000000077758274
1.779516691108164e-6,0.0000449990044016214,0.0008896088182327377,0.0005298629379940489,268.00001841002097,0.4520000064534091,0.009999999705775687
1.7795768593555974e-6,0.000044999004337263114,0.0008896104366092268,0.0005298619160575944,268.0000196916224,0.4520000002379392,0.00999999997789519
1.7799264627574784e-6,0.00004499900437155548,0.0008895997590370804,0.000529868309808787,268.00001002265714,0.4520000064284278,0.00999999981620764
1.7799589733870346e-6,0.00004499900587329531,0.000889610440597642,0.0005298618905277978,268.00002051953453,0.45199998602520314,0.010000000303572818
1.7800485278894734e-6,0.00004499900430570477,0.0008896104346410732,0.0005298618756307442,268.00002067780946,0.451999990390186,0.010000000183930486
1.780175985884141e-6,0.00004499900430480323,0.0008896104394465465,0.0005298618659694777,268.00002094773976,0.4519999901258336,0.010000000159661264
1.7802028905076103e-6,0.00004499900435791336,0.0008895989595356523,0.0005298687707987796,268.00000998447956,0.45200000339667196,0.00999999988498589
1.7803116547313569e-6,0.00004499900586604972,0.0008896104493111718,0.0005298618622213051,268.0000212531506,0.4519999903069244,0.010000000110708259
1.7803191412108282e-6,0.00004499900590775403,0.0008896104514324614,0.0005298618969484338,268.0000213317613,0.4519999983947358,0.00999999992560347
1.780650292154203e-6,0.00004499900434823947,0.0008896068567767087,0.0005298640551151994,268.00001949615034,0.45199998654870954,0.010000000265418993
1.7809264718579264e-6,0.00004499900430228021,0.0008896104318416029,0.0005298618734567918,268.0000225172171,0.45199999019972703,0.010000000177644462
1.7810127390196396e-6,0.000044999004349091326,0.000889610435016831,0.0005298619087870861,268.00002275202456,0.4519999931398963,0.010000000088419232
1.7811184394841448e-6,0.0000449990043509441,0.0008896104232520538,0.0005298619152074859,268.0000229538032,0.4519999817361986,0.010000000311608852
1.7811396132729007e-6,0.000044999004397196,0.0008896002258291232,0.0005298681032964146,268.00001517409015,0.4520000205776762,0.009999999518828784
1.7812914011003904e-6,0.00004499900587911512,0.0008896105746315444,0.000529861818939119,268.0000233815326,0.45199999468439755,0.009999999964402002
1.7813419150599427e-6,0.0000449990043238586,0.0008896104370076591,0.0005298618959476951,268.00002338362077,0.4519999959739116,0.010000000069376907
1.7813701170970877e-6,0.000044999004321238755,0.0008896104503582125,0.0005298618700167645,268.0000234189666,0.4519999962903022,0.010000000050587769
1.781410366106479e-6,0.00004499900432302202,0.0008896104380930357,0.000529861892336828,268.0000235124202,0.4519999939267169,0.010000000121484394
1.7814501924810177e-6,0.00004499900432088444,0.0008896104392219354,0.0005298618909896023,268.0000235889462,0.4519999853757637,0.010000000316835692
1.7814912193658825e-6,0.000044999004326096184,0.0008896104322968542,0.000529861901273079,268.00002367300914,0.45199999535048835,0.010000000068478867
1.7815138597424483e-6,0.00004499900436594126,0.0008896102737998593,0.0005298620203424553,268.0000236562354,0.4519999997945685,0.009999999826246896
1.7816383769635513e-6,0.00004499900432259752,0.0008896104393376458,0.0005298618887853958,268.00002394566894,0.45199998104096234,0.01000000041734353
1.781646899294063e-6,0.00004499900434097361,0.0008896095428221104,0.0005298624456812943,268.00002344232644,0.4520000025474036,0.00999999982498052
1.7817029136890354e-6,0.000044999004325088506,0.000889610438255129,0.000529861890838623,268.00002406932794,0.4519999861698704,0.010000000295260493
1.7817489120322417e-6,0.00004499900431949703,0.0008896104387607529,0.0005298618886341907,268.00002415349144,0.451999993007721,0.010000000145362219
1.7818427126832601e-6,0.00004499900431902184,0.0008896104388382699,0.0005298618876036881,268.0000243279557,0.4519999868349227,0.010000000279810156
1.7819183572671502e-6,0.00004499900432178392,0.0008896104323596419,0.000529861893176873,268.00002446754957,0.45199999145073144,0.010000000139928121
1.7819938056916318e-6,0.000044999004352135386,0.0008896037328106986,0.0005298659207416524,268.0000202144708,0.45199999842492067,0.009999999947685297
1.7821360739688314e-6,0.000044999004317115215,0.00088961043763853,0.0005298618861713067,268.0000248662074,0.4519999896522829,0.010000000211584542
1.7822280512198113e-6,0.000044999004308711313,0.0008896104313769166,0.0005298618775019524,268.0000250121925,0.4519999902673769,0.010000000158878388
1.782257757438774e-6,0.00004499900431466108,0.0008896104365469161,0.0005298618855452738,268.00002508517366,0.4519999854142726,0.010000000304562924
1.7822623907015927e-6,0.00004499900429938111,0.000889605291922483,0.0005298649314503471,268.0000218125976,0.45199998649146794,0.010000000257705317
1.7822741001785771e-6,0.00004499900433193541,0.0008896104286658747,0.0005298619008474736,268.00002512546894,0.45199998263854385,0.010000000308316135
1.7822938763077149e-6,0.000044999004356490104,0.0008896104491796585,0.0005298618981769746,268.0000251868847,0.45199999103546495,0.010000000052913422
1.782329781171036e-6,0.0000449990043077399,0.0008896156803132458,0.0005298587544784408,268.0000280423424,0.4519999964537019,0.010000000012986548
1.7825191502501997e-6,0.0000449990043171166,0.0008896104363542753,0.0005298618861703397,268.0000255550476,0.4519999894472499,0.01000000019484473
1.7825294703743465e-6,0.00004499900431747698,0.0008896104417128742,0.0005298618824187392,268.0000255756722,0.45199999787747436,0.010000000018927238
1.782562303070773e-6,0.00004499900429567882,0.0008896104351606767,0.0005298618626930084,268.0000255968429,0.4519999936810955,0.010000000107760951
1.782676426781529e-6,0.00004499900428814531,0.0008896104302181535,0.0005298618584531911,268.0000257858237,0.45199998781740713,0.010000000217962695
1.7828428065832107e-6,0.00004499900431152342,0.0008896104350838642,0.0005298618816606574,268.0000261163841,0.4519999912217619,0.010000000161572391
1.7828873055526216e-6,0.000044999004313404655,0.0008896104297657273,0.0005298618865984186,268.00002619319474,0.4519999904828156,0.01000000016502628
1.7830575772128167e-6,0.00004499900430577884,0.00088961042215049,0.0005298618784745228,268.000026465528,0.4519999877913884,0.010000000151072613
1.783363261890165e-6,0.000044999004308078824,0.0008896104317652476,0.0005298618801881537,268.00002700061026,0.4519999893671128,0.010000000196295405
1.7835394437441978e-6,0.00004499900434828374,0.0008896104752467304,0.000529861882822024,268.000027356657,0.45199999866950025,0.009999999769350055
1.783661498763006e-6,0.000044999004303693795,0.0008896104228509122,0.0005298618698495188,268.00002747277046,0.451999989585674,0.010000000179947037
1.7837357403067858e-6,0.000044999004305829,0.0008896104303202829,0.0005298618780990256,268.00002761591827,0.4519999885927801,0.010000000208867503
1.783899105734174e-6,0.00004499900431022186,0.0008896124293036087,0.0005298606896634852,268.0000289099349,0.4519999982875368,0.009999999914712232
1.7839346211948588e-6,0.00004499900430393911,0.0008896104311500727,0.0005298618744160413,268.00002793765634,0.45199998951073844,0.010000000191874414
1.783968579375921e-6,0.0000449990058943827,0.0008895958747744586,0.0005298705909036412,268.00001855290753,0.4519999958365282,0.01000000000808206
1.784076101495743e-6,0.00004499900432401811,0.0008896116984039312,0.0005298611436011434,268.0000288451444,0.4519999993407962,0.00999999980055009
1.7840987402031669e-6,0.00004499900430334175,0.000889610429137521,0.0005298618754994822,268.0000282022222,0.45199999027362087,0.010000000168457101
1.784246638977068e-6,0.000044999004285416586,0.0008896104243064643,0.0005298618572054756,268.0000284101647,0.4519999891922617,0.010000000148447657
1.7843639406081126e-6,0.00004499900430163079,0.0008896104273213207,0.0005298618753471122,268.0000286239753,0.45199998813276027,0.010000000209512222
1.7844182490208563e-6,0.000044999004294168097,0.0008896104330060875,0.0005298618664696598,268.0000287060602,0.4519999954077339,0.01000000003889068
1.784814198775868e-6,0.000044999004340762505,0.0008895967192444745,0.0005298700845151593,268.0000211508714,0.4519999936436262,0.01000000009495859
1.7850152124332105e-6,0.00004499900427577638,0.0008896104323795202,0.0005298618453462153,268.000029609683,0.45199998802139985,0.010000000159845476
1.7851961022461077e-6,0.00004499900433877095,0.000889610427966405,0.0005298618674657993,268.0000299075693,0.45199999892344817,0.00999999999900989
1.7852060776044141e-6,0.00004499900429324663,0.000889609482791536,0.0005298624276507859,268.00002945258547,0.4519999934604537,0.01000000004393332
1.7852508053755145e-6,0.000044999004304654425,0.0008896094602982988,0.00052986241486823,268.0000294783098,0.45200002172876724,0.010000000255563966
1.7853729507226451e-6,0.00004499900583732358,0.0008896104238331316,0.0005298618581258258,268.00003016080007,0.4519999873553061,0.010000000176193832
1.7855865268786774e-6,0.00004499900433936732,0.0008895924115482233,0.000529872648312649,268.0000195040554,0.45199998788922074,0.010000000294615783
1.785849693228984e-6,0.000044999004268783515,0.0008896255483632773,0.0005298528317636429,268.00003708586,0.4519999633728829,0.010000000695127468
1.7859263396198406e-6,0.000044999004316227945,0.0008896001562648592,0.0005298680095979724,268.00002556706363,0.4519999805861482,0.010000000397149897
1.7861315176198293e-6,0.00004499900428969742,0.0008896104233141603,0.0005298618638874379,268.00003128740144,0.45199998136359903,0.010000000344812077
1.7864391009176396e-6,0.00004499900429170055,0.0008896104255689714,0.0005298618635419136,268.0000317332945,0.4519999870274639,0.010000000198874254
1.7864397049735248e-6,0.00004499900429504969,0.0008896104236903106,0.0005298618677177757,268.000031736778,0.4519999827582325,0.010000000275274038
1.7869462413659616e-6,0.000044999004286272164,0.00088961041888493,0.000529861862285177,268.0000324427359,0.45199998658826046,0.010000000214025266
1.7871988102579448e-6,0.00004499900435630353,0.0008895848433523608,0.0005298771757997145,268.0000167434601,0.4520000002660399,0.00999999999532578
1.7879892747131023e-6,0.00004499900591298444,0.0008895805422139281,0.0005298797494959213,268.00001442405477,0.45199999844469335,0.010000000031246068
