ssd,Km_nad,Km_g3p,Km_pi,kcat_f,Keq,dKd
0,0.000045,0.00089,0.00053,268,0.452,0.5
200687.7551769895,0.43567289179017915,0.3578130355587401,45.05536670122037,13.273107747104518,15.137299021477158,13.030337751952779
200708.55321622465,0.43142681441189124,0.35068067070430353,45.06280108077369,13.27030120210902,15.13673933365958,13.031268540644964
200727.0069609888,0.4284498482452898,0.3507356935269902,45.05986231289805,13.268585468453335,15.137835712785463,13.03203768862495
200918.64882716612,0.515420482896601,0.44533443215679636,45.19138526780722,13.375748329306575,15.160738595060074,13.030853693735514
201071.07123431898,0.42909545646621733,0.35149812360657157,45.1280458485646,13.286516341131502,15.152488757940288,13.04272181640697
201697.33013367953,0.4295797085441405,0.3318949598302967,45.228678053250725,13.352170391893345,15.204550653910267,13.05972061208315
202073.23686288184,0.44552138505685085,0.20582543900325226,45.12677220621639,13.22003201986502,15.17254042105951,13.082439573473357
202457.01657940538,0.43111044744740673,0.308059266370848,45.36245035185874,13.39910294261697,15.251465717345427,13.08268896564041
202576.68485800285,0.43498629466916705,0.2696138736552455,45.3364382667723,13.395251564721272,15.302389850307604,13.087129231871518
202628.61604070762,0.432638398952946,0.35470763426740554,45.440876552863614,13.366278431214509,15.208017503074482,13.091060001311373
202764.64416540787,0.4331554492799697,0.35511907806101056,45.48791991086499,13.380914231719988,15.2361359859124,13.094708738364238
203234.8623444014,0.43523398778608835,0.3595965172722354,45.644584958335095,13.42975821111389,15.256509056009495,13.107433434344582
203579.11149391832,0.4368282594892975,0.35009296815684177,45.69567192371877,13.464141249410192,15.287797475057083,13.116834584208165
204208.7444521405,0.4405194977632822,0.36882913916433063,45.84748942722577,13.549713329352917,15.346529269644133,13.132315555711171
204316.12807270404,0.4406789573700033,0.3676469871118991,45.86784998773462,13.501874411950576,15.353870066354377,13.139569324302316
204345.53097929875,99.4850637249914,6.822377521725841,46.29205196855849,12.791127401353261,15.852992520482282,13.191440628806832
205240.3575914787,0.44530158033662076,0.36327776624058683,46.07750215639956,13.625940998260944,15.408102379277477,13.162323319235862
206230.1662200185,0.10958064408419141,0.06588809246123445,45.9473255475617,13.23742181933627,15.398304049052413,13.224832840143597
206754.04316879867,0.434211935835457,0.010351349782795317,45.87581446611324,13.3956718414225,15.356323353277546,13.231392219643737
207244.35075012842,0.44390757759189525,0.2573855741163069,46.354168063607716,13.581221079215341,15.432098095569346,13.234649784911994
209826.2516623739,0.4395380185126838,0.09636049746089151,46.55087763384095,13.648187878699398,15.643154873854822,13.318114253340186
210293.89909467366,0.4140785290483972,0.08960731564734334,46.61460446361892,13.631315435065389,15.449573498778543,13.335305057930475
210324.752341414,0.4569990087793228,0.18143220642856503,46.59578228864689,13.639251679978154,15.752678960764735,13.335773802680057
211224.25574784557,0.4689976462294861,0.3853416394958745,47.16109373744448,13.839739945950752,15.702178391165528,13.351587875143183
212059.42055155602,0.46527876163767923,0.29777522751954044,47.28387946634645,13.844183808666491,15.47477891609661,13.379660112300495
213139.5227644363,99.48041674445932,0.7379872236428302,47.10269835077656,11.987753937397617,15.727255191608187,13.543944211920996
213233.3320001608,0.4755186182170483,0.12429918783451546,47.75034854390635,13.979771276468053,15.777179051436772,13.40938225580643
213617.64201714768,99.47571288738908,0.9559304738982497,50.23340087645681,11.200797392503084,14.832846777691852,13.60822370572787
213777.41705143283,0.43282649063133366,0.24875501224117239,47.22924065649246,14.007812739733602,15.516114980496528,13.425713738858269
215707.05676336135,0.5304470695378778,0.5586644810166708,48.656688879047586,14.6046635087583,15.843285447977113,13.445350021272498
216058.7034370961,0.47109138062583533,0.5715773606756998,47.99699559088632,14.07601581438264,16.242806973725084,13.497633428376377
216466.85378700698,0.46557487474229825,0.8762230219360643,47.19696948010483,13.472300257111582,15.982501163421128,13.555503931520594
216682.9362996908,99.47349540054067,3.0624107144941233,49.291149003457505,13.82636470623966,16.084428845053147,13.537015437510775
216929.5478245239,99.39784313602473,0.3460785727752052,47.3308903183857,11.72122391150818,15.88132327815169,13.687139817897357
217106.331177753,0.8233622209612232,0.1251457926691804,47.88097286682622,14.276658814976587,18.579958605880094,13.517762043964057
217932.36302505608,99.48295782939995,0.47814212919796806,50.35551968246594,12.472976265241357,16.969962735300793,13.672712471537125
218676.94113373375,0.1482287963507098,0.19802962999648904,48.42181172408698,13.939746407616635,15.858370686650202,13.595606935392174
220180.1254070533,0.49137976122347765,0.4052331696136737,48.16059161292928,14.053733709926956,15.4893541739869,13.637370662899038
221108.14513477887,0.8079192678638103,1.0088818530172396,50.052117852322674,15.380667040807614,16.300498061722006,13.565259282882561
221460.931370132,97.77904883700616,0.9592587096964585,46.32288960841579,8.163613207656867,21.7112604019293,14.019225495735874
222033.5836207356,99.47807543523666,0.8886778741648347,47.97170883721901,11.539745954970185,16.179826821622502,13.866542197743877
224351.52432713035,98.43694199816892,0.843976885859101,48.722630409981186,9.859799021366305,18.22308220669297,14.03462167976087
224431.76607538768,9.177634716188614,6.572550692339387,53.93777133434784,21.179036095778876,19.080478434706592,13.107706634778559
225519.03451100274,0.4179468232006144,1.2960720642680459,48.172334600333215,13.758788595105143,15.983134394655538,13.835483850913716
227590.00686823658,99.49602008609199,1.761912015301346,52.4883023539391,14.886729686822095,17.76303417371752,13.8195333314506
229832.3378424151,99.47623571662524,0.9179827081491271,48.087851921993185,11.577882469503283,16.20111063357616,14.117628961829826
230644.0589056344,1.0437064317118772,0.8248878508930515,51.291327315824454,15.25904956143654,16.595201004251578,13.890748986015797
