frame	deltaG
1	22.4466
2	13.2367
3	16.5325
4	19.8209
5	13.7627
6	12.6042
7	5.381
8	11.0506
9	-7.9892
10	6.3632
11	7.6247
12	-2.2555
13	0.2234
14	-3.1417
15	-3.4665
16	-18.7405
17	-14.1129
18	-1.0088
19	-11.7963
20	-10.3259
21	-8.0664
22	-4.4038
23	-6.2547
24	-12.5995
25	-15.27
26	-8.5372
27	-19.6673
28	-4.8979
29	-4.674
30	-11.7361
31	1.3489
32	2.89
33	1.1672
34	-1.4854
35	-3.0311
36	-6.8513
37	1.1851
38	-2.622
39	-0.9617
40	-6.8266
41	-5.3315
42	-3.1775
43	0.4857
44	-0.9267
45	3.222
46	-4.2116
47	-7.264
48	4.8424
49	-5.8429
50	2.1431
51	2.4524
52	-0.9409
53	2.9828
54	-0.6489
55	-13.4495
56	-10.3255
57	0.2699
58	-8.0383
59	-1.492
60	-8.0559
61	10.4198
62	8.4528
63	5.5279
64	15.9577
65	2.0828
66	-7.1961
67	-1.1634
68	-4.9224
69	3.1639
70	-7.9211
71	-1.5255
72	-1.1094
73	-1.0143
74	-11.6344
75	-0.3965
76	-11.3354
77	-3.8196
78	-7.9867
79	-11.6536
80	-13.0712
81	-9.172
82	-7.0914
83	-2.2297
84	-1.0576
85	-8.0244
86	-11.9234
87	-15.311
88	-10.8823
89	0.5001
90	-0.4998
91	-4.3173
92	-8.3488
93	-8.6851
94	-0.5726
95	-4.0346
96	-9.3398
97	-10.3859
98	1.2866
99	-2.1943
100	-8.7625
101	-7.4513
102	-5.7367
103	-6.186
104	-7.9747
105	-0.8514
106	-18.5406
107	-13.0836
108	-11.273
109	-15.8677
110	-14.6202
111	-19.9015
112	-10.6757
113	-18.63
114	-7.6931
115	-15.4814
116	-11.1823
117	-11.6704
118	-18.8542
119	-16.3485
120	-15.5105
121	-12.7132
122	-14.782
123	-4.9215
124	-12.3266
125	-11.4269
126	-15.5108
127	-17.9664
128	-25.5391
129	-16.8507
130	-17.1782
131	-11.3415
132	-20.0283
133	-7.6085
134	-4.3083
135	-10.4964
136	-13.3478
137	-20.7647
138	-17.0144
139	-14.7667
140	-5.73863642857
141	8.8099251503
