frame	deltaG
1	-71.8236
2	-72.5328
3	-70.2928
4	-109.7852
5	-110.4433
6	-92.4925
7	-101.6807
8	-89.4266
9	-93.8811
10	-84.3566
11	-109.4372
12	-119.0493
13	-112.0955
14	-104.5778
15	-105.6654
16	-101.364
17	-112.8818
18	-102.9612
19	-59.8264
20	-103.2829
21	-116.2295
22	-100.8466
23	-70.9134
24	-77.4692
25	-92.586
26	-91.3213
27	-104.6946
28	-108.5711
29	-109.8411
30	-88.3993
31	-74.9932
32	-76.9974
33	-84.8547
34	-92.3218
35	-91.9012
36	-102.796
37	-87.8793
38	-80.2664
39	-86.0518
40	-82.6027
41	-90.6968
42	-124.6286
43	-76.3145
44	-69.5171
45	-71.8703
46	-78.2593
47	-99.7443
48	-86.6755
49	-80.6839
50	-79.4382
51	-76.6752
52	-80.7891
53	-93.2071
54	-64.9838
55	-93.1676
56	-94.5836
57	-94.2678
58	-82.171
59	-93.7083
60	-74.89
61	-92.9699
62	-96.0748
63	-99.7905
64	-83.6424
65	-99.1217
66	-91.9703
67	-78.6083
68	-87.868
69	-84.0954
70	-86.1738
71	-82.2953
72	-94.8699
73	-88.913
74	-81.2161
75	-75.2169
76	-80.1192
77	-83.8642
78	-83.8615
79	-82.4944
80	-78.8476
81	-86.3996
82	-93.2619
83	-79.5526
84	-87.2576
85	-79.5963
86	-96.0251
87	-84.3646
88	-92.9102
89	-93.1692
90	-89.9694
91	-92.8661
92	-83.1391
93	-98.6896
94	-75.6263
95	-72.378
96	-104.8358
97	-86.1692
98	-93.3494
99	-93.3444
100	-75.318
101	-78.4404
102	-95.7826
103	-98.1314
104	-88.9845
105	-80.8702
106	-87.2599
107	-95.9334
108	-91.9316
109	-96.417
110	-80.1957
111	-78.5646
112	-91.1699
113	-93.047
114	-83.9059
115	-88.6366
116	-79.087
117	-103.7449
118	-87.4649
119	-80.0237
120	-63.2104
121	-91.8326
122	-77.457
123	-92.7011
124	-75.9821
125	-96.3901
126	-93.1066
127	-83.7368
128	-74.7479
129	-79.4825
130	-88.4513
131	-82.4996
132	-72.4919
133	-79.3122
134	-81.5758
135	-81.0585
136	-90.1936
137	-75.9405
138	-74.3286
139	-76.3962
140	-82.5998
141	-80.9153
142	-92.5646
143	-90.2931
144	-90.9079
145	-73.4361
146	-56.0166
147	-73.5796
148	-51.5732
149	-61.8116
150	-70.4603
151	-46.8838
152	-71.1576
153	-59.6035
154	-44.4929
155	-66.7614
156	-69.9988
157	-54.9827
158	-73.312
159	-57.9132
160	-76.3731
161	-84.4439
162	-95.7525
163	-80.3319
164	-92.728
165	-76.7672
166	-84.4274
167	-65.8286
168	-62.7039
169	-61.9275
170	-87.1042
171	-88.7607
172	-84.5027
173	-81.0221
174	-91.3801
175	-86.3502
176	-60.3035
177	-61.2158
178	-62.8398
179	-86.9331
180	-87.6288
181	-85.2389
182	-90.8219
183	-91.8399
184	-90.3039
185	-75.5535
186	-95.2769
187	-84.7257
188	-92.5708
189	-93.1058
190	-75.1027
191	-57.3671
192	-65.9053
193	-61.8874
194	-64.3526
195	-56.6136
196	-78.7304
197	-80.7293
198	-66.2511
199	-71.1427
200	-76.4918
201	-68.7987
202	-68.6832
203	-75.8045
204	-74.577
205	-63.9596
206	-74.5006
207	-71.8168
208	-69.7497
209	-73.9521
210	-83.6038347619
211	13.6366393666
