frame	deltaG
1	2.5918
2	-33.887
3	-19.8017
4	-21.6389
5	-30.7543
6	-35.8911
7	-18.8994
8	-32.4076
9	-33.8522
10	-32.7095
11	-32.0333
12	-30.243
13	-29.7423
14	-28.9013
15	-35.7224
16	-38.1311
17	-35.288
18	-40.3876
19	-33.8769
20	-25.3116
21	-22.5836
22	-20.2596
23	-33.6846
24	-22.5702
25	-33.791
26	-28.6265
27	-29.6702
28	-24.4655
29	-35.202
30	-33.9283
31	-11.0386
32	-20.5554
33	-10.1909
34	-8.8182
35	-18.1813
36	-30.9092
37	-28.7766
38	-22.2342
39	-17.1868
40	-28.3617
41	-29.3574
42	-30.3493
43	-25.2327
44	-36.645
45	-31.6094
46	-30.7314
47	-35.5455
48	-33.0997
49	-23.1995
50	-34.9274
51	-33.5707
52	-38.0701
53	-36.3711
54	-27.0741
55	-25.7307
56	-30.2874
57	-36.4177
58	-31.8526
59	-31.1625
60	-32.1078
61	-31.7657
62	-28.5207
63	-34.0012
64	-18.2239
65	-18.993
66	-18.0738
67	-20.1693
68	-15.7004
69	-17.8879
70	-11.0409
71	-26.4285
72	-14.0266
73	-34.2632
74	-27.7328
75	-29.9121
76	-29.65
77	-20.9889
78	-28.5916
79	-25.1975
80	-32.3686
81	-23.7238
82	-20.5494
83	-28.9308
84	-17.6179
85	-22.5385
86	-20.655
87	-32.0575
88	-24.5674
89	-25.276
90	-29.6321
91	-20.4289
92	-27.0209
93	-21.8137
94	-25.0658
95	-20.262
96	-25.6175
97	-34.1574
98	-20.8324
99	-27.1851
100	-26.8575
101	-28.6149
102	-22.4851
103	-17.7751
104	-30.2906
105	-23.5175
106	-26.2315
107	-25.6248
108	-31.118
109	-29.3993
110	-26.3387
111	-29.7264
112	-22.2824
113	-21.8246
114	-23.3079
115	-22.4948
116	-27.6931
117	-32.9266
118	-29.0715
119	-25.2125
120	-21.6601
121	-17.1923
122	-26.8228
123	-20.2338
124	-30.5036
125	-11.7522
126	-21.807
127	-26.0556
128	-33.5533
129	-39.4262
130	-36.6973
131	-39.0073
132	-31.3745
133	-37.4402
134	-36.338
135	-36.0492
136	-37.5073
137	-36.4208
138	-30.3647
139	-31.2261
140	-27.1820114286
141	7.23209079312
