frame	deltaG
1	17.9067
2	20.3584
3	11.5157
4	0.6598
5	10.0515
6	2.7887
7	-3.7871
8	-6.0595
9	12.2535
10	-4.3278
11	1.3993
12	-1.1383
13	-5.2962
14	-13.2286
15	-16.847
16	20.6771
17	10.0293
18	-16.2907
19	-6.415
20	-9.0507
21	3.8181
22	-8.5866
23	1.1356
24	3.9963
25	-0.9535
26	8.5577
27	31.6224
28	22.9192
29	36.0861
30	40.3642
31	25.4372
32	11.8306
33	39.4859
34	3.5208
35	10.6589
36	17.8468
37	7.766
38	-4.5488
39	-12.8117
40	38.8658
41	17.8675
42	-2.6085
43	-8.3222
44	-12.879
45	-19.4296
46	-21.3746
47	-12.0107
48	-12.5683
49	-13.312
50	-13.5301
51	-44.4674
52	-14.9219
53	-12.2701
54	-19.7455
55	-9.778
56	-36.629
57	-10.3009
58	-22.1682
59	-7.6784
60	-10.2649
61	-26.7826
62	-11.5892
63	-8.8623
64	-25.97
65	-33.0023
66	-38.3293
67	-23.4659
68	-35.8283
69	-40.8552
70	-42.8475
71	-22.0766
72	-34.3182
73	-10.8859
74	-24.9746
75	-20.5313
76	-21.1258
77	-1.7262
78	-15.1428
79	-6.3565
80	-6.2509
81	5.9684
82	16.5331
83	-3.2486
84	9.9729
85	16.1465
86	9.9206
87	14.9449
88	10.5882
89	-3.2279
90	8.6296
91	17.7901
92	-8.8828
93	9.1087
94	2.3439
95	12.5285
96	13.7376
97	26.273
98	7.1826
99	20.9305
100	17.0397
101	19.3776
102	27.3369
103	-4.4332
104	39.0897
105	7.8311
106	11.8918
107	33.06
108	9.2482
109	22.6447
110	10.2537
111	4.4284
112	20.1853
113	23.2283
114	34.0023
115	12.1741
116	18.6047
117	23.2112
118	31.2992
119	14.785
120	-0.2151
121	22.8711
122	20.4408
123	21.2412
124	31.5688
125	2.7757
126	24.8279
127	26.112
128	18.2039
129	-8.4307
130	19.4942
131	33.0099
132	30.3856
133	9.7264
134	14.7742
135	-9.1223
136	11.9586
137	13.2884
138	-4.1186
139	26.2231
140	22.6287
141	34.6856
142	7.8488
143	14.9084
144	-10.8365
145	-4.3967
146	7.6176
147	-0.1864
148	-1.6202
149	-31.1568
150	20.0202
151	-0.2013
152	4.1994
153	7.2128
154	0.8865
155	0.4159
156	25.7837
157	12.3369
158	-5.4632
159	15.3804
160	-24.1461
161	-0.5792
162	31.7345
163	10.8562
164	8.8995
165	2.3483
166	13.354
167	4.0515
168	-20.406
169	13.6565
170	-2.5997
171	5.7976
172	-0.9115
173	8.0725
174	11.9854
175	19.3022
176	5.1943
177	8.772
178	48.6835
179	-28.7452
180	-19.7377
181	-20.8598
182	-16.4145
183	11.4531
184	2.9399
185	15.7454
186	-8.5977
187	-20.1932
188	6.0077
189	9.1566
190	-23.7253
191	1.462
192	-34.4713
193	-54.1219
194	-23.2427
195	-7.1767
196	-0.5379
197	-1.5004
198	-8.4986
199	-0.6356
200	-2.2228
201	3.1638
202	3.8265
203	25.1729
204	19.7788
205	0.8366
206	9.674
207	5.8453
208	-8.3536
209	19.5872
210	2.53122095238
211	18.5205691921
