frame	deltaG
1	-51.0923
2	-58.8845
3	-48.2972
4	-45.9227
5	-41.3705
6	-43.7778
7	-55.92
8	-43.0894
9	-47.1297
10	-53.1278
11	-50.5491
12	-55.4171
13	-59.9853
14	-37.5135
15	-48.4093
16	-51.0048
17	-64.5063
18	-58.3907
19	-49.5336
20	-62.2032
21	-47.8636
22	-51.3184
23	-42.4623
24	-55.8925
25	-56.5395
26	-54.5691
27	-57.3931
28	-57.7555
29	-63.2936
30	-45.0161
31	-51.7099
32	-66.7773
33	-66.3101
34	-43.1761
35	-67.2323
36	-60.9343
37	-54.2057
38	-62.5373
39	-61.9922
40	-55.9358
41	-40.6977
42	-54.1366
43	-41.33
44	-48.6184
45	-36.6633
46	-39.8909
47	-44.7462
48	-35.9086
49	-50.2519
50	-47.3474
51	-40.513
52	-48.209
53	-41.0334
54	-34.8594
55	-35.9388
56	-47.0883
57	-36.5388
58	-22.7653
59	-47.2951
60	-38.378
61	-32.2632
62	-27.5087
63	-41.4399
64	-42.8676
65	-36.5756
66	-31.4723
67	-34.3969
68	-45.2487
69	-39.7809
70	-52.4071
71	-48.0744357143
73	9.94981404347
