frame	deltaG
1	-50.7156
2	-75.7265
3	-56.2554
4	-56.2985
5	-50.9006
6	-54.2821
7	-63.3035
8	-68.6554
9	-51.7365
10	-59.4698
11	-59.5472
12	-69.7235
13	-74.9199
14	-51.5513
15	-66.8489
16	-59.6875
17	-61.0388
18	-64.545
19	-60.0819
20	-74.157
21	-60.7761
22	-51.1662
23	-61.0508
24	-53.9795
25	-64.1489
26	-55.2212
27	-67.6157
28	-72.2059
29	-61.0064
30	-54.4473
31	-62.4606
32	-68.9461
33	-68.9271
34	-61.7808
35	-56.7087
36	-60.3888
37	-63.2646
38	-60.7553
39	-58.2037
40	-65.4895
41	-65.7295
42	-60.9812
43	-57.0809
44	-68.604
45	-58.5852
46	-58.1212
47	-59.3577
48	-55.2069
49	-61.6596
50	-48.2227
51	-74.5145
52	-55.9242
53	-60.505
54	-59.1919
55	-50.9662
56	-54.2002
57	-61.7886
58	-60.1072
59	-62.806
60	-62.455
61	-52.0766
62	-55.418
63	-60.5587
64	-65.0829
65	-64.4786
66	-65.8122
67	-61.8688
68	-50.7171
69	-51.8925
70	-63.6309
71	-60.6504585714
73	6.43633597635
