frame	deltaG
1	-69.1131
2	-62.9309
3	-59.2056
4	-77.0686
5	-78.7806
6	-75.6375
7	-55.3559
8	-70.3696
9	-65.2671
10	-61.9841
11	-74.7205
12	-67.1551
13	-62.3751
14	-65.5699
15	-67.6894
16	-60.239
17	-66.5001
18	-60.7162
19	-57.8328
20	-75.7523
21	-71.8848
22	-63.2901
23	-75.0264
24	-66.1273
25	-60.2329
26	-61.104
27	-58.1587
28	-62.9275
29	-56.427
30	-61.0755
31	-52.931
32	-50.0015
33	-65.4862
34	-68.1337
35	-54.4753
36	-58.8992
37	-55.6005
38	-63.478
39	-54.6856
40	-37.6827
41	-45.2777
42	-31.1726
43	-39.5772
44	-38.8289
45	-41.9357
46	-46.5179
47	-40.8049
48	-40.8005
49	-53.6101
50	-42.7297
51	-35.2738
52	-42.3084
53	-28.6947
54	-45.9823
55	-60.8163
56	-61.0006
57	-50.2937
58	-45.0796
59	-46.878
60	-49.4863
61	-46.5613
62	-38.5976
63	-44.4478
64	-40.3876
65	-43.3384
66	-60.1048
67	-49.4902
68	-42.7443
69	-40.5243
70	-43.0195
71	-55.2596571429
73	12.2322620176
