frame	deltaG
1	-42.3876
2	-54.8093
3	-47.7626
4	-35.7076
5	-45.7165
6	-34.0493
7	-37.1315
8	-45.252
9	-33.752
10	-36.0539
11	-34.439
12	-46.11
13	-39.4443
14	-33.7911
15	-48.1078
16	-48.5485
17	-45.6265
18	-45.4613
19	-47.2908
20	-54.7293
21	-48.9233
22	-56.6694
23	-51.1092
24	-44.8267
25	-46.5076
26	-50.6739
27	-49.2924
28	-54.0322
29	-45.8345
30	-42.3852
31	-42.6634
32	-40.9223
33	-48.6597
34	-41.042
35	-45.3996
36	-41.1397
37	-42.5253
38	-43.5483
39	-44.8343
40	-46.7811
41	-40.4949
42	-44.4965
43	-42.1665
44	-41.8337
45	-51.8781
46	-40.6921
47	-46.4147
48	-50.5207
49	-50.3471
50	-47.3296
51	-62.2591
52	-43.8704
53	-57.1367
54	-50.4823
55	-56.1636
56	-50.4309
57	-62.0159
58	-57.904
59	-53.4006
60	-44.7823
61	-31.0994
62	-53.3605
63	-45.4253
64	-33.674
65	-32.8355
66	-49.3493
67	-33.7784
68	-44.0352
69	-43.547
70	-41.2256
71	-45.5270128571
73	7.01664468193
