	all	dKd	Keq	Km1	Km2	Km3	Km4	kcat	Ki
0	0.217035546765	0.226649232405	0.219233190663	0.21792736868	0.213639135189	0.21308505934	0.217446926154	0.19352872564	0.219201188569
1	0.217449092691	0.222593457189	0.226892186024	0.2176394215	0.217449092691	0.224200457537	0.214031782956	0.189691569638	0.209965438113
2	0.218968116214	0.228170717927	0.215338279037	0.217679726697	0.216668748861	0.218005539013	0.21366887005	0.179448565864	0.213932455697
3	0.214031782956	0.229418438813	0.224236326382	0.215310555925	0.214936985046	0.209098449523	0.216452156214	0.194747085646	0.21792736868
4	0.216669429252	0.220184468382	0.217421715523	0.220184468382	0.219513995701	0.222116570434	0.218952789057	0.197101032414	0.222593457189
5	0.216452156214	0.219233190663	0.220712660204	0.221636398171	0.216366135724	0.217846775935	0.223740784699	0.19352872564	0.204303596851
6	0.220184468382	0.223550516207	0.217710201126	0.218975531261	0.224913171461	0.220184468382	0.218477295322	0.19352872564	0.217421715523
7	0.207686726165	0.224423682289	0.226240882956	0.219201188569	0.21915751286	0.220184468382	0.209063467022	0.18408849626	0.220679339153
8	0.218477295322	0.220915515756	0.227295359069	0.212170807591	0.2176394215	0.222151028008	0.221167748195	0.170651548621	0.215876527928
9	0.215276183758	0.221990911268	0.222855500252	0.215876527928	0.217449092691	0.217421715523	0.209603961675	0.197101032414	0.212143816527
10	0.215876527928	0.219201188569	0.220439902122	0.219513995701	0.22234739411	0.219442965645	0.215876527928	0.189691569638	0.218975531261
11	0.217421715523	0.225332282623	0.223980971118	0.216669429252	0.216141053431	0.221184370092	0.218765221117	0.195937434879	0.218690704532
12	0.219945523508	0.224661033755	0.209340749577	0.218765221117	0.221184370092	0.214496196961	0.21715262758	0.18258758215	0.218952789057
13	0.220184468382	0.224236326382	0.215338279037	0.222116570434	0.216668748861	0.221402927973	0.213639135189	0.188346613209	0.205562885032
14	0.216112346039	0.223740784699	0.211126371739	0.221184370092	0.218975531261	0.219579405996	0.214496196961	0.18408849626	0.216366135724
15	0.22258230297	0.223048770776	0.217710201126	0.217234628943	0.217679726697	0.216668748861	0.219701682368	0.18408849626	0.220439902122
16	0.214496196961	0.223291860246	0.222151028008	0.213856554127	0.222593457189	0.223980971118	0.217679726697	0.188346613209	0.218690704532
17	0.215876527928	0.221436838599	0.221167748195	0.221184370092	0.222151028008	0.223980971118	0.220439902122	0.195937434879	0.215310555925
18	0.22234739411	0.228170717927	0.219442965645	0.219945523508	0.220980037532	0.218975531261	0.214756437115	0.197101032414	0.216366135724
19	0.221879837731	0.227295359069	0.225581282811	0.221184370092	0.221402927973	0.213438648661	0.21715262758	0.189691569638	0.212353527518
20	0.215844004181	0.223048770776	0.222151028008	0.21715262758	0.223990735133	0.214756437115	0.221167748195	0.199352600679	0.210221199705
21	0.22487690089	0.224669282495	0.224236326382	0.212353527518	0.219442965645	0.217446926154	0.219513995701	0.186965787079	0.212581302984
22	0.21915751286	0.225332282623	0.218477295322	0.218035915872	0.218609413748	0.214496196961	0.217035546765	0.192281004754	0.211104794087
23	0.216075868771	0.222855500252	0.222151028008	0.220458461837	0.212581302984	0.214254976126	0.210674751294	0.191002472852	0.21366887005
24	0.221402927973	0.225332282623	0.219978209433	0.215880216309	0.21715262758	0.217449092691	0.22234739411	0.191002472852	0.217421715523
25	0.215719698272	0.218069741725	0.223291860246	0.224200457537	0.220184468382	0.219722280135	0.220980037532	0.181041858074	0.210674751294
26	0.21792736868	0.229418438813	0.221436838599	0.21715262758	0.216863496122	0.222593457189	0.218765221117	0.195937434879	0.216668748861
27	0.222593457189	0.219978209433	0.212852461948	0.219701682368	0.223740784699	0.223048770776	0.215078932294	0.195937434879	0.214851107551
28	0.219945523508	0.221436838599	0.221167748195	0.228170717927	0.2178081621	0.221167748195	0.207762311069	0.19352872564	0.217421715523
29	0.219442965645	0.227068711925	0.228170717927	0.211104794087	0.220832516898	0.21715262758	0.219442965645	0.186965787079	0.217421715523
30	0.213051610148	0.216901948304	0.225332282623	0.221508729049	0.219945523508	0.215657771025	0.218217908756	0.18408849626	0.217679726697
31	0.218765221117	0.226240882956	0.210241257687	0.221636398171	0.211307047257	0.224200457537	0.218830055748	0.189691569638	0.204303596851
32	0.215876527928	0.224200457537	0.216638866404	0.219701682368	0.216638866404	0.215657771025	0.216759979813	0.194747085646	0.21625134913
