	e4p	f6p	g3p	s7p
0	4.88908980436e-05	0.00251999999533	0.000270732520346	0.000880206412801
1	4.88117344538e-05	0.00251999999541	0.000270483415997	0.000880322213902
2	4.88897242447e-05	0.00251999999544	0.000270541616067	0.000880340278116
3	4.88533077202e-05	0.00251999999512	0.000270501153294	0.000880300767646
4	4.87941281824e-05	0.00251999999531	0.000270889585386	0.00088025806905
5	4.89289594527e-05	0.00251999999496	0.000270508804031	0.000880186156574
6	4.88104514383e-05	0.00251999999617	0.000270394561299	0.000880681893907
7	4.88796126547e-05	0.00251999999586	0.000270560534348	0.000880390023066
8	4.89795358259e-05	0.00251999999516	0.00027067990598	0.000880158345553
9	4.88117680861e-05	0.00251999999591	0.000270716150733	0.000880303762554
10	4.87980725433e-05	0.00251999999529	0.000270945936767	0.000880049851086
11	4.88020461617e-05	0.00251999999537	0.00027066737665	0.000880185331114
12	4.88805836836e-05	0.00251999999598	0.000270358866138	0.00088046471207
13	4.88082118982e-05	0.00251999999548	0.000270598265579	0.000880244410952
14	4.88143406584e-05	0.00251999999463	0.000270914143776	0.00088002716351
15	4.8819833567e-05	0.00251999999471	0.000270821734866	0.000880001599408
16	4.88351913575e-05	0.0025199999952	0.00027052043922	0.000880161061864
17	4.87825329177e-05	0.00251999999555	0.00027079473829	0.000880260254223
18	4.89194559635e-05	0.00251999999518	0.000270937640041	0.000880136198005
19	4.89241506469e-05	0.00251999999511	0.000270782922283	0.000880118024362
20	4.88902874472e-05	0.00251999999594	0.000270484209458	0.000880400274987
21	4.89069511757e-05	0.00251999999486	0.000270856490579	0.000880074131877
22	4.87334277584e-05	0.002519999996	0.000270903644772	0.000880544438581
23	4.88564746625e-05	0.00251999999567	0.000270444269771	0.000880435803678
24	4.88189103418e-05	0.00251999999531	0.000270726918598	0.000880355192938
25	4.88528218169e-05	0.00251999999525	0.000270582470951	0.000880223615547
26	4.88064437089e-05	0.00251999999635	0.000270386229222	0.000880671203608
27	4.88349243092e-05	0.00251999999553	0.000270905362467	0.000880131347268
28	4.88719482783e-05	0.0025199999948	0.000270656351224	0.000880165610077
29	4.88409268607e-05	0.00251999999546	0.000270604756962	0.000880417858817
30	4.8784156588e-05	0.00251999999549	0.000270569975434	0.000880283173666
31	4.89426067811e-05	0.00251999999486	0.000270485168469	0.000880239263665
32	4.88608602436e-05	0.00251999999553	0.000270720538915	0.000880361270989
33	4.89522681968e-05	0.00251999999522	0.000270435905516	0.000880182170408
34	4.89007994335e-05	0.00251999999528	0.00027095395738	0.000880169070887
35	4.87783727184e-05	0.00251999999481	0.000270885652269	0.000880066629244
36	4.88674903002e-05	0.00251999999557	0.000270594196408	0.000880287941785
37	4.89745403597e-05	0.00251999999458	0.00027056025046	0.000880043510355
38	4.88982291177e-05	0.00251999999476	0.000270953510255	0.000880120892233
39	4.87886638729e-05	0.00251999999479	0.000270915649908	0.000880078357967
40	4.87912622645e-05	0.00251999999545	0.000270764779305	0.000880189783457
41	4.88812397518e-05	0.00251999999611	0.000270788478195	0.000880356087619
42	4.88125308536e-05	0.00251999999459	0.000270820337879	0.000880095430312
43	4.89046752704e-05	0.00251999999488	0.00027067950815	0.000880123465809
44	4.8851262344e-05	0.00251999999474	0.000270965463191	0.00088019851594
45	4.89791660101e-05	0.00251999999496	0.000270599495342	0.000880152623486
46	4.88441835817e-05	0.00251999999527	0.000270686755773	0.000880260053173
47	4.89004791201e-05	0.00251999999506	0.000270601480493	0.000880074489208
48	4.89668978508e-05	0.00251999999572	0.000270508275221	0.00088030943796
49	4.88370434608e-05	0.00251999999495	0.000270938279239	0.000880139515479
50	4.87917079374e-05	0.00251999999492	0.000270900559604	0.000880092070796
51	4.88559206741e-05	0.00251999999549	0.000270593550965	0.000880380805603
52	4.87888239539e-05	0.00251999999624	0.000270698522875	0.0008803738565
53	4.88329963018e-05	0.00251999999554	0.000270445892262	0.000880374007052
54	4.89365447992e-05	0.00251999999602	0.000270237776961	0.000880464538231
55	4.87759496976e-05	0.00251999999533	0.000270543141756	0.000880273760766
56	4.87653025868e-05	0.00251999999541	0.000270723617261	0.000880240763459
57	4.88204265653e-05	0.0025199999952	0.00027077589142	0.00088014867611
58	4.88002510295e-05	0.00251999999522	0.000270543548974	0.000880198824192
59	4.89277837567e-05	0.00251999999435	0.000270935424733	0.000879970081876
60	4.89008104102e-05	0.00251999999551	0.00027052416907	0.000880284640051
61	4.89963722046e-05	0.00251999999431	0.000270885794713	0.000879973403195
62	4.89927608274e-05	0.00251999999556	0.000270506729208	0.000880296563804
63	4.88062838207e-05	0.00251999999553	0.00027059497752	0.000880203925398
64	4.88703876104e-05	0.00251999999534	0.000270828494409	0.000880141953174
65	4.87256234297e-05	0.00251999999541	0.000270868255081	0.000880196582573
66	4.88957417126e-05	0.00251999999555	0.000270526141389	0.000880284211232
67	4.88802952794e-05	0.00251999999563	0.000270469304605	0.000880279026777
68	4.89722694791e-05	0.00251999999459	0.000270671537803	0.000880101760048
69	4.89043975384e-05	0.00251999999462	0.000270718666394	0.000880066890488
70	4.89939294076e-05	0.00251999999488	0.000270657610068	0.000880113668938
71	4.89553937431e-05	0.00251999999628	0.000270445749885	0.000880580041066
72	4.88642076934e-05	0.0025199999953	0.00027062423341	0.000880113293147
73	4.87862271001e-05	0.00251999999573	0.000270460310001	0.000880411225092
74	4.88512616845e-05	0.00251999999648	0.000270324310873	0.000880505365562
75	4.8813260826e-05	0.00251999999552	0.000270656816695	0.000880215404754
76	4.88955854798e-05	0.00251999999549	0.000270530650402	0.000880458832327
77	4.89547480751e-05	0.00251999999538	0.000270492260578	0.000880333043472
78	4.88903924136e-05	0.00251999999514	0.000270563323457	0.000880214618792
79	4.88626731935e-05	0.00251999999538	0.000270672083462	0.000880233842047
80	4.88327253537e-05	0.00251999999526	0.00027062023866	0.000880376909402
81	4.88252345297e-05	0.00251999999495	0.000270744673283	0.00088022510519
82	4.89152348904e-05	0.00251999999465	0.000270814892311	0.000880054997816
83	4.89094876566e-05	0.00251999999544	0.000270775199904	0.000880257690581
84	4.87788375247e-05	0.00251999999522	0.000270849517705	0.000880193129646
85	4.88872618957e-05	0.00251999999565	0.000270529358818	0.000880287450786
86	4.8777903086e-05	0.00251999999554	0.000270626579219	0.000880334359884
87	4.87686614468e-05	0.00251999999493	0.000270982274237	0.00088011085004
88	4.87981615579e-05	0.00251999999537	0.000270507016004	0.000880242687324
89	4.88256693255e-05	0.00251999999523	0.000270666873538	0.000880187410716
90	4.88748494948e-05	0.0025199999951	0.000270596045349	0.000880184132379
91	4.89605003718e-05	0.00251999999513	0.000270449388753	0.000880296253686
92	4.88656040252e-05	0.00251999999575	0.000270705492226	0.000880475340168
93	4.89444272459e-05	0.00251999999492	0.000270801256601	0.000880091175641
94	4.8876429239e-05	0.00251999999545	0.000270516860985	0.000880345535591
95	4.88739496866e-05	0.00251999999592	0.000270412224765	0.000880392135618
