frame	deltaG
1	-51.1819
2	-58.8964
3	-40.7033
4	-37.9515
5	-40.3721
6	-29.5369
7	-38.6178
8	-37.3121
9	-29.3797
10	-40.07
11	-49.6655
12	-52.6631
13	-48.9829
14	-55.7578
15	-49.4328
16	-46.2824
17	-50.9239
18	-63.6577
19	-68.226
20	-59.4484
21	-62.1774
22	-60.5537
23	-54.0703
24	-47.7701
25	-61.8757
26	-41.2113
27	-49.753
28	-52.9112
29	-55.1452
30	-48.0932
31	-54.4719
32	-46.3072
33	-49.5716
34	-44.7732
35	-43.9091
36	-47.6819
37	-48.2438
38	-53.6015
39	-46.9925
40	-51.1531
41	-53.7254
42	-51.0292
43	-44.9332
44	-49.5939
45	-56.1017
46	-56.5394
47	-50.1784
48	-43.3334
49	-60.2181
50	-56.2293
51	-59.3023
52	-50.4784
53	-46.0959
54	-37.6732
55	-43.9396
56	-54.8961
57	-61.447
58	-54.2608
59	-57.314
60	-56.6354
61	-64.8524
62	-57.5619
63	-60.516
64	-56.1708
65	-43.4382
66	-48.5117
67	-54.5005
68	-58.8266
69	-56.6004
70	-44.7335
71	-59.736
72	-46.626
73	-49.1682
74	-33.9372
75	-50.6791
76	-51.4176
77	-51.2855
78	-48.3808
79	-48.0992
80	-58.5887
81	-58.5849
82	-42.9466
83	-54.7425
84	-45.2043
85	-52.6241
86	-37.3201
87	-37.6374
88	-40.0306
89	-52.2216
90	-39.5718
91	-44.9229
92	-45.2918
93	-50.0909
94	-56.0783
95	-53.213
96	-45.6723
97	-40.3696
98	-47.108
99	-49.6049
100	-39.1904
101	-43.0392
102	-47.157
103	-42.4151
104	-54.4157
105	-47.0549
106	-54.89
107	-61.886
108	-56.99
109	-59.0852
110	-55.2124
111	-42.8095
112	-52.1278
113	-54.6518
114	-58.3633
115	-56.6573
116	-52.0933
117	-63.7044
118	-50.5837
119	-54.1296
120	-58.7772
121	-46.8483
122	-57.6391
123	-57.9441
124	-55.2294
125	-55.2667
126	-43.6704
127	-53.1655
128	-61.7809
129	-56.1234
130	-56.5556
131	-57.8381
132	-60.871
133	-55.8272
134	-52.1904
135	-55.6913
136	-44.7065
137	-66.0244
138	-58.5883
139	-64.1275
140	-51.2531535714
141	7.61231221059
