frame	deltaG
1	-32.5721
2	-49.0177
3	-52.0143
4	-62.2431
5	-54.5097
6	-60.7654
7	-56.6627
8	-58.6683
9	-73.0881
10	-43.8267
11	-46.0263
12	-57.6672
13	-68.7244
14	-51.893
15	-58.1235
16	-60.8571
17	-50.755
18	-53.5131
19	-43.1046
20	-54.4556
21	-53.7854
22	-51.9581
23	-49.7759
24	-54.6318
25	-61.3505
26	-54.5067
27	-47.4389
28	-54.6452
29	-59.2765
30	-56.5474
31	-46.039
32	-43.5032
33	-48.6179
34	-52.7187
35	-50.0881
36	-50.3043
37	-52.7815
38	-50.7303
39	-65.3426
40	-49.98
41	-57.4925
42	-44.2447
43	-57.8871
44	-60.0793
45	-59.6358
46	-56.7973
47	-48.0731
48	-50.1711
49	-64.5186
50	-57.861
51	-56.8142
52	-65.3907
53	-62.5974
54	-62.405
55	-47.9718
56	-68.6848
57	-63.607
58	-54.6927
59	-66.3689
60	-52.3814
61	-52.9186
62	-54.2402
63	-54.242
64	-52.4311
65	-54.9252
66	-68.4283
67	-54.8389
68	-63.296
69	-53.007
70	-49.9929
71	-41.7137
72	-56.3498
73	-55.9918
74	-49.1308
75	-44.3292
76	-41.4237
77	-55.8081
78	-60.05
79	-40.2559
80	-63.8747
81	-55.9868
82	-46.7843
83	-41.6409
84	-44.8856
85	-50.6609
86	-47.6737
87	-46.1089
88	-45.6501
89	-54.2727
90	-50.1115
91	-40.3748
92	-42.8344
93	-46.5029
94	-33.8403
95	-45.5399
96	-62.6769
97	-60.76
98	-37.893
99	-45.8829
100	-61.8213
101	-55.0054
102	-45.2847
103	-51.4921
104	-34.8439
105	-39.341
106	-43.2029
107	-55.9548
108	-62.0529
109	-55.017
110	-63.3269
111	-42.6293
112	-54.6052
113	-65.8904
114	-60.6083
115	-52.1363
116	-58.3601
117	-60.8154
118	-56.3753
119	-60.2031
120	-49.6555
121	-49.8222
122	-59.578
123	-48.9464
124	-56.5876
125	-52.1629
126	-56.8494
127	-63.4562
128	-66.0202
129	-59.4792
130	-61.5205
131	-55.281
132	-59.2334
133	-62.6426
134	-59.4831
135	-54.96
136	-46.5534
137	-55.1535
138	-42.3069
139	-60.5601
140	-49.8303
141	-53.6897242857
143	7.76749683482
