frame	deltaG
1	21.9402
2	6.4302
3	10.0692
4	3.8799
5	7.0952
6	3.7637
7	15.7309
8	6.6626
9	15.9272
10	0.7438
11	4.9319
12	-0.4431
13	7.1791
14	0.0488
15	2.2342
16	2.8755
17	3.8665
18	7.1357
19	5.4593
20	-11.659
21	-3.0929
22	-3.922
23	-2.8959
24	0.9929
25	1.9538
26	-4.5175
27	-1.0397
28	3.0216
29	1.259
30	8.1456
31	5.723
32	-5.5788
33	-3.0579
34	3.1148
35	-5.9494
36	-5.1717
37	-7.4692
38	6.3474
39	16.1516
40	6.4273
41	-2.3627
42	1.5778
43	0.5745
44	-8.3445
45	-1.0434
46	8.7308
47	-0.0099
48	-0.4175
49	-3.8565
50	12.9905
51	12.2795
52	-0.691
53	-7.1392
54	-12.8702
55	-5.6068
56	0.415
57	6.2782
58	0.1315
59	0.2845
60	3.1186
61	9.3968
62	8.7919
63	23.1388
64	15.7322
65	7.8492
66	18.6507
67	4.2549
68	0.4923
69	-12.1974
70	1.6293
71	2.94416714286
73	7.57526783506
