frame	deltaG
1	-5.5576
2	-1.2626
3	-3.2049
4	-17.8833
5	-10.8919
6	10.4467
7	9.1242
8	-16.1589
9	-11.1136
10	-14.0268
11	-10.3272
12	-5.8531
13	-1.4497
14	5.8426
15	6.6382
16	-4.8525
17	-4.4927
18	-1.4866
19	0.5803
20	-0.6266
21	11.5019
22	-0.5287
23	8.0589
24	5.8281
25	5.4776
26	-4.616
27	-5.9466
28	0.0821
29	12.899
30	14.7867
31	13.116
32	6.9926
33	16.7121
34	6.312
35	6.4681
36	10.823
37	8.9549
38	5.3155
39	-0.3838
40	-5.1143
41	-12.9479
42	8.0136
43	-3.5129
44	9.4069
45	0.4359
46	-11.2049
47	3.9557
48	24.0799
49	1.688
50	7.1443
51	5.2575
52	7.7423
53	3.0342
54	2.4913
55	-2.0193
56	5.1773
57	-2.4199
58	-4.6297
59	-4.1379
60	0.394
61	7.2733
62	-0.1706
63	-2.8131
64	1.0078
65	-0.6475
66	-1.8701
67	-1.4686
68	-2.4229
69	2.3042
70	-7.8693
71	1.02078142857
73	7.99835216095
