frame	deltaG
1	-17.4631
2	-9.2616
3	0.903
4	-11.1794
5	-0.2843
6	-5.2627
7	-6.5839
8	20.2077
9	-7.5643
10	-14.4686
11	1.4245
12	-4.4019
13	-16.0652
14	-10.2597
15	-2.7691
16	-9.2993
17	-15.3687
18	-12.5815
19	2.8606
20	-18.3585
21	-12.3855
22	-7.2176
23	-8.1984
24	-14.9931
25	-10.5231
26	-6.1434
27	0.4536
28	-15.7958
29	-8.9141
30	-5.225
31	-24.9836
32	-4.0675
33	-17.5949
34	-7.7965
35	-2.7591
36	-5.1556
37	-15.8708
38	-0.6488
39	-3.7806
40	-17.4861
41	-13.3214
42	-11.3752
43	-17.786
44	-11.2949
45	-16.8588
46	-12.3297
47	-8.7895
48	-12.7458
49	-27.8697
50	-26.0405
51	-19.4678
52	-14.2637
53	-22.5263
54	-0.663
55	-8.0112
56	-4.7218
57	-7.4616
58	-23.684
59	-20.6236
60	-14.767
61	-17.8787
62	-9.8031
63	-15.7317
64	-19.7292
65	-26.0287
66	-18.1399
67	-14.0591
68	-17.3852
69	-22.4333
70	-22.5681
71	-11.4745771429
73	8.31840367185
