frame	deltaG
1	-39.1321
2	-57.2281
3	-66.192
4	-64.4491
5	-67.5503
6	-50.9536
7	-51.9207
8	-49.2958
9	-70.5799
10	-56.6238
11	-60.0873
12	-36.9447
13	-34.5105
14	-38.2069
15	-49.3566
16	-44.0026
17	-46.538
18	-50.4227
19	-49.9864
20	-50.5751
21	-55.7776
22	-61.4119
23	-58.957
24	-62.1692
25	-57.2698
26	-64.8528
27	-45.722
28	-61.1428
29	-36.3691
30	-53.2373
31	-55.4618
32	-48.4732
33	-67.315
34	-65.3181
35	-51.6267
36	-62.1996
37	-57.8263
38	-56.5658
39	-57.8678
40	-70.3691
41	-60.39
42	-55.3248
43	-68.1451
44	-57.3996
45	-61.3103
46	-50.2833
47	-46.7978
48	-48.2973
49	-63.6238
50	-36.3869
51	-62.7165
52	-56.1436
53	-54.7113
54	-57.991
55	-54.4183
56	-36.5001
57	-49.1075
58	-42.3137
59	-50.2305
60	-49.9697
61	-55.0588
62	-51.8763
63	-67.8475
64	-68.4217
65	-59.1664
66	-59.1036
67	-73.3653
68	-74.9245
69	-67.4107
70	-72.5108
71	-67.3258
72	-64.4314
73	-66.6774
74	-68.6804
75	-66.6379
76	-55.876
77	-49.8616
78	-65.8363
79	-67.2313
80	-65.0162
81	-70.2575
82	-63.6105
83	-52.6371
84	-53.2594
85	-62.8056
86	-60.6304
87	-58.1292
88	-56.632
89	-48.977
90	-68.6922
91	-66.9891
92	-59.0915
93	-66.8221
94	-65.9024
95	-59.4681
96	-63.2991
97	-69.7871
98	-72.2145
99	-64.9822
100	-59.6957
101	-75.8568
102	-59.1946
103	-64.8905
104	-53.9047
105	-74.1672
106	-64.8468
107	-58.842
108	-58.6856
109	-73.5554
110	-56.0528
111	-58.9336
112	-72.1136
113	-57.7849
114	-62.1197
115	-67.2762
116	-54.8816
117	-60.2963
118	-50.9642
119	-63.0052
120	-46.3474
121	-40.4324
122	-64.6042
123	-49.1259
124	-67.118
125	-55.4776
126	-51.6529
127	-57.2122
128	-60.3283
129	-54.382
130	-52.1869
131	-49.0083
132	-54.4822
133	-51.5963
134	-61.3943
135	-46.5935
136	-61.4247
137	-60.0814
138	-60.3721
139	-57.615
140	-57.8388
141	-58.0309921429
143	8.94433903034
