	TALA2	TALA2&f6p	TALA2&mod	TALA2&mod&e4p	TALA2&mod&g3p	TALA2&mod&pi	TALA2&pi	TALA2&s7p
0	6.36392681689e-07	4.66696270346e-12	6.57248183544e-07	1.09101956434e-07	2.67479653607e-07	8.26749030875e-07	8.00515004857e-07	1.7935871985e-06
1	6.18862815284e-07	4.58941160355e-12	6.39145177145e-07	1.88265546246e-07	5.16584003497e-07	8.03977354408e-07	7.78464278177e-07	1.67778609792e-06
2	6.22942189685e-07	4.55561398731e-12	6.43357351779e-07	1.10275755303e-07	4.58383933075e-07	8.09275826716e-07	7.8359570176e-07	1.65972188366e-06
3	6.20115715036e-07	4.8802582241e-12	6.40438664189e-07	1.46692279757e-07	4.98846705654e-07	8.05604424955e-07	7.80040294164e-07	1.69923235441e-06
4	6.47346443786e-07	4.68885477991e-12	6.68561607112e-07	2.05871817551e-07	1.10414614367e-07	8.40980126837e-07	8.14293684552e-07	1.7419309502e-06
5	6.20647829864e-07	5.04083459304e-12	6.4098747913e-07	7.10405472968e-08	4.91195968508e-07	8.06294776384e-07	7.80709638618e-07	1.81384342581e-06
6	6.12274236372e-07	3.82560991694e-12	6.32339959693e-07	1.89548561654e-07	6.05438701264e-07	7.95417107195e-07	7.70176539432e-07	1.31810609276e-06
7	6.2428653137e-07	4.14450605363e-12	6.44746067559e-07	1.20387345336e-07	4.39465652066e-07	8.11022684968e-07	7.85286742097e-07	1.60997693421e-06
8	6.32692787957e-07	4.84471631248e-12	6.51674637471e-07	2.04641740953e-08	3.20094020336e-07	8.19738096595e-07	7.95860927996e-07	1.84165444682e-06
9	6.35243838615e-07	4.08634414126e-12	6.56061555605e-07	1.88231913892e-07	2.8384926706e-07	8.25256377838e-07	7.99069881207e-07	1.69623744607e-06
10	6.51301157537e-07	4.71080257674e-12	6.72645215868e-07	2.01927456747e-07	5.40632325281e-08	8.46116876798e-07	8.19268298168e-07	1.9501489136e-06
11	6.31620976643e-07	4.63105477543e-12	6.52320218798e-07	1.97953838319e-07	3.32623349737e-07	8.20550169967e-07	7.94512702185e-07	1.81466888612e-06
12	6.09635265391e-07	4.01615885561e-12	6.29616437175e-07	1.19416316365e-07	6.41133861618e-07	7.91991202548e-07	7.66856991734e-07	1.53528792969e-06
13	6.26923400579e-07	4.5212688845e-12	6.47469757335e-07	1.91788101775e-07	4.01734420807e-07	8.14448800021e-07	7.88603645997e-07	1.75558904778e-06
14	6.48681395069e-07	5.37324842309e-12	6.69944509912e-07	1.85659341603e-07	8.58562238939e-08	8.42719672986e-07	8.1597291274e-07	1.9728364898e-06
15	6.42468853107e-07	5.2893704539e-12	6.63526009697e-07	1.80166433022e-07	1.78265133949e-07	8.34645875361e-07	8.08158188914e-07	1.99840059165e-06
16	6.21465318861e-07	4.80262500905e-12	6.41834478022e-07	1.64808642491e-07	4.79560780335e-07	8.07360211824e-07	7.81737953729e-07	1.8389381362e-06
17	6.40771232548e-07	4.44708138033e-12	6.61770936631e-07	2.17467082286e-07	2.05261709949e-07	8.32438178182e-07	8.06022760938e-07	1.73974577675e-06
18	6.507702015e-07	4.81675921645e-12	6.72098861434e-07	8.0544036497e-08	6.23599586092e-08	8.45429620441e-07	8.18600411347e-07	1.86380199452e-06
19	6.39820103079e-07	4.88893186685e-12	6.60790329804e-07	7.58493530849e-08	2.17077716537e-07	8.31204678014e-07	8.04826340176e-07	1.88197563845e-06
20	6.18881585227e-07	4.0612055413e-12	6.39163583253e-07	1.09712552829e-07	5.15790542119e-07	8.0400050736e-07	7.78487888772e-07	1.59972501277e-06
21	6.45029325002e-07	5.14270238637e-12	6.66172763788e-07	9.30488243155e-08	1.43509421174e-07	8.37975213399e-07	8.11378993035e-07	1.92586812276e-06
22	6.46698681546e-07	3.99875610472e-12	6.67893923647e-07	2.66572241643e-07	9.63552283307e-08	8.40140251311e-07	8.13478867845e-07	1.45556141889e-06
23	6.15674139014e-07	4.32567632849e-12	6.35851018816e-07	1.43525337501e-07	5.55730229478e-07	7.9983364999e-07	7.74453259063e-07	1.56419632249e-06
24	6.35996719433e-07	4.69464288599e-12	6.56842386829e-07	1.8108965821e-07	2.73081401596e-07	8.26238581336e-07	8.00016926029e-07	1.64480706241e-06
25	6.25012754335e-07	4.74661949937e-12	6.45495735743e-07	1.47178183116e-07	4.17529049464e-07	8.11965688641e-07	7.86200254142e-07	1.77638445322e-06
26	6.11451648329e-07	3.6542459844e-12	6.31489684746e-07	1.93556291142e-07	6.13770777959e-07	7.94347550813e-07	7.69141810262e-07	1.32879639231e-06
27	6.48558089015e-07	4.47471971839e-12	6.69812315665e-07	1.65075690793e-07	9.4637532811e-08	8.4255338654e-07	8.15817806714e-07	1.86865273192e-06
28	6.29509976848e-07	5.19952852618e-12	6.50141075155e-07	1.28051721685e-07	3.43648776103e-07	8.17809036639e-07	7.91857286673e-07	1.83438992295e-06
29	6.24526937782e-07	4.5417204407e-12	6.44995115463e-07	1.5907313926e-07	3.95243038093e-07	8.11335961016e-07	7.85589148039e-07	1.58214118307e-06
30	6.2449716611e-07	4.51460797111e-12	6.44964455833e-07	2.15843412034e-07	4.30024565763e-07	8.11297394442e-07	7.85551698428e-07	1.71682633365e-06
31	6.18921653319e-07	5.1431988297e-12	6.39204777142e-07	5.73932189141e-08	5.14831530711e-07	8.0405232493e-07	7.78538290233e-07	1.76073633507e-06
32	6.35715489968e-07	4.46544323274e-12	6.52968118706e-07	1.39139756436e-07	2.79461084613e-07	8.21365159851e-07	7.99663168956e-07	1.63872901076e-06
33	6.12798430928e-07	4.78436741107e-12	6.32882566301e-07	4.77318032106e-08	5.64094484406e-07	7.96099649186e-07	7.70835921002e-07	1.81782959197e-06
34	6.51975605526e-07	4.71988189601e-12	6.73342828069e-07	9.92005664657e-08	4.60426199263e-08	8.46994399524e-07	8.20116682727e-07	1.83092911337e-06
35	6.46473616957e-07	5.18662191358e-12	6.67660936495e-07	2.21627281581e-07	1.14347731351e-07	8.39847178017e-07	8.13195760274e-07	1.93337075593e-06
36	6.26447322386e-07	4.4337794406e-12	6.47539650219e-07	1.32509699756e-07	4.05803592462e-07	8.14536717907e-07	7.88004789735e-07	1.71205821478e-06
37	6.2419037587e-07	5.42344676997e-12	6.44646100864e-07	2.54596402937e-08	4.39749540241e-07	8.10896937389e-07	7.85165788592e-07	1.9564896449e-06
38	6.51905101102e-07	5.2432741909e-12	6.73269359886e-07	1.01770882268e-07	4.64897447754e-08	8.46901984275e-07	8.20027995593e-07	1.87910776726e-06
39	6.492655504e-07	5.20959652768e-12	6.70545933067e-07	2.11336127089e-07	8.43500915496e-08	8.43476200021e-07	8.16707718666e-07	1.92164203274e-06
40	6.38665766834e-07	4.54839076333e-12	6.59596330584e-07	2.08737735477e-07	2.35220695016e-07	8.29702752685e-07	8.03374306698e-07	1.81021654285e-06
41	6.40330599537e-07	3.89126693226e-12	6.61316663498e-07	1.18760248219e-07	2.11521805031e-07	8.31866750395e-07	8.05468491002e-07	1.64391238073e-06
42	6.42574622515e-07	5.40986175204e-12	6.63632673998e-07	1.87469146371e-07	1.79662121127e-07	8.34780047805e-07	8.08291235677e-07	1.90456968762e-06
43	6.3266222122e-07	5.11706777559e-12	6.53395633227e-07	9.53247296424e-08	3.20491850422e-07	8.21902928117e-07	7.95822478259e-07	1.87653419065e-06
44	6.5263090834e-07	5.25555066951e-12	6.74018442059e-07	1.48737656049e-07	3.45368092023e-08	8.47844250797e-07	8.20940984688e-07	1.80148405998e-06
45	6.26286658246e-07	5.0370314566e-12	6.4681140232e-07	2.08339898602e-08	4.00504657966e-07	8.13620658714e-07	7.87802691155e-07	1.8473765139e-06
46	6.31989869575e-07	4.72820324331e-12	6.52706190311e-07	1.55816418315e-07	3.13244226621e-07	8.21035681483e-07	7.94976730681e-07	1.73994682657e-06
47	6.27019749736e-07	4.94083712352e-12	6.47572248017e-07	9.95208798663e-08	3.98519507128e-07	8.14577722511e-07	7.88724843095e-07	1.92551079152e-06
48	6.20570085981e-07	4.27901304851e-12	6.40907585493e-07	3.31021492333e-08	4.91724778801e-07	8.06194278581e-07	7.80611845002e-07	1.69056204045e-06
49	6.50013187785e-07	5.04970626207e-12	6.721785338e-07	1.62956539215e-07	6.17207609365e-08	8.45529839892e-07	8.17648167799e-07	1.86048452108e-06
50	6.48219519916e-07	5.08297744963e-12	6.69464604019e-07	2.08292062575e-07	9.94403959041e-08	8.42116001902e-07	8.15391922426e-07	1.90792920371e-06
51	6.26602384038e-07	4.50683004382e-12	6.47138307735e-07	1.44079325895e-07	4.06449035156e-07	8.14031871314e-07	7.88199840971e-07	1.61919439748e-06
52	6.2947077678e-07	3.75503234165e-12	6.50102997755e-07	2.11176046081e-07	3.01477125153e-07	8.17761139277e-07	7.91807977094e-07	1.62614350032e-06
53	6.15806452025e-07	4.46116053712e-12	6.35987577729e-07	1.67003698167e-07	5.54107738064e-07	8.00005426709e-07	7.74619694921e-07	1.62599294801e-06
54	6.01472292879e-07	3.9801564706e-12	6.21183882716e-07	6.34552008239e-08	7.62223039206e-07	7.81383936685e-07	7.56588831573e-07	1.53546176918e-06
55	6.23063843369e-07	4.6716898537e-12	6.43484090772e-07	2.24050302389e-07	4.56858244343e-07	8.0943525101e-07	7.83748729278e-07	1.72623923442e-06
56	6.34575401299e-07	4.5932227529e-12	6.55372189218e-07	2.34697413238e-07	2.7638273884e-07	8.24389227495e-07	7.98229057429e-07	1.75923654133e-06
57	6.35376212414e-07	4.79847844727e-12	6.56198526979e-07	1.79573434692e-07	2.24108579918e-07	8.2542867341e-07	7.99236393515e-07	1.85132389005e-06
58	6.22801931005e-07	4.78211423578e-12	6.4321231355e-07	1.99748970471e-07	4.56451026336e-07	8.09093383892e-07	7.83419271094e-07	1.8011758076e-06
59	6.50164230966e-07	5.65218911862e-12	6.71996310144e-07	7.22162433365e-08	6.45752668918e-08	8.45300621708e-07	8.17838164212e-07	2.02991812383e-06
60	6.21727409947e-07	4.4942929226e-12	6.42102983389e-07	9.91895898373e-08	4.75830930161e-07	8.07697963321e-07	7.82067636727e-07	1.71535994902e-06
61	6.47057799918e-07	5.68587896091e-12	6.68175629288e-07	3.62779538969e-09	1.14205286738e-07	8.40494607354e-07	8.13930600944e-07	2.02659680538e-06
