	TALA2	TALA2&f6p	TALA2&mod	TALA2&mod&e4p	TALA2&mod&g3p	TALA2&mod&pi	TALA2&pi	TALA2&s7p
0	4.78156641239e-07	9.08178483821e-08	4.93827847432e-07	1.11071487119e-07	8.41038263206e-07	6.21183450195e-07	6.01470722391e-07	4.18215525608e-07
1	5.15748771121e-07	3.04276848611e-07	5.32651043222e-07	1.69409475717e-07	6.8436043109e-07	6.70018943839e-07	6.48757664723e-07	4.49407012501e-07
2	4.78481876665e-07	1.84449183928e-07	4.9416317144e-07	2.29992726068e-07	6.09948479602e-07	6.21605252489e-07	6.01879834335e-07	1.93016933017e-07
3	4.52855280684e-07	2.10022991846e-07	4.67696205401e-07	8.99474838972e-08	9.70969277361e-07	5.88312595219e-07	5.69644274127e-07	2.10446147511e-07
4	4.61940806343e-07	3.68929042666e-07	4.7707993242e-07	7.32099093081e-08	1.49032057981e-06	6.00116336043e-07	5.81072909036e-07	6.36442991172e-08
5	4.91148021121e-07	3.8379396212e-07	5.07244343794e-07	1.79537682169e-07	4.95168773751e-07	6.38059990348e-07	6.17812510783e-07	3.52192252074e-07
6	4.69252523477e-07	4.13901176525e-07	4.84631944899e-07	9.38705006285e-08	8.91176877658e-07	6.09615972792e-07	5.90270279528e-07	2.18581991177e-07
7	4.97736406281e-07	4.49955972549e-07	5.14049217538e-07	2.45268919081e-07	3.93441459895e-07	6.46619805216e-07	6.26100005791e-07	3.30994706991e-07
8	4.4435399068e-07	7.06186388916e-07	4.5891709115e-07	2.01167761447e-08	1.31930342119e-06	5.77269393607e-07	5.58950546175e-07	2.51327787299e-07
9	4.88084727011e-07	3.63867105729e-07	5.04080249726e-07	7.79855556608e-08	7.75463374606e-07	6.3407989308e-07	6.13959209246e-07	4.41170075801e-07
10	4.95631894698e-07	1.30399240337e-07	5.1187505563e-07	1.40399505922e-07	1.12456344667e-06	6.43884938396e-07	6.23452751757e-07	4.37857938787e-07
11	5.02634495965e-07	1.3357499752e-07	5.19108662458e-07	1.93922620906e-07	9.77082611324e-07	6.52984054355e-07	6.32261287031e-07	5.96920390357e-07
12	4.62393880578e-07	2.76755863063e-07	4.77547746334e-07	9.61187818973e-08	5.10627148525e-07	6.00704796694e-07	5.8164282873e-07	2.23981859455e-08
13	4.77850718867e-07	2.84657173843e-07	4.93510882696e-07	8.01463560088e-08	6.79711734782e-07	6.20784741922e-07	6.01085904266e-07	2.89893629911e-07
14	5.07230655706e-07	7.3447062806e-07	5.2385414703e-07	1.91770766382e-07	5.87638975249e-07	6.5895337442e-07	6.38042772173e-07	5.44144024067e-07
15	4.57908841812e-07	1.42918754395e-07	4.72915035189e-07	1.59004573104e-07	8.30470285674e-07	5.94877333742e-07	5.76001122072e-07	1.79392074236e-07
16	4.7458705322e-07	1.06149557194e-07	4.90141235441e-07	6.53822674948e-08	7.40185546599e-07	6.16546080365e-07	5.96980556421e-07	2.75988578929e-07
17	4.98377809884e-07	3.27775269536e-07	5.14710893746e-07	1.89653788195e-07	8.85553232332e-07	6.47452124243e-07	6.26906824015e-07	4.02507528878e-07
18	4.64565364213e-07	2.83186120433e-07	4.79790391428e-07	4.76783522905e-08	9.37684049496e-07	6.03525808169e-07	5.84374326567e-07	4.51068485261e-07
19	5.01330088812e-07	9.46129733979e-08	5.17759885104e-07	1.3262976177e-07	1.00798539837e-06	6.51287434424e-07	6.30620480141e-07	2.6597359571e-07
20	4.81992640058e-07	2.40826325235e-07	4.97789560614e-07	1.45367861397e-07	1.07339230763e-06	6.26166868352e-07	6.06296005127e-07	2.52315099695e-07
21	4.55954041679e-07	1.16540505508e-07	4.70897119e-07	1.85823934891e-07	1.29762146591e-06	5.92339007589e-07	5.73542189273e-07	2.12530751842e-07
22	4.97411364516e-07	5.25357388948e-07	5.13713051574e-07	1.68972009725e-07	5.79097952393e-07	6.46196943827e-07	6.25691137474e-07	4.70360264731e-07
23	4.53441470259e-07	3.78898124375e-07	4.68303550132e-07	1.05199790924e-07	7.27083228014e-07	5.89076570959e-07	5.70381638909e-07	2.31508438977e-07
24	5.16511347922e-07	1.5961817375e-07	5.33438862388e-07	6.49878704493e-08	6.35329280833e-07	6.71009937422e-07	6.49716906075e-07	3.8266250968e-07
25	4.62087438289e-07	2.17517803843e-07	4.77228027217e-07	1.52161968884e-07	8.65414680924e-07	6.00302623713e-07	5.81257356588e-07	2.12889524384e-07
26	4.58311839904e-07	8.98765260572e-07	4.73331656813e-07	1.03207590496e-07	1.05007771509e-06	5.9540139989e-07	5.76508051249e-07	2.76088511017e-07
27	4.90494494459e-07	4.57481567482e-07	5.06569078748e-07	6.92376080288e-08	1.5377455195e-07	6.37210578005e-07	6.1699044302e-07	2.77572560259e-07
28	4.50953060559e-07	7.5914362531e-07	4.65732895724e-07	2.22993051e-08	1.20597027297e-06	5.85842958303e-07	5.67251481437e-07	2.95959953487e-07
29	4.78297331823e-07	2.8984851773e-07	4.93972327717e-07	1.73820957806e-07	9.58069612589e-07	6.21365191171e-07	6.01647696349e-07	4.64707015653e-07
30	4.94775597984e-07	5.41573771046e-07	5.10990488046e-07	8.4354281513e-08	7.02000950675e-07	6.42772245483e-07	6.22375620625e-07	2.38067174644e-07
31	4.37180986714e-07	9.51545800203e-07	4.51508190967e-07	8.70800084598e-08	1.08037272301e-06	5.67949777059e-07	5.49927662236e-07	1.41799306662e-07
32	4.80929854963e-07	7.84597635011e-07	4.9669163742e-07	2.10960125497e-07	8.70244802997e-07	6.24785796549e-07	6.04959133352e-07	1.18227255634e-07
33	4.88849019019e-07	2.18820064283e-07	5.048699655e-07	1.25637008677e-07	1.25261158658e-06	6.35073272394e-07	6.14920608137e-07	2.65192287836e-07
34	4.54539780915e-07	3.06159344443e-07	4.69436788605e-07	1.26762991335e-07	1.61516319186e-06	5.90502065657e-07	5.71763198098e-07	2.92366240355e-07
35	5.06487382878e-07	3.98563279144e-07	5.23086058996e-07	9.07721924117e-08	1.16149466224e-06	6.57987200524e-07	6.37107813199e-07	3.87407326166e-07
36	4.84784439409e-07	2.88417255836e-07	5.00672214506e-07	1.53255256991e-07	8.07699056563e-07	6.29792943507e-07	6.09807794825e-07	3.12686745097e-07
37	4.90371597675e-07	3.62202126214e-07	5.06442503891e-07	7.79891182344e-08	8.7817340752e-07	6.37051360162e-07	6.16835851814e-07	3.28207319405e-07
38	4.8203927114e-07	3.3997037005e-07	4.9783715333e-07	8.75157998465e-08	6.50811521917e-07	6.26226734973e-07	6.06354662122e-07	2.80179175289e-07
39	4.41502125452e-07	3.09810433452e-08	4.55972595969e-07	3.37102565838e-08	1.52051605061e-06	5.73565528617e-07	5.5536319991e-07	1.09070187807e-07
40	4.83053168907e-07	1.4909193745e-07	4.98884291053e-07	2.0939920931e-07	8.42728689181e-07	6.27543924007e-07	6.07630038787e-07	3.2962578933e-07
41	4.85580738119e-07	9.64762820345e-08	5.01497050658e-07	7.88705732426e-08	1.30894626729e-06	6.30830500568e-07	6.10809454789e-07	2.8975639566e-07
42	5.15384383278e-07	1.08801932119e-07	5.32274907984e-07	2.26522260344e-07	7.95812959853e-07	6.69545805295e-07	6.48299303165e-07	2.4138033997e-07
43	4.39104432364e-07	7.32362025281e-07	4.53495209194e-07	5.72838815151e-08	1.38542205253e-06	5.70449236831e-07	5.52347154392e-07	4.08449866348e-07
44	4.80350827874e-07	8.81640086554e-08	4.96092986121e-07	1.29604128215e-07	6.20178302722e-07	6.2403275623e-07	6.04230778217e-07	3.53345405268e-07
45	4.51405947382e-07	3.99635727512e-07	4.661996642e-07	9.01360269209e-08	1.3483352536e-06	5.86430103911e-07	5.67821165388e-07	2.33617634573e-07
46	4.71194703801e-07	5.09703552565e-07	4.86636880952e-07	2.20093648349e-07	7.12136595502e-07	6.12137971293e-07	5.92713337943e-07	3.07643719649e-07
47	4.68406659739e-07	4.51023764832e-07	4.83757702059e-07	2.28168062056e-07	7.40988562128e-07	6.08516267324e-07	5.89206271984e-07	3.42633366134e-07
48	5.11523384345e-07	4.03028467383e-07	5.29565033766e-07	1.70114189226e-07	2.0827056759e-07	6.66137068794e-07	6.43442572914e-07	2.99696666947e-07
49	5.31350470626e-07	1.22417873651e-07	5.48764889479e-07	9.71214384372e-08	9.6271058968e-07	6.90288466244e-07	6.68382960423e-07	3.84601505352e-07
50	4.8502117013e-07	3.2220690899e-07	5.00916684045e-07	1.04111770155e-07	7.70636732661e-07	6.30100460456e-07	6.10105577165e-07	3.99942688851e-07
51	5.25567762022e-07	3.19329901328e-07	5.42792265259e-07	1.26172482152e-07	1.04359460905e-06	6.82775533673e-07	6.6110892169e-07	6.64809089247e-07
52	4.94657194767e-07	5.67125290298e-07	5.10868552644e-07	5.82917069864e-08	5.08368628231e-07	6.42618863585e-07	6.22226681836e-07	3.84605047343e-07
53	4.40239916843e-07	2.47056266242e-07	4.54668228077e-07	1.55872880103e-07	1.26628029636e-06	5.71924771105e-07	5.53775474348e-07	8.19147805099e-08
54	4.66369094801e-07	7.63976007103e-07	4.81653604126e-07	7.0068709117e-08	4.68083753614e-07	6.05869533615e-07	5.86643229779e-07	2.82026533994e-07
55	4.69887639205e-07	4.77798578026e-07	4.85287267695e-07	1.35380427606e-07	8.70588324708e-07	6.10440299885e-07	5.91069188265e-07	3.40082277898e-07
56	5.24816127345e-07	8.67949932249e-08	5.42015773534e-07	1.54404910978e-07	8.48309982727e-07	6.81798788814e-07	6.60163444393e-07	2.39012252362e-07
57	4.62439310429e-07	3.21863022198e-07	4.77594783254e-07	1.6276974405e-08	1.1194908221e-06	6.00763964202e-07	5.81699974692e-07	2.75286345905e-07
58	5.16230301473e-07	1.93870575121e-07	5.33148491776e-07	6.74250757152e-08	7.02450044036e-07	6.70644681765e-07	6.49363379226e-07	3.77731292316e-07
59	4.90723178761e-07	4.32661220801e-08	5.06805478469e-07	1.78891321737e-07	1.30019675697e-06	6.37507943973e-07	6.17278103815e-07	4.5040889461e-07
60	4.75282381929e-07	5.11412928373e-07	4.90858587238e-07	7.76897559284e-08	8.55172026105e-07	6.17448433425e-07	5.97855206746e-07	2.2926168996e-07
61	4.60677110893e-07	1.72965010467e-07	4.75775353373e-07	3.46542606792e-08	1.79837845726e-07	5.98475312924e-07	5.79483313166e-07	3.08346174162e-07
62	4.42210043534e-07	4.19402374145e-07	4.56702379216e-07	3.83894191131e-08	1.13375111239e-06	5.74483519122e-07	5.56253686344e-07	2.56032569134e-07
63	4.65179652687e-07	6.96513686978e-08	4.80425519529e-07	3.78545185787e-08	1.14417409594e-06	6.04324732464e-07	5.85147036805e-07	4.40900533888e-07
64	4.74724355033e-07	3.62399066901e-07	4.90282367049e-07	1.16915882494e-07	9.73043892277e-07	6.16723609082e-07	5.97153267651e-07	2.54177613919e-07
65	4.6873251394e-07	6.57604396752e-07	4.84094715395e-07	1.09472920022e-07	1.05658206269e-06	6.08940194631e-07	5.89616162263e-07	1.72205867394e-07
66	5.27749808112e-07	3.55233905154e-07	5.45045474299e-07	2.29204344622e-07	8.0696550294e-07	6.85609833464e-07	6.63853705997e-07	1.98172296673e-07
67	5.16378378125e-07	1.65856244088e-07	5.33301903446e-07	2.67828383528e-07	6.99294867919e-07	6.70837657482e-07	6.49549644058e-07	3.1555558855e-07
68	4.67147846192e-07	1.77834042586e-07	4.82457482642e-07	1.53752432268e-07	8.20320491412e-07	6.06880728162e-07	5.87622817049e-07	2.46533245731e-07
69	4.89805357749e-07	1.75356028122e-07	5.05858346643e-07	9.2633479557e-08	1.0007688319e-06	6.36316551822e-07	6.1612358158e-07	4.19325528084e-07
70	5.09180198788e-07	2.14258707889e-07	5.25868066198e-07	2.41006165933e-07	8.65604460995e-07	6.61486672748e-07	6.40495092158e-07	4.54574508735e-07
71	4.73664774155e-07	3.36226665564e-07	4.89188515774e-07	1.46785473129e-07	1.05293156864e-06	6.1534765932e-07	5.95820426439e-07	2.73265385696e-07
72	4.62219586633e-07	1.47788498106e-07	4.77368145293e-07	2.31215710532e-07	1.324591033e-06	6.00478877491e-07	5.81423585295e-07	1.24172183685e-07
73	4.57718517207e-07	6.36281073291e-07	4.72719413182e-07	1.56942721525e-07	1.15170579833e-06	5.94631261843e-07	5.75761713748e-07	3.37255988264e-07
74	4.9032452248e-07	5.16538188771e-07	5.06394124896e-07	5.5054124779e-08	1.07135476657e-06	6.36990504473e-07	6.1677663617e-07	4.78350040541e-07
75	4.80333121935e-07	1.43071347824e-07	4.96074960174e-07	1.58497535228e-07	7.11046360924e-07	6.24010081487e-07	6.04208506017e-07	2.56797799104e-07
76	4.88044679085e-07	5.98774791779e-07	5.04039963889e-07	1.57584104891e-07	5.60586707995e-07	6.34029217724e-07	6.13908833169e-07	3.232943583e-07
77	4.67995879058e-07	2.73907130436e-07	4.83333901556e-07	1.88120849609e-07	1.13600919842e-06	6.07983170897e-07	5.88689553135e-07	1.49714713269e-07
78	4.86690007496e-07	4.34733294351e-07	5.02640135363e-07	2.38109508824e-07	8.09816227293e-07	6.32268380798e-07	6.12204798907e-07	2.39763630405e-07
79	4.81285652365e-07	5.73762238114e-07	4.97059114541e-07	1.63244411466e-07	9.20925574336e-07	6.2524804407e-07	6.05406689032e-07	2.37634620779e-07
80	4.82169957866e-07	1.01069211014e-07	4.97973046794e-07	7.92484058088e-08	1.26079545964e-06	6.26397674641e-07	6.0651905226e-07	2.42271171926e-07
81	4.68334813949e-07	7.06954863299e-07	4.83683665831e-07	7.89276695445e-08	1.05277584344e-06	6.0842313755e-07	5.89115897536e-07	3.86333061406e-07
82	4.72425475355e-07	9.05262498736e-08	4.87907878106e-07	7.93458619839e-08	1.09688020784e-06	6.13736751923e-07	5.94261519003e-07	2.41216281034e-07
83	4.8068819192e-07	6.06144270476e-07	4.96441607739e-07	1.12341328235e-07	5.14027113877e-07	6.24471285529e-07	6.0465514668e-07	1.72801713612e-07
84	4.95161487754e-07	2.41084853781e-07	5.11389175668e-07	8.7848420769e-08	5.48710879481e-07	6.43273752555e-07	6.22861029331e-07	4.34512225403e-07
85	4.8959007111e-07	2.47714872929e-07	5.05635429707e-07	1.46795339715e-07	1.00917220421e-06	6.36036145793e-07	6.15852773663e-07	2.46929564522e-07
86	4.64490943782e-07	2.75433184027e-07	4.79713425063e-07	1.22469640507e-07	1.37897019898e-06	6.03428992586e-07	5.84280713498e-07	3.2448558872e-07
